skill,prompt,id_prompt
algebra,Create a multiple-choice question with four options using an equation such as x + a = b or x - a = b. Use marbles. Avoid decimals and negative numbers.,913
algebra,Write a question that asks students to explain their reasoning with a missing value represented by a box or letter in a situation about stickers. Add one short hint.,914
algebra,Create a fill-in-the-blank question using an equation such as x + a = b or x - a = b. Use birthday candles. Make the numbers easy to calculate mentally.,915
algebra,Write a simple challenge question with a missing value represented by a box or letter in a situation about stickers. Keep the question under 45 words.,916
algebra,Write a fill-in-the-blank question with a missing value represented by a box or letter in a situation about toy cars. Make the numbers easy to calculate mentally.,917
algebra,Create a real-life classroom problem about finding an unknown number in a simple equation. Use water bottles. Make it easy. Use simple vocabulary suitable for elementary students.,918
algebra,Create a short word problem about finding an unknown number in a simple equation. Use toy cars. Make it slightly challenging. Avoid decimals and negative numbers.,919
algebra,Write a question that asks students to explain their reasoning with a missing value represented by a box or letter in a situation about cookies. Use simple vocabulary suitable for elementary students.,920
algebra,"Create a question that asks students to explain their reasoning using an equation such as x + a = b or x - a = b. Use garden plants. Ask for a written answer, not a drawing.",921
algebra,Generate a real-life classroom problem that asks students to identify and continue a simple numerical pattern related to flowers. Keep the question under 45 words.,922
algebra,"Generate a question that asks students to explain their reasoning that asks students to check which value makes an equation true. Use pencils. Ask for a written answer, not a drawing.",923
algebra,Create a short word problem about finding an unknown number in a simple equation. Use pencils. Make it easy. Make the numbers easy to calculate mentally.,924
algebra,Create a multiple-choice question with four options about finding an unknown number in a simple equation. Use garden plants. Make it slightly challenging. Use whole numbers only.,925
algebra,Create a true-or-false question with a brief explanation about finding an unknown number in a simple equation. Use classroom chairs. Make it very easy. Keep the question under 45 words.,926
algebra,Create a two-step problem about finding an unknown number in a simple equation. Use fruit baskets. Make it easy. Use whole numbers only.,927
algebra,"Write a two-step problem with a missing value represented by a box or letter in a situation about cookies. Ask for a written answer, not a drawing.",928
algebra,"Create a fill-in-the-blank question using an equation such as x + a = b or x - a = b. Use toy cars. Ask for a written answer, not a drawing.",929
algebra,Create a true-or-false question with a brief explanation using an equation such as x + a = b or x - a = b. Use coins. Use whole numbers only.,930
algebra,Generate a simple challenge question that asks students to identify and continue a simple numerical pattern related to cookies. Use simple vocabulary suitable for elementary students.,931
algebra,"Generate a multiple-choice question with four options that asks students to identify and continue a simple numerical pattern related to toy cars. Ask for a written answer, not a drawing.",932
algebra,"Write a real-life classroom problem where students translate a short situation about toy cars into a simple equation. Ask for a written answer, not a drawing.",933
algebra,"Create a simple challenge question about finding an unknown number in a simple equation. Use cookies. Make it easy. Ask for a written answer, not a drawing.",934
algebra,Write a true-or-false question with a brief explanation with a missing value represented by a box or letter in a situation about garden plants. Use simple vocabulary suitable for elementary students.,935
algebra,Create a short word problem about finding an unknown number in a simple equation. Use marbles. Make it easy. Keep the question under 45 words.,936
algebra,Create a question that asks students to explain their reasoning about finding an unknown number in a simple equation. Use animals on a farm. Make it easy. Make the numbers easy to calculate mentally.,937
algebra,Create a fill-in-the-blank question about finding an unknown number in a simple equation. Use bus passengers. Make it very easy. Use whole numbers only.,938
algebra,Create a real-life classroom problem about finding an unknown number in a simple equation. Use classroom chairs. Make it easy. Avoid decimals and negative numbers.,939
algebra,Create a simple challenge question about finding an unknown number in a simple equation. Use birthday candles. Make it moderate. Avoid decimals and negative numbers.,940
algebra,Create a question that asks students to explain their reasoning about finding an unknown number in a simple equation. Use marbles. Make it moderate. Make the numbers easy to calculate mentally.,941
algebra,Create a two-step problem about finding an unknown number in a simple equation. Use coins. Make it very easy. Add one short hint.,942
algebra,"Create a real-life classroom problem about finding an unknown number in a simple equation. Use animals on a farm. Make it very easy. Ask for a written answer, not a drawing.",943
algebra,Create a multiple-choice question with four options using an equation such as x + a = b or x - a = b. Use animals on a farm. Make the numbers easy to calculate mentally.,944
algebra,Generate a multiple-choice question with four options that asks students to check which value makes an equation true. Use colored blocks. Avoid decimals and negative numbers.,945
algebra,Create a multiple-choice question with four options using an equation such as x + a = b or x - a = b. Use colored blocks. Use simple vocabulary suitable for elementary students.,946
algebra,Generate a fill-in-the-blank question that asks students to check which value makes an equation true. Use sports balls. Use whole numbers only.,947
algebra,Generate a multiple-choice question with four options that asks students to identify and continue a simple numerical pattern related to books. Use simple vocabulary suitable for elementary students.,948
algebra,Generate a simple challenge question that asks students to check which value makes an equation true. Use notebooks. Make the numbers easy to calculate mentally.,949
algebra,Create a short word problem about finding an unknown number in a simple equation. Use toy cars. Make it slightly challenging. Make the numbers easy to calculate mentally.,950
algebra,Generate a simple challenge question that asks students to check which value makes an equation true. Use colored blocks. Make the numbers easy to calculate mentally.,951
algebra,"Create a real-life classroom problem about finding an unknown number in a simple equation. Use coins. Make it easy. Ask for a written answer, not a drawing.",952
algebra,Create a real-life classroom problem using an equation such as x + a = b or x - a = b. Use stickers. Avoid decimals and negative numbers.,953
algebra,Create a true-or-false question with a brief explanation about finding an unknown number in a simple equation. Use flowers. Make it slightly challenging. Use whole numbers only.,954
algebra,Write a fill-in-the-blank question with a missing value represented by a box or letter in a situation about fruit baskets. Use simple vocabulary suitable for elementary students.,955
algebra,Write a short word problem with a missing value represented by a box or letter in a situation about school supplies. Use simple vocabulary suitable for elementary students.,956
algebra,Generate a multiple-choice question with four options that asks students to check which value makes an equation true. Use cookies. Make the numbers easy to calculate mentally.,957
algebra,Generate a two-step problem that asks students to identify and continue a simple numerical pattern related to coins. Add one short hint.,958
algebra,Generate a real-life classroom problem that asks students to check which value makes an equation true. Use coins. Avoid decimals and negative numbers.,959
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in school supplies. Make it slightly challenging. Add one short hint.,960
geometry,"Write a short word problem about symmetry, position, or spatial relationships using sports balls. Use whole numbers only.",961
geometry,Create a short word problem about identifying or comparing basic geometric shapes in toy cars. Make it slightly challenging. Use simple vocabulary suitable for elementary students.,962
geometry,"Write a simple challenge question about symmetry, position, or spatial relationships using water bottles. Use whole numbers only.",963
geometry,Create a fill-in-the-blank question where students calculate a simple perimeter using whole-number side lengths. Use coins. Use simple vocabulary suitable for elementary students.,964
geometry,"Write a short word problem that asks about sides, vertices, or angles of a basic shape. Connect it to animals on a farm. Use simple vocabulary suitable for elementary students.",965
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in flowers. Make it easy. Add one short hint.,966
geometry,"Create a real-life classroom problem about identifying or comparing basic geometric shapes in books. Make it moderate. Ask for a written answer, not a drawing.",967
geometry,Generate a real-life classroom problem about classifying a 2D or 3D shape using simple properties. Use school supplies. Make the numbers easy to calculate mentally.,968
geometry,Create a question that asks students to explain their reasoning where students calculate a simple perimeter using whole-number side lengths. Use recycling bins. Include the correct answer.,969
geometry,Create a simple challenge question where students calculate a simple perimeter using whole-number side lengths. Use cookies. Include the correct answer.,970
geometry,Create a simple challenge question where students calculate a simple perimeter using whole-number side lengths. Use colored blocks. Make the numbers easy to calculate mentally.,971
geometry,Create a short word problem about identifying or comparing basic geometric shapes in water bottles. Make it easy. Keep the question under 45 words.,972
geometry,"Create a two-step problem where students calculate a simple perimeter using whole-number side lengths. Use flowers. Ask for a written answer, not a drawing.",973
geometry,"Create a short word problem about identifying or comparing basic geometric shapes in water bottles. Make it slightly challenging. Ask for a written answer, not a drawing.",974
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in water bottles. Make it slightly challenging. Add one short hint.,975
geometry,"Write a simple challenge question about symmetry, position, or spatial relationships using books. Use whole numbers only.",976
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in books. Make it moderate. Add one short hint.,977
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in classroom chairs. Make it very easy. Use simple vocabulary suitable for elementary students.,978
geometry,"Write a real-life classroom problem that asks about sides, vertices, or angles of a basic shape. Connect it to toy cars. Include the correct answer.",979
geometry,Generate a short word problem about classifying a 2D or 3D shape using simple properties. Use animals on a farm. Add one short hint.,980
geometry,"Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in cookies. Make it very easy. Ask for a written answer, not a drawing.",981
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in books. Make it very easy. Make the numbers easy to calculate mentally.,982
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in water bottles. Make it slightly challenging. Make the numbers easy to calculate mentally.,983
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in classroom chairs. Make it slightly challenging. Avoid decimals and negative numbers.,984
geometry,Create a two-step problem where students calculate a simple perimeter using whole-number side lengths. Use garden plants. Avoid decimals and negative numbers.,985
geometry,"Write a real-life classroom problem about symmetry, position, or spatial relationships using animals on a farm. Include the correct answer.",986
geometry,"Write a two-step problem that asks about sides, vertices, or angles of a basic shape. Connect it to marbles. Add one short hint.",987
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in garden plants. Make it very easy. Use simple vocabulary suitable for elementary students.,988
geometry,"Create a two-step problem about identifying or comparing basic geometric shapes in water bottles. Make it easy. Ask for a written answer, not a drawing.",989
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in garden plants. Make it moderate. Keep the question under 45 words.,990
geometry,"Write a fill-in-the-blank question about symmetry, position, or spatial relationships using cookies. Avoid decimals and negative numbers.",991
geometry,"Write a question that asks students to explain their reasoning that asks about sides, vertices, or angles of a basic shape. Connect it to school supplies. Keep the question under 45 words.",992
geometry,Create a fill-in-the-blank question where students calculate a simple perimeter using whole-number side lengths. Use cookies. Include the correct answer.,993
geometry,"Write a question that asks students to explain their reasoning that asks about sides, vertices, or angles of a basic shape. Connect it to bus passengers. Avoid decimals and negative numbers.",994
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in school supplies. Make it slightly challenging. Avoid decimals and negative numbers.,995
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in pencils. Make it moderate. Add one short hint.,996
geometry,"Create a two-step problem where students calculate a simple perimeter using whole-number side lengths. Use cookies. Ask for a written answer, not a drawing.",997
geometry,Create a real-life classroom problem about identifying or comparing basic geometric shapes in water bottles. Make it easy. Add one short hint.,998
geometry,"Write a simple challenge question that asks about sides, vertices, or angles of a basic shape. Connect it to fruit baskets. Use simple vocabulary suitable for elementary students.",999
geometry,Create a real-life classroom problem about identifying or comparing basic geometric shapes in coins. Make it easy. Make the numbers easy to calculate mentally.,1000
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in notebooks. Make it moderate. Use simple vocabulary suitable for elementary students.,1001
geometry,Create a short word problem about identifying or comparing basic geometric shapes in animals on a farm. Make it moderate. Use simple vocabulary suitable for elementary students.,1002
geometry,Create a true-or-false question with a brief explanation where students calculate a simple perimeter using whole-number side lengths. Use marbles. Include the correct answer.,1003
geometry,"Write a question that asks students to explain their reasoning about symmetry, position, or spatial relationships using coins. Add one short hint.",1004
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in notebooks. Make it very easy. Keep the question under 45 words.,1005
geometry,"Write a two-step problem that asks about sides, vertices, or angles of a basic shape. Connect it to water bottles. Avoid decimals and negative numbers.",1006
geometry,"Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in animals on a farm. Make it moderate. Ask for a written answer, not a drawing.",1007
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in coins. Make it easy. Use whole numbers only.,1008
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in recycling bins. Make it very easy. Include the correct answer.,1009
geometry,"Write a true-or-false question with a brief explanation about symmetry, position, or spatial relationships using flowers. Keep the question under 45 words.",1010
geometry,Create a short word problem about identifying or comparing basic geometric shapes in notebooks. Make it slightly challenging. Avoid decimals and negative numbers.,1011
geometry,Create a true-or-false question with a brief explanation about identifying or comparing basic geometric shapes in colored blocks. Make it easy. Make the numbers easy to calculate mentally.,1012
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in flowers. Make it slightly challenging. Use whole numbers only.,1013
geometry,"Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in books. Make it moderate. Ask for a written answer, not a drawing.",1014
geometry,Create a simple challenge question where students calculate a simple perimeter using whole-number side lengths. Use colored blocks. Use simple vocabulary suitable for elementary students.,1015
geometry,"Generate a simple challenge question about classifying a 2D or 3D shape using simple properties. Use stickers. Ask for a written answer, not a drawing.",1016
geometry,Create a real-life classroom problem about identifying or comparing basic geometric shapes in cookies. Make it very easy. Avoid decimals and negative numbers.,1017
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in school supplies. Make it easy. Add one short hint.,1018
geometry,Create a short word problem about identifying or comparing basic geometric shapes in stickers. Make it easy. Make the numbers easy to calculate mentally.,1019
geometry,Generate a short word problem about classifying a 2D or 3D shape using simple properties. Use stickers. Use whole numbers only.,1020
geometry,"Write a multiple-choice question with four options about symmetry, position, or spatial relationships using pencils. Use whole numbers only.",1021
geometry,Create a true-or-false question with a brief explanation about identifying or comparing basic geometric shapes in school supplies. Make it easy. Avoid decimals and negative numbers.,1022
geometry,Create a real-life classroom problem about identifying or comparing basic geometric shapes in fruit baskets. Make it very easy. Use whole numbers only.,1023
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in classroom chairs. Make it very easy. Include the correct answer.,1024
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in birthday candles. Make it moderate. Use simple vocabulary suitable for elementary students.,1025
geometry,Create a multiple-choice question with four options where students calculate a simple perimeter using whole-number side lengths. Use stickers. Use whole numbers only.,1026
geometry,Create a true-or-false question with a brief explanation where students calculate a simple perimeter using whole-number side lengths. Use colored blocks. Avoid decimals and negative numbers.,1027
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in flowers. Make it moderate. Keep the question under 45 words.,1028
geometry,Generate a true-or-false question with a brief explanation about classifying a 2D or 3D shape using simple properties. Use birthday candles. Use simple vocabulary suitable for elementary students.,1029
geometry,Generate a two-step problem about classifying a 2D or 3D shape using simple properties. Use colored blocks. Keep the question under 45 words.,1030
geometry,"Write a simple challenge question about symmetry, position, or spatial relationships using recycling bins. Include the correct answer.",1031
geometry,Create a short word problem about identifying or comparing basic geometric shapes in birthday candles. Make it slightly challenging. Add one short hint.,1032
geometry,Generate a short word problem about classifying a 2D or 3D shape using simple properties. Use animals on a farm. Keep the question under 45 words.,1033
geometry,Generate a simple challenge question about classifying a 2D or 3D shape using simple properties. Use garden plants. Include the correct answer.,1034
geometry,Create a question that asks students to explain their reasoning where students calculate a simple perimeter using whole-number side lengths. Use recycling bins. Avoid decimals and negative numbers.,1035
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in sports balls. Make it easy. Include the correct answer.,1036
geometry,Create a question that asks students to explain their reasoning where students calculate a simple perimeter using whole-number side lengths. Use sports balls. Make the numbers easy to calculate mentally.,1037
geometry,Create a fill-in-the-blank question where students calculate a simple perimeter using whole-number side lengths. Use toy cars. Avoid decimals and negative numbers.,1038
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in bus passengers. Make it moderate. Make the numbers easy to calculate mentally.,1039
geometry,"Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in school supplies. Make it moderate. Ask for a written answer, not a drawing.",1040
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in toy cars. Make it moderate. Use whole numbers only.,1041
geometry,"Write a true-or-false question with a brief explanation about symmetry, position, or spatial relationships using stickers. Add one short hint.",1042
geometry,Create a true-or-false question with a brief explanation about identifying or comparing basic geometric shapes in fruit baskets. Make it slightly challenging. Include the correct answer.,1043
geometry,"Write a simple challenge question that asks about sides, vertices, or angles of a basic shape. Connect it to toy cars. Use whole numbers only.",1044
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in notebooks. Make it moderate. Make the numbers easy to calculate mentally.,1045
geometry,"Generate a two-step problem that asks students to distinguish between triangles, quadrilaterals, circles, cubes, and rectangular prisms. Use whole numbers only.",1046
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in colored blocks. Make it slightly challenging. Avoid decimals and negative numbers.,1047
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in marbles. Make it very easy. Use whole numbers only.,1048
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in coins. Make it moderate. Use whole numbers only.,1049
geometry,Create a real-life classroom problem about identifying or comparing basic geometric shapes in recycling bins. Make it easy. Include the correct answer.,1050
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in cookies. Make it easy. Use simple vocabulary suitable for elementary students.,1051
geometry,Create a true-or-false question with a brief explanation about identifying or comparing basic geometric shapes in stickers. Make it moderate. Add one short hint.,1052
geometry,Create a fill-in-the-blank question where students calculate a simple perimeter using whole-number side lengths. Use birthday candles. Include the correct answer.,1053
geometry,Generate a simple challenge question about classifying a 2D or 3D shape using simple properties. Use animals on a farm. Keep the question under 45 words.,1054
geometry,"Write a question that asks students to explain their reasoning about symmetry, position, or spatial relationships using school supplies. Avoid decimals and negative numbers.",1055
geometry,"Write a simple challenge question about symmetry, position, or spatial relationships using colored blocks. Include the correct answer.",1056
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in toy cars. Make it slightly challenging. Make the numbers easy to calculate mentally.,1057
geometry,"Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in notebooks. Make it very easy. Ask for a written answer, not a drawing.",1058
geometry,Create a simple challenge question where students calculate a simple perimeter using whole-number side lengths. Use pencils. Use whole numbers only.,1059
geometry,"Write a fill-in-the-blank question that asks about sides, vertices, or angles of a basic shape. Connect it to stickers. Use simple vocabulary suitable for elementary students.",1060
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in birthday candles. Make it easy. Keep the question under 45 words.,1061
geometry,Create a short word problem about identifying or comparing basic geometric shapes in birthday candles. Make it very easy. Use whole numbers only.,1062
geometry,Create a two-step problem where students calculate a simple perimeter using whole-number side lengths. Use recycling bins. Avoid decimals and negative numbers.,1063
geometry,"Create a short word problem about identifying or comparing basic geometric shapes in school supplies. Make it moderate. Ask for a written answer, not a drawing.",1064
geometry,Create a short word problem where students calculate a simple perimeter using whole-number side lengths. Use sports balls. Avoid decimals and negative numbers.,1065
geometry,Create a two-step problem where students calculate a simple perimeter using whole-number side lengths. Use pencils. Use simple vocabulary suitable for elementary students.,1066
geometry,"Write a multiple-choice question with four options that asks about sides, vertices, or angles of a basic shape. Connect it to garden plants. Ask for a written answer, not a drawing.",1067
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in birthday candles. Make it slightly challenging. Keep the question under 45 words.,1068
geometry,Generate a simple challenge question about classifying a 2D or 3D shape using simple properties. Use classroom chairs. Use simple vocabulary suitable for elementary students.,1069
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in coins. Make it slightly challenging. Keep the question under 45 words.,1070
geometry,Create a real-life classroom problem where students calculate a simple perimeter using whole-number side lengths. Use flowers. Avoid decimals and negative numbers.,1071
geometry,Generate a two-step problem about classifying a 2D or 3D shape using simple properties. Use flowers. Use simple vocabulary suitable for elementary students.,1072
geometry,"Write a question that asks students to explain their reasoning that asks about sides, vertices, or angles of a basic shape. Connect it to animals on a farm. Include the correct answer.",1073
geometry,Create a short word problem about identifying or comparing basic geometric shapes in sports balls. Make it easy. Use whole numbers only.,1074
geometry,Generate a multiple-choice question with four options about classifying a 2D or 3D shape using simple properties. Use sports balls. Make the numbers easy to calculate mentally.,1075
geometry,"Write a fill-in-the-blank question about symmetry, position, or spatial relationships using marbles. Include the correct answer.",1076
geometry,"Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in fruit baskets. Make it slightly challenging. Ask for a written answer, not a drawing.",1077
geometry,"Write a multiple-choice question with four options that asks about sides, vertices, or angles of a basic shape. Connect it to water bottles. Ask for a written answer, not a drawing.",1078
geometry,Generate a simple challenge question about classifying a 2D or 3D shape using simple properties. Use cookies. Make the numbers easy to calculate mentally.,1079
geometry,"Write a short word problem about symmetry, position, or spatial relationships using birthday candles. Keep the question under 45 words.",1080
geometry,Generate a question that asks students to explain their reasoning about classifying a 2D or 3D shape using simple properties. Use books. Make the numbers easy to calculate mentally.,1081
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in recycling bins. Make it slightly challenging. Use simple vocabulary suitable for elementary students.,1082
geometry,"Write a question that asks students to explain their reasoning about symmetry, position, or spatial relationships using pencils. Avoid decimals and negative numbers.",1083
geometry,"Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in birthday candles. Make it very easy. Ask for a written answer, not a drawing.",1084
geometry,"Generate a multiple-choice question with four options that asks students to distinguish between triangles, quadrilaterals, circles, cubes, and rectangular prisms. Use simple vocabulary suitable for elementary students.",1085
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in books. Make it slightly challenging. Add one short hint.,1086
geometry,Create a real-life classroom problem about identifying or comparing basic geometric shapes in recycling bins. Make it very easy. Add one short hint.,1087
geometry,"Write a multiple-choice question with four options that asks about sides, vertices, or angles of a basic shape. Connect it to notebooks. Keep the question under 45 words.",1088
geometry,"Write a simple challenge question that asks about sides, vertices, or angles of a basic shape. Connect it to stickers. Ask for a written answer, not a drawing.",1089
geometry,"Write a two-step problem about symmetry, position, or spatial relationships using water bottles. Use whole numbers only.",1090
geometry,"Write a real-life classroom problem about symmetry, position, or spatial relationships using stickers. Ask for a written answer, not a drawing.",1091
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in fruit baskets. Make it moderate. Keep the question under 45 words.,1092
geometry,"Write a short word problem about symmetry, position, or spatial relationships using bus passengers. Keep the question under 45 words.",1093
geometry,Create a multiple-choice question with four options where students calculate a simple perimeter using whole-number side lengths. Use recycling bins. Add one short hint.,1094
geometry,Generate a question that asks students to explain their reasoning about classifying a 2D or 3D shape using simple properties. Use school supplies. Keep the question under 45 words.,1095
geometry,Create a short word problem about identifying or comparing basic geometric shapes in cookies. Make it easy. Make the numbers easy to calculate mentally.,1096
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in marbles. Make it very easy. Use simple vocabulary suitable for elementary students.,1097
geometry,Create a multiple-choice question with four options where students calculate a simple perimeter using whole-number side lengths. Use stickers. Keep the question under 45 words.,1098
geometry,"Create a real-life classroom problem where students calculate a simple perimeter using whole-number side lengths. Use school supplies. Ask for a written answer, not a drawing.",1099
geometry,Create a short word problem about identifying or comparing basic geometric shapes in stickers. Make it moderate. Use simple vocabulary suitable for elementary students.,1100
geometry,Generate a simple challenge question about classifying a 2D or 3D shape using simple properties. Use recycling bins. Make the numbers easy to calculate mentally.,1101
geometry,Create a short word problem about identifying or comparing basic geometric shapes in recycling bins. Make it very easy. Use whole numbers only.,1102
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in bus passengers. Make it easy. Include the correct answer.,1103
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in flowers. Make it very easy. Add one short hint.,1104
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in flowers. Make it very easy. Add one short hint.,1105
geometry,Create a two-step problem where students calculate a simple perimeter using whole-number side lengths. Use bus passengers. Make the numbers easy to calculate mentally.,1106
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in flowers. Make it very easy. Use simple vocabulary suitable for elementary students.,1107
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in coins. Make it easy. Include the correct answer.,1108
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in garden plants. Make it moderate. Use simple vocabulary suitable for elementary students.,1109
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in marbles. Make it easy. Use whole numbers only.,1110
geometry,"Write a real-life classroom problem that asks about sides, vertices, or angles of a basic shape. Connect it to books. Ask for a written answer, not a drawing.",1111
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in fruit baskets. Make it easy. Add one short hint.,1112
geometry,"Write a true-or-false question with a brief explanation about symmetry, position, or spatial relationships using toy cars. Avoid decimals and negative numbers.",1113
geometry,Create a true-or-false question with a brief explanation about identifying or comparing basic geometric shapes in water bottles. Make it easy. Avoid decimals and negative numbers.,1114
geometry,"Write a short word problem that asks about sides, vertices, or angles of a basic shape. Connect it to cookies. Keep the question under 45 words.",1115
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in classroom chairs. Make it very easy. Include the correct answer.,1116
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in animals on a farm. Make it easy. Make the numbers easy to calculate mentally.,1117
geometry,Create a real-life classroom problem about identifying or comparing basic geometric shapes in bus passengers. Make it easy. Avoid decimals and negative numbers.,1118
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in sports balls. Make it moderate. Make the numbers easy to calculate mentally.,1119
geometry,Create a real-life classroom problem about identifying or comparing basic geometric shapes in bus passengers. Make it easy. Make the numbers easy to calculate mentally.,1120
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in fruit baskets. Make it moderate. Add one short hint.,1121
geometry,"Write a multiple-choice question with four options that asks about sides, vertices, or angles of a basic shape. Connect it to classroom chairs. Use whole numbers only.",1122
geometry,"Write a real-life classroom problem that asks about sides, vertices, or angles of a basic shape. Connect it to marbles. Use simple vocabulary suitable for elementary students.",1123
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in flowers. Make it easy. Use whole numbers only.,1124
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in colored blocks. Make it easy. Add one short hint.,1125
geometry,Create a true-or-false question with a brief explanation about identifying or comparing basic geometric shapes in marbles. Make it slightly challenging. Add one short hint.,1126
geometry,Create a two-step problem where students calculate a simple perimeter using whole-number side lengths. Use coins. Use whole numbers only.,1127
geometry,Generate a true-or-false question with a brief explanation about classifying a 2D or 3D shape using simple properties. Use animals on a farm. Use simple vocabulary suitable for elementary students.,1128
geometry,"Create a two-step problem about identifying or comparing basic geometric shapes in bus passengers. Make it easy. Ask for a written answer, not a drawing.",1129
geometry,Create a short word problem about identifying or comparing basic geometric shapes in cookies. Make it easy. Use simple vocabulary suitable for elementary students.,1130
geometry,Create a true-or-false question with a brief explanation about identifying or comparing basic geometric shapes in notebooks. Make it moderate. Avoid decimals and negative numbers.,1131
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in books. Make it very easy. Use simple vocabulary suitable for elementary students.,1132
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in sports balls. Make it easy. Keep the question under 45 words.,1133
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in animals on a farm. Make it slightly challenging. Include the correct answer.,1134
geometry,"Write a short word problem about symmetry, position, or spatial relationships using cookies. Avoid decimals and negative numbers.",1135
geometry,Generate a short word problem about classifying a 2D or 3D shape using simple properties. Use school supplies. Add one short hint.,1136
geometry,Generate a short word problem about classifying a 2D or 3D shape using simple properties. Use animals on a farm. Use whole numbers only.,1137
geometry,"Write a question that asks students to explain their reasoning about symmetry, position, or spatial relationships using classroom chairs. Ask for a written answer, not a drawing.",1138
geometry,Create a short word problem about identifying or comparing basic geometric shapes in classroom chairs. Make it slightly challenging. Make the numbers easy to calculate mentally.,1139
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in recycling bins. Make it very easy. Avoid decimals and negative numbers.,1140
geometry,Create a real-life classroom problem about identifying or comparing basic geometric shapes in pencils. Make it slightly challenging. Keep the question under 45 words.,1141
geometry,Create a real-life classroom problem about identifying or comparing basic geometric shapes in classroom chairs. Make it easy. Add one short hint.,1142
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in classroom chairs. Make it easy. Use simple vocabulary suitable for elementary students.,1143
geometry,Generate a fill-in-the-blank question about classifying a 2D or 3D shape using simple properties. Use pencils. Add one short hint.,1144
geometry,"Write a simple challenge question that asks about sides, vertices, or angles of a basic shape. Connect it to colored blocks. Add one short hint.",1145
