prompt,response_1,calificacion_response_1,response_2,calificacion_response_2,response_3,calificacion_response_3,response_4,calificacion_response_4
"Generate one basic question about hours and minutes for a young math learner in the context of a school cafeteria, using quarter hours. Use familiar vocabulary. Return one question only, written as plain text.","assistant

What is the time in 3 hours and 45 minutes?",1,"assistant

What is the time in the 3:15 PM hour?",2,"assistant

What is the time in 45 minutes past 2 o'clock?",3,"assistant

What is the time in 45 minutes past 2 o'clock?",4
"Make one moderate question about hours and minutes for a primary school student in the context of a birthday party, using quarter hours. Use whole numbers only. Return only the question in plain text, with no answer or explanation.","assistant

What time is the party at 3:15?",1,"assistant

What time is the party at 2:45?",2,"assistant

What time is the party?",3,"assistant

What time will it be 2 hours and 45 minutes after 9:00 AM?",4
"Create one moderate division word problem for a primary school student in the context of a family picnic, using a simple sharing situation. Make the situation realistic. Output only the question in text form, without hints or an answer.","assistant

Tom has 15 cookies to share with his family at the picnic. He wants to give 3 cookies to his sister, Emily, and 2 cookies to his brother, Jack. How many cookies will Tom have left after sharing with Emily and Jack?",4,"assistant

Tom has 18 cookies to share with his family members at the picnic. He wants to put them into bags of 6 cookies each. How many bags can he make?",3,"assistant

Tom has 18 cookies to share with his family at the picnic. He wants to put them in bags of 6 cookies each. How many bags can he make?",1,"assistant

Tom has 18 cookies to share with his family at the picnic. He wants to put them in bags of 6 cookies each. How many bags can Tom make?",2
"Create a single basic subtraction word problem for an upper elementary student in the context of a birthday party, using numbers up to 20. Use one direct question at the end. Return one question only, written as plain text.","assistant

Tommy has 15 pencils in his pencil case. His friend gives him 7 more pencils. How many pencils does Tommy have now?

15 + 7 = ?",3,"assistant

Tommy has 15 pencils in his pencil case. His friend gives him 7 more pencils for his birthday. How many pencils does Tommy have now?

Answer: 22",2,"assistant

Tom has 15 pencils in his pencil case. His friend gives him 7 more pencils. How many pencils does Tom have now?

15 + 7 = ?",4,"assistant

Tommy has 15 pencils in his pencil case. He gives 7 pencils to his friend Emma. How many pencils does Tommy have left?

Answer: 8",1
"Write one basic question comparing two whole numbers for a young math learner in the context of a bus trip, using numbers up to 100. Use whole numbers only. Return only the question in plain text, with no answer or explanation.","assistant

What is the difference between 25 and 75?",1,"assistant

What is the difference between 25 and 75?",2,"assistant

What is the difference between 25 and 75?",3,"assistant

What is the difference between 25 and 75?",4
"Prepare a single slightly challenging question asking how much more one group has for an elementary student in the context of a sports day, using numbers up to 100. Make the situation realistic. Use plain text only and provide no solution or explanation.","assistant

How many more pencils do you have than your friend in the class than in the school playground?",3,"assistant

How many more pencils do the students in the math class have than the students in the English class?",4,"assistant

How many more pencils have you got for your school sports day compared to your friend who has 50 pencils?",2,"assistant

How many more pencils do you have for the school's sports day quiz competition compared to the school's sports day essay writing competition?",1
"Create a single simple question asking how many groups can be formed for an upper elementary student in the context of a family picnic, using a dividend below 100. Make all needed information explicit. Return one question only, written as plain text.","assistant

How many groups can be formed for an upper elementary student using 6 people as the number of people in each group?",4,"assistant

How many groups of 4 can be formed from 8 students for a family picnic?",1,"assistant

How many groups can be formed for an upper elementary student in a family picnic if the number of family members is 10 and the maximum number of people per group is 5?",2,"assistant

How many groups of 5 can be formed from 10 students for a family picnic?",3
"Create a single basic question about reading a written clock time for a student learning basic mathematics in the context of a music class, using quarter hours. Use whole numbers only. Output only the question in text form, without hints or an answer.","assistant

What is the time in the quarter hour format if 3:15 is 15 minutes after 12:00?",1,"assistant

What is the time in 3 o'clock and 15 minutes?",3,"assistant

What is the time in 3 quarter hours?",4,"assistant

What is the time in 3 quarter hours after 9 o'clock?",2
"Create a single easy question about making equal groups for a student learning basic mathematics in the context of a bus trip, using divisors from 2 to 5. Use one direct question at the end. Return only the question in plain text, with no answer or explanation.","assistant

What numbers from 2 to 5 can be divided evenly into groups of 3?",1,"assistant

What are the factors of 12?",2,"assistant

What are the divisors of 12?",3,"assistant

What are the divisors of 12?",4
"Create a single easy mixed-skills mathematics challenge for a young learner ready for a challenge in the context of a science fair, without requiring a drawing. Make all needed information explicit. Use plain text only and provide no solution or explanation.","assistant

**Mathematical Challenge:**

**Problem:** A rectangular garden measures 15 meters by 8 meters. A path 2 meters wide is built around the garden, and a fence is constructed around the path. The total length of the fence is 120 meters. What is the perimeter of the garden with the path and the fence?

**Given:**

- Garden dimensions: length = 15 meters, width = 8 meters
- Path width: 2 meters
- Fence length: 120 meters

**Task:** Calculate the perimeter of the garden with the path and the fence.",2,"assistant

**Math Challenge:**

**Problem:** 

A rectangular garden has a length of 15 meters and a width of 8 meters. If the garden is divided into 5 equal rectangular sections, what is the area of each section?

**Instructions:**

1. Divide the length of the garden by 5.
2. Divide the width of the garden by 5.
3. Multiply the results from steps 1 and 2.
4. Calculate the area of each section by multiplying the result from step 3 by the area of the original garden.

**Solution:**

1. Divide the length of the garden by 5: 15 / 5 = 3
2. Divide the width of the garden by 5: 8 / 5 = 1.6
3. Multiply the results from steps 1 and 2: 3 * 1.6 = 4.8
4. Calculate the area of each section: ",3,"assistant

**Mathematical Challenge:**

**Problem:** 

A rectangular garden has a length of 15 meters and a width of 8 meters. If the garden is divided into 5 equal parts, how many square meters of each part will be used for a flowerbed?

**Instructions:**

1. Divide the length of the garden by 5.
2. Divide the width of the garden by 5.
3. Multiply the results of steps 1 and 2.
4. Write the result as a mixed number.

**Example:**

Length: 15 meters
Width: 8 meters

Step 1: 15 ÷ 5 = 3
Step 2: 8 ÷ 5 = 1.6
Step 3: 3 × 1.6 = 4.8

Write the result as a mixed number: 4 3/5",1,"assistant

**Mathematical Challenge:**

**Problem:**

A rectangular garden has a length of 15 meters and a width of 8 meters. The garden is divided into 5 equal sections, and each section has a rectangular shape with a length of 4 meters and a width of 2 meters. If the total area of the garden is 320 square meters, what is the area of each section?

**Task:**

Use the given information to calculate the area of each section and write a short paragraph explaining your solution.

**Constraints:**

* You can use the formula for the area of a rectangle: A = length x width
* You can only use basic arithmetic operations (+, -, x, /)
* You can use variables to represent the unknowns (e.g. x for the area of each section)

**Submission Guidelines:**

* Write your answer in a short paragraph (approx. 50-75 words)
* Use the formula A = length x",4
"Create one basic question about an equivalent ratio for a young learner ready for a challenge in the context of a camping trip, using small whole numbers. Use familiar vocabulary. Use plain text only and provide no solution or explanation.","assistant

What is the ratio of 3 to 6 when 9 is divided by 3?",1,"assistant

What is the ratio of the number of tents to the number of people in a group of 8 campers?",2,"assistant

What is the ratio of the number of marshmallows to the number of s'mores in a campfire?",4,"assistant

What is the ratio of the number of marshmallows to the number of marshmallow popsicles in a campsite?",3
"Write one moderate question that uses subtraction followed by addition for a student learning basic mathematics in the context of a family picnic, with one clear final question. Use one direct question at the end. Give only the question as plain text. Do not include the solution.","assistant

What is 15 - 7 + 2?",4,"assistant

What is the total cost of the food for the picnic, if the family spent $120 on sandwiches, chips, and drinks, and the cost of the sandwiches was $30, the cost of the chips was $20, and the cost of the drinks was $40?",3,"assistant

What is the total amount of food left after 8 family members eat 24 sandwiches at the picnic?",2,"assistant

What is the total amount of food left after the family picnic if they ate 15 sandwiches, 20 cookies, and 12 pieces of fruit?",1
"Create a single slightly challenging word problem that can be solved with one equation for a primary school student learning advanced topics in the context of a science fair, using addition. Keep the question concise. Return one question only, written as plain text.","assistant

""Tom has 15 boxes of pencils, and each box contains 8 pencils. How many pencils does Tom have in total?""",1,"assistant

What is the volume of a rectangular prism with a length of 5 cm, width of 3 cm, and a height of 2 cm, if it has a volume of 120 cm³?",3,"assistant

What is the volume of a rectangular prism with a length of 5 cm, a width of 3 cm, and a height of 2 cm, if it has a volume of 150 cubic centimeters?",4,"assistant

""Tom has 15 boxes of pencils, and each box contains 8 pencils. If he wants to pack 3 boxes of pencils into a carton, how many pencils will he have in total?""",2
"Create one simple mixed-operation problem with addition and subtraction for a young math learner in the context of a classroom, with one clear final question. Use one direct question at the end. Use plain text only and provide no solution or explanation.","assistant

**Problem:**

Tom has 15 pencils in his pencil case. He gives 3 pencils to his friend Emma. How many pencils does Tom have left?

**Answer:** 12",1,"assistant

5 + 2 - 1
= ?",3,"assistant

5 + 2 - 3
6 - 1",4,"assistant

**Math Practice Time**

You have 15 pencils in your pencil case. Your friend gives you 7 more pencils. How many pencils do you have now?

15 + 7 = ?",2
"Write a single moderate question about taking away for an upper elementary student in the context of a sports day, with simple borrowing. Make the situation realistic. Use plain text only and provide no solution or explanation.","assistant

What do you think would happen if you borrowed a book from the school library and the librarian said you couldn't take it home with you?",3,"assistant

What do you think the coach will do if you borrow your favorite sports equipment without asking?",4,"assistant

What do you think the coach will do if you borrow your favorite sports equipment for the school sports day without asking?",1,"assistant

What do you think is the most important thing to borrow from your friends for sports day?",2
"Write one basic question about the greatest common factor for an upper elementary student in the context of a toy store, using an equal-packaging situation. Use familiar vocabulary. Give only the question as plain text. Do not include the solution.","assistant

What is the greatest common factor of 12 boxes of crayons and 8 boxes of markers?",1,"assistant

What is the greatest common factor of two identical packs of crayons?",3,"assistant

What is the greatest common factor of two identical packs of crayons?",4,"assistant

What is the greatest common factor of 6 packs of crayons and 8 packs of stickers?",2
"Generate a single moderate question asking how many groups can be formed for a primary school student in the context of a community park, using a dividend below 50. Use whole numbers only. Return only the question in plain text, with no answer or explanation.","assistant

How many groups can be formed for a primary school student in a community park?",2,"assistant

How many groups can be formed for a primary school student in a community park?",3,"assistant

How many groups can be formed for a primary school student in a community park using a dividend of 25?",1,"assistant

How many groups can be formed for a primary school student in a community park?",4
"Write one slightly challenging one-step algebra question for a primary school student learning advanced topics in the context of a beach visit, using addition. Make all needed information explicit. Return one question only, written as plain text.","assistant

Tom and his friend Emma went to the beach and collected seashells from the shore. Tom collected 15 seashells and Emma collected 8 seashells. If they collected a total of 23 seashells, how many seashells did Tom and Emma collect together?",4,"assistant

Tommy and his friends went to the beach and bought 15 buckets of water. They had 8 buckets of water in their beach bags. How many buckets of water did Tommy and his friends have in total?",3,"assistant

Tommy and his friends went to the beach and collected seashells. They found 15 shells on the beach and 8 more shells in the tide pool. How many shells did Tommy and his friends collect in total?",1,"assistant

Tom and his friends went to the beach and collected 15 seashells from the shore. They found 8 more shells on the beach while they were there. How many seashells did Tom and his friends collect in total?",2
"Create a single easy simple number-pattern question for a primary school student learning advanced topics in the context of a camping trip, using addition. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","assistant

What is 5 + 2?",4,"assistant

What is the sum of 25 + 18?",2,"assistant

What is the sum of 5 + 2 + 1?",1,"assistant

What is the next number in the pattern: 2, 5, 8, 11, 14, ?",3
"Create one simple question asking for a part-to-part ratio for a primary school student learning advanced topics in the context of a sports day, using numbers below 10. Make all needed information explicit. Return one question only, written as plain text.","assistant

What is the ratio of the number of points scored by the basketball team in the first game to the number of points scored by the basketball team in the second game?",3,"assistant

What is the ratio of the number of points scored by the team with the most goals to the number of goals scored by the team with the fewest goals in the sports day competition?",1,"assistant

What is the ratio of the number of students in the school's basketball team to the number of students in the school's soccer team?",2,"assistant

What is the ratio of the number of points scored by the basketball team in the first quarter to the number of points scored by the basketball team in the second quarter?",4
"Write one slightly challenging mixed-operation problem with addition and subtraction for an elementary student in the context of a camping trip, using three quantities. Make all needed information explicit. Use plain text only and provide no solution or explanation.","assistant

Tom, Alex, and Ben are on a camping trip. They have the following quantities:

- Tom has 15 marshmallows.
- Alex has 8 marshmallows.
- Ben has 20 marshmallows.

Tom gives 5 marshmallows to Alex. How many marshmallows does Alex have now?
 
- Ben gives 10 marshmallows to Tom.
- Tom gives 8 marshmallows to Ben.
- Ben gives 12 marshmallows to Alex.

How many marshmallows does Alex have now?",3,"assistant

Tom, Alex, and Ben are on a camping trip. They have the following quantities:

- Tom has 15 marshmallows.
- Alex has 25 sticks.
- Ben has 18 pinecones.

They decide to trade some items. Tom gives 8 pinecones to Alex. How many pinecones does Alex have now?
 
- 25 - 8 = ?",4,"assistant

Tom and Alex are planning a camping trip. They have the following quantities:

- Tom's backpack contains 15 bags of marshmallows.
- Alex's backpack contains 8 bags of marshmallows.
- Tom has 22 marshmallows to give to his friend.
- Alex has 5 bags of marshmallows to share with his family.

What is the total number of marshmallows Tom and Alex have to give to their friend and share with their family?",1,"assistant

Tom, Alex, and Ben are going on a camping trip. They have the following quantities:

- Tom has 15 marshmallows.
- Alex has 8 marshmallows.
- Ben has 12 marshmallows.

They decide to share the marshmallows equally among themselves. How many marshmallows will each person get?

- Tom: 15
- Alex: 8
- Ben: 12",2
"Prepare one moderate question asking how much more one group has for a student learning basic mathematics in the context of a school cafeteria, using numbers up to 20. Use one direct question at the end. Return only the question in plain text, with no answer or explanation.","assistant

How much more money does a student have for a meal in the cafeteria compared to the school's budget?",2,"assistant

How much more money does a student have for a student learning basic mathematics in the context of a school cafeteria compared to a student learning a different subject?",3,"assistant

How much more money does a student have for a meal in the cafeteria compared to the average student in the school?",1,"assistant

How much more does a student have for a math lesson if they have 15 cookies and 8 groups of 3 cookies each?",4
"Create a single simple question about the greatest common factor for a young learner ready for a challenge in the context of a fruit shop, using numbers below 50. Keep the question concise. Use plain text only and provide no solution or explanation.","assistant

What is the greatest common factor of 12 and 18?",1,"assistant

What is the greatest common factor of 12 and 18?",2,"assistant

What is the greatest common factor of 12 and 18?",3,"assistant

What is the greatest common factor of 12 and 18?",4
"Make one easy two-step addition and subtraction word problem for a primary school student in the context of a community park, using two-digit numbers. Make all needed information explicit. Return one question only, written as plain text.","assistant

Tom has 14 pencils in his pencil case. His friend gives him 25 more pencils. How many pencils does Tom have now?",1,"assistant

Tom has 14 pencils in his pencil case. He gives 7 pencils to his friend Emma. How many pencils does Tom have left?",4,"assistant

Tom has 15 pencils in his pencil case. His friend gives him 27 more pencils. How many pencils does Tom have now?",2,"assistant

Tom has 14 pencils in his pencil case. His friend gives him 25 more pencils. How many pencils does Tom have now?",3
"Prepare one simple question comparing two groups with a ratio for a young learner ready for a challenge in the context of a playground, using a clear part-to-part comparison. Use whole numbers only. Use plain text only and provide no solution or explanation.","assistant

Group A: 3
Group B: 4",1,"assistant

Group A: 8
Group B: 12",2,"assistant

Group A: 8
Group B: 12",3,"assistant

Group A: 3
Group B: 5",4
"Prepare a single basic missing-number equation for a primary school student learning advanced topics in the context of a fruit shop, using addition. Keep the question concise. Give only the question as plain text. Do not include the solution.","assistant

What is the number that is missing from the following equation: 2 + 5 + 1 + 4 = ?",1,"assistant

What is the number that is missing in the following equation: 2 + 5 + 1 + 3 = ?",2,"assistant

What is the number that is missing in the following equation: 2 + 5 + 1 + 3 = ?",3,"assistant

What is the number that is missing in the sequence: 2, 5, 8, 11, 14, ?",4
"Write one easy question that uses addition followed by subtraction for an upper elementary student in the context of a birthday party, using three quantities. Use one direct question at the end. Use plain text only and provide no solution or explanation.","assistant

What is 5 + 2 - 1?",1,"assistant

What is 5 + 2 + 1?",2,"assistant

1. Tom has 15 pencils in his pencil case. He gives 5 to his friend. How many pencils does Tom have left? 
2. Sarah has 8 crayons in her box. She gives 3 crayons to her sister. How many crayons does Sarah have left? 
3. Ben has 12 stickers in his sticker book. He gives 2 stickers to his brother. How many stickers does Ben have left?",3,"assistant

1. Tom has 15 pencils in his pencil case. He gives 7 pencils to his friend. How many pencils does Tom have left?
2. Sarah has 25 crayons in her box. She gives 8 crayons to her sister. How many crayons does Sarah have left?
3. Ben has 18 stickers in his collection. He gives 5 stickers to his brother. How many stickers does Ben have left?",4
"Prepare one moderate question about the greatest common divisor for a primary school student learning advanced topics in the context of a school cafeteria, using numbers below 50. Make all needed information explicit. Return one question only, written as plain text.","assistant

Here's a question for a primary school student learning about the greatest common divisor (GCD) in the context of a school cafeteria:

What is the greatest common divisor of 12, 18, and 24?",3,"assistant

Here's a question for a primary school student learning about the greatest common divisor (GCD) in the context of a school cafeteria:

What is the greatest common divisor of 12, 18, and 24?",4,"assistant

Here's a question for a primary school student learning about the greatest common divisor (GCD) in the context of a school cafeteria:

What is the greatest common divisor of 12 and 18?",1,"assistant

Here's a question for a primary school student learning about the greatest common divisor (GCD) in the context of a school cafeteria:

What is the greatest common divisor of 12 and 18?",2
"Generate one slightly challenging question about finding a total and then what remains for a young math learner in the context of a community park, with exactly two operations. Make all needed information explicit. Use plain text only and provide no solution or explanation.","assistant

Find the total and what remains for a 3x3 grid of 9 squares, where each square can be filled with a number from 1 to 9.",4,"assistant

What is the total of 12 + 25 - 8 for a group of 5 people, and what remains for 3 children playing with a ball?",1,"assistant

What is the total of 25 + 17 - 8 + 12 - 3?",2,"assistant

Find the total and what remains for a group of 12 children playing with 24 balls in a community park if they give 8 balls to 4 children and 4 balls to 2 children.",3
"Prepare one slightly challenging ratio word problem for a young learner ready for a challenge in the context of a book fair, with a ratio that can be simplified. Keep the question concise. Output only the question in text form, without hints or an answer.","assistant

A book fair has 15 boxes of books with 8 books in each box. If 3 boxes are chosen at random, what is the probability that the 3 chosen books will have a total of 5 books?",4,"assistant

A book fair has 480 books on display. The ratio of fiction books to non-fiction books is 3:5. How many non-fiction books are on display?",1,"assistant

A book fair has 15 boxes of books with 3 books in each box. How many books are there in total?",2,"assistant

A book fair has 240 books on display. If 3/5 of the books are fiction and 2/5 of the books are non-fiction, how many books are non-fiction?",3
"Write a single easy question about equal sharing for an elementary student in the context of a birthday party, using a dividend below 100. Use one direct question at the end. Return one question only, written as plain text.","assistant

What is the best way to share toys equally among 8 friends at a birthday party?",1,"assistant

What is the best way to share a birthday cake equally among 8 friends?",2,"assistant

What percentage of the party treats should be chocolate cake?",4,"assistant

What percentage of the party money should be given to the birthday boy/girl?",3
"Write one slightly challenging challenging multi-step math word problem for a primary school student learning advanced topics in the context of a music class, combining subtraction and division. Avoid unnecessary details. Return one question only, written as plain text.","assistant

A music teacher has 18 boxes of sheet music to distribute to 6 classrooms. Each classroom needs 3 boxes of sheet music. How many boxes of sheet music will the teacher have left after distributing them to the 6 classrooms?",1,"assistant

A music teacher has 18 students in her class and 3 extra students are coming to join. How many students will be in the class after the new students arrive?",3,"assistant

A music teacher has 48 instruments in her music room, and she wants to put them into boxes of 8 instruments each. How many boxes can she fill with the instruments?",4,"assistant

A music teacher has 18 boxes of sheet music to pack into bags for a school concert. Each bag can hold 3 sheets of music. If the teacher has 5 bags to fill, how many sheets of music will be left over after packing them?",2
"Create a single simple question about area for an elementary student in the context of a bakery, about identifying a shape. Use whole numbers only. Use plain text only and provide no solution or explanation.","assistant

What is a rectangle?",1,"assistant

What is a rectangle?",2,"assistant

What is a rectangle?",3,"assistant

What is a rectangle?",4
"Prepare a single simple question about reading a written clock time for a student learning basic mathematics in the context of a toy store, using quarter hours. Keep the question concise. Output only the question in text form, without hints or an answer.","assistant

What is the time on the clock if 3 o'clock is 15 minutes past 9 o'clock?",1,"assistant

What is the time on the clock if it reads 3:15?",4,"assistant

What is the time on the clock when it is 3:15 in the afternoon?",2,"assistant

What is the time on the clock when it is 3:15 in the afternoon?",3
"Write one easy missing-number equation for a young learner ready for a challenge in the context of a community park, using subtraction. Use one direct question at the end. Return only the question in plain text, with no answer or explanation.","assistant

What number is missing in the sequence: 2, 5, 8, 11, 14, ?",1,"assistant

What is 15 - 8?",4,"assistant

What number is missing from the sequence: 2, 5, 8, 11, 14, ?",2,"assistant

What number is missing from the following equation: 24 - 17 - 5 = ?",3
"Generate one basic question about equal sharing for a young math learner in the context of a fruit shop, using a dividend below 50. Use familiar vocabulary. Return one question only, written as plain text.","assistant

What is the equal share of the 25 apples that will be divided among 5 friends?",4,"assistant

What percentage of the total amount of apples in the fruit shop are sold as a dividend?",1,"assistant

What is the best way to share a basket of apples equally among 5 friends?",3,"assistant

What percentage of the total cost of a basket of apples is the cost of 5 apples?",2
"Write a single slightly challenging question about sides and vertices for a young math learner in the context of a playground, using triangles and quadrilaterals. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","assistant

What is the name of the shape that has four sides and four right angles, and is also a type of quadrilateral?",2,"assistant

What is the sum of the interior angles of a quadrilateral if it has two pairs of opposite angles that add up to 180 degrees?",1,"assistant

What is the name of the shape that has four sides and four right angles, and is also a type of quadrilateral?",3,"assistant

What is the name of the shape that has four sides and four right angles, and is also a type of quadrilateral?",4
"Make one simple short difference problem for a student learning basic mathematics in the context of a book fair, using two-digit numbers. Keep the question concise. Return one question only, written as plain text.","assistant

What is the difference between 14 and 25?",1,"assistant

What is the difference between 24 and 14?",2,"assistant

What is the difference between 14 and 24?",3,"assistant

What is the difference between 14 and 25?",4
"Prepare a single slightly challenging question about the greatest common factor for a primary school student learning advanced topics in the context of a fruit shop, using an equal-packaging situation. Keep the question concise. Give only the question as plain text. Do not include the solution.","assistant

What is the greatest common factor of 3 apples and 5 oranges when they are packed in equal-sized boxes, and 2 bananas and 4 grapes when they are packed in equal-sized boxes?",1,"assistant

What is the greatest common factor of 3 apples, 4 pears, and 2 oranges when they are packed in equal-sized boxes?",4,"assistant

What is the greatest common factor of 3 apples, 2 pears, and 4 oranges, assuming they are sold in equal packs of 5 each?",2,"assistant

What is the greatest common factor of 3 apples, 4 pears, and 2 oranges when they are packed in equal-sized boxes of 6 each?",3
"Create a single simple question about hours and minutes for an elementary student in the context of a classroom, using half hours. Use one direct question at the end. Return one question only, written as plain text.","assistant

What is the time in hours and minutes for 2:30 PM?",3,"assistant

What is the time in the afternoon when the students will be having recess?",1,"assistant

What is the time on the clock when 2:30 PM is 2 hours and 30 minutes from 12:00 PM?",2,"assistant

What is the time in hours and minutes for 2:30 PM?",4
"Generate a single simple mixed-operation problem with addition and subtraction for an elementary student in the context of a beach visit, with exactly two operations. Use whole numbers only. Give only the question as plain text. Do not include the solution.","assistant

Tom and his friends went to the beach and collected seashells. Tom found 15 shells on the beach. He gave 8 shells to his friend Emma. How many shells did Tom have left?",4,"assistant

Tommy and his friends went to the beach and collected 5 seashells. They found 8 more shells on the beach. If they want to put the shells in their bucket, how many seashells will they have in total?",2,"assistant

Tommy and his friend have 15 seashells in their bucket. They find 7 more seashells on the beach. How many seashells do they have now?",3,"assistant

Tom and his friends went to the beach and collected 5 seashells. They found 2 more shells on the beach. If they have 8 shells left, how many shells did Tom and his friends collect in total?",1
"Generate a single basic question about the least common multiple for a primary school student learning advanced topics in the context of a birthday party, using numbers below 15. Use familiar vocabulary. Output only the question in text form, without hints or an answer.","assistant

What is the least common multiple of 6 and 9?",3,"assistant

What is the least common multiple of 6, 9, and 12?",1,"assistant

What is the least common multiple of 6 and 9?",4,"assistant

What is the least common multiple of 6, 9, and 12?",2
"Prepare one basic question requiring the GCD of two numbers for an upper elementary student in the context of a pet shelter, using an equal-row situation. Use whole numbers only. Output only the question in text form, without hints or an answer.","assistant

What is the greatest common divisor of 18 and 24?",1,"assistant

What is the greatest common divisor of 24 and 36?",2,"assistant

What is the greatest common divisor of 24 and 36?",3,"assistant

What is the greatest common divisor of 48 and 18?",4
"Create a single moderate short multiplication fact problem for an elementary student in the context of a beach visit, using facts from 2 to 10. Use one direct question at the end. Return only the question in plain text, with no answer or explanation.","assistant

What is 3 x 6?",1,"assistant

What is 3 x 9?",2,"assistant

What is 3 x 9?",3,"assistant

What is 5 x 9?",4
"Prepare a single basic logic-based elementary math question for a young learner ready for a challenge in the context of a community park, with one piece of extra information. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation.","assistant

A group of 15 children are going on a picnic in the park.  If 3 children are going to sit on a bench, and 2 more children are going to sit on a swing, how many children will be sitting on the bench and the swing?",2,"assistant

A group of 5 friends want to share some cookies equally. If they have 18 cookies in total and 3 friends want to take some, how many cookies will each friend get?",3,"assistant

A group of kids are playing a game of tag in the park. 6 kids are playing tag. 2 kids are hiding. How many kids are hiding?",1,"assistant

A group of 5 friends want to share some candy equally. If they have 18 pieces of candy and there are 3 friends, how many pieces of candy will each friend get?",4
"Prepare a single basic simple number-pattern question for a young learner ready for a challenge in the context of a fruit shop, using addition. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","assistant

What is the sum of 5 apples and 8 pears?",1,"assistant

What is the number that comes next in the pattern: 2, 5, 8, 11, 14, ___?",2,"assistant

What is the number that comes next in the pattern: 2, 5, 8, 11, 14, ?",3,"assistant

What is 2 + 1?",4
"Generate one simple question about a daily schedule for a young math learner in the context of a beach visit, using a morning activity. Use whole numbers only. Output only the question in text form, without hints or an answer.","assistant

What is the total number of hours that a young math learner spends on a morning activity at the beach, if they spend 30 minutes reading a book, 45 minutes playing with seashells, and 60 minutes building sandcastles?",1,"assistant

What is the total number of hours spent walking along the beach during a 3-hour morning walk?",2,"assistant

What is the total number of hours spent on the morning activity of building sandcastles on the beach?",3,"assistant

What is the total number of hours spent walking along the beach during a 4-hour morning walk?",4
"Prepare one easy missing-number equation for an upper elementary student in the context of a bakery, using addition. Avoid unnecessary details. Return one question only, written as plain text.","assistant

Tommy has 15 boxes of cookies in his bakery. He gives 3 boxes to his friend Emma. How many boxes of cookies does Tommy have left?",2,"assistant

Tommy has 15 boxes of cookies to package for a bake sale. He wants to put 3 cookies in each box. How many boxes will he need to package the cookies?",1,"assistant

Tommy has 15 cupcakes in a box. He gives 3 to his friend. How many cupcakes does Tommy have left?",4,"assistant

Tommy has 15 boxes of cookies to package for a bake sale. He gives 3 boxes to his friend Emma. How many boxes of cookies does Tommy have left to package?",3
"Prepare a single slightly challenging simple GCD word problem for a young learner ready for a challenge in the context of a pet shelter, with a GCD greater than one. Use one direct question at the end. Give only the question as plain text. Do not include the solution.","assistant

A pet shelter has a collection of cats and dogs. The number of cats is 15 and the number of dogs is 20. What is the greatest common divisor (GCD) of 15 and 20?",1,"assistant

A pet shelter has 15 dogs and 20 cats. If the shelter manager wants to pair dogs and cats together in a way that the GCD of the number of dogs and cats is 5, how many pairs can be made?",3,"assistant

A pet shelter has 15 dogs and 20 cats. How many dogs and cats must be kept together in the shelter to ensure that the number of dogs and cats is divisible by 5?",4,"assistant

A pet shelter has 15 dogs and 20 cats. How many dogs and cats must be kept together in the same room to ensure that the GCD of the number of dogs and cats is greater than 10?",2
"Create one simple question using repeated addition for a primary school student in the context of a school library, using three equal groups. Use whole numbers only. Give only the question as plain text. Do not include the solution.","assistant

What is the sum of 5 + 8 + 2?",1,"assistant

What is the sum of 4 + 2 + 1?",2,"assistant

What is the sum of 5 + 8 + 2?",3,"assistant

What is the sum of 5 + 2 + 8?",4
"Make a single moderate simple GCD word problem for a young learner ready for a challenge in the context of a pet shelter, with a GCD greater than one. Use familiar vocabulary. Use plain text only and provide no solution or explanation.","assistant

A pet shelter has 15 dogs and 20 cats. What is the greatest common divisor (GCD) of the number of dogs and cats?",1,"assistant

A pet shelter has 15 dogs and 20 cats. The number of dogs is 5 more than the number of cats. What is the greatest common divisor of 15 and 20?",4,"assistant

A pet shelter has 15 dogs and 20 cats. What is the greatest common divisor (GCD) of the number of dogs and cats?",2,"assistant

A pet shelter has 15 dogs and 20 cats. What is the greatest common divisor of 15 and 20?",3
"Make one moderate question about making equal groups for a young math learner in the context of a farm, with a small remainder. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","assistant

Here's a question for a young math learner:

What do you think will happen if you have 15 chickens and you want to put them into groups of 5?",2,"assistant

Here's a question for a young math learner:

What do you think will happen if you have 18 baskets of apples and you want to put them into groups of 6?",4,"assistant

Here's a question for a young math learner:

What is the next step to make 15 groups of 3 from 5?",3,"assistant

Here's a question for a young math learner:

What is the next step to make 12 groups of 4 animals, with 2 left over?",1
"Generate a single easy question that uses addition followed by subtraction for an elementary student in the context of a farm, with simple regrouping. Use one direct question at the end. Give only the question as plain text. Do not include the solution.","assistant

What is 15 + 7 - 3?",4,"assistant

What is 5 groups of 3 apples plus 2 groups of 4 apples?",1,"assistant

What is 5 groups of 3 apples plus 2 groups of 4 pears?",2,"assistant

What is 15 apples + 7 apples - 3 apples?",3
