"Category folder (optional)","Category code","Question title","Question text","Question Type","Tolerance (for Numerical Questions)","Question answer value 1 (for all questions)","Question matching value (for Matching Questions) 1","Percentage Correct (for Multiple Choice questions) 1",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/wumnrf.png"" > ","Numerical Question","2","42",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/espldu.png"" > ","Numerical Question","2","3",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/mrzldg.png"" > ","Numerical Question","2","-30",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/svsbwv.png"" > ","Numerical Question","2","16",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/pxfwng.png"" > ","Numerical Question","2","48",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/jskvjq.png"" > ","Numerical Question","2","-8",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/vajgfp.png"" > ","Numerical Question","2","-19",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/tztfzh.png"" > ","Numerical Question","2","20",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/wsffcg.png"" > ","Numerical Question","2","46",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/fjiljn.png"" > ","Numerical Question","2","6",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/yliftl.png"" > ","Numerical Question","2","-21",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/gbkjff.png"" > ","Numerical Question","2","30",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/tguzjo.png"" > ","Numerical Question","2","-15",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/bogdur.png"" > ","Numerical Question","2","31",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/vntcrd.png"" > ","Numerical Question","2","4",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/eebofs.png"" > ","Numerical Question","2","16",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/vqzjsk.png"" > ","Numerical Question","2","-10",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/cmroid.png"" > ","Numerical Question","2","54",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/drukdn.png"" > ","Numerical Question","2","14",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/kytmrl.png"" > ","Numerical Question","2","46",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/yqrgbo.png"" > ","Numerical Question","2","47",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/lgmxzq.png"" > ","Numerical Question","2","-3",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/khkbgh.png"" > ","Numerical Question","2","40",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/txzvny.png"" > ","Numerical Question","2","62",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/ethrnc.png"" > ","Numerical Question","2","44",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/hziphk.png"" > ","Numerical Question","2","46",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/fsquli.png"" > ","Numerical Question","2","42",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/otgjht.png"" > ","Numerical Question","2","42",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/jafijo.png"" > ","Numerical Question","2","15",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/lpxrrc.png"" > ","Numerical Question","2","26",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/jmszqg.png"" > ","Numerical Question","2","50",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/cckzty.png"" > ","Numerical Question","2","50",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/wlkmyq.png"" > ","Numerical Question","2","-4",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/eochow.png"" > ","Numerical Question","2","18",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/fmjeka.png"" > ","Numerical Question","2","-23",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/trtrvp.png"" > ","Numerical Question","2","39",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/hoasso.png"" > ","Numerical Question","2","17",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/aufjod.png"" > ","Numerical Question","2","26",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/iwjsuk.png"" > ","Numerical Question","2","39",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/shkkkj.png"" > ","Numerical Question","2","7",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/crtjhz.png"" > ","Numerical Question","2","48",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/cdisho.png"" > ","Numerical Question","2","43",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/nsmddi.png"" > ","Numerical Question","2","50",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/nqzceu.png"" > ","Numerical Question","2","18",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/tyedtq.png"" > ","Numerical Question","2","4",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/waisyb.png"" > ","Numerical Question","2","162",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/htnkax.png"" > ","Numerical Question","2","644",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/epvpbc.png"" > ","Numerical Question","2","250",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/mwxflu.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/rtkxcj.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/bmfoeh.png"" > ","Numerical Question","2","17",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/sbqlde.png"" > ","Numerical Question","2","270",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/zaefle.png"" > ","Numerical Question","2","100",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/lqblwi.png"" > ","Numerical Question","2","15",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/iyiduc.png"" > ","Numerical Question","2","14",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/qukwce.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/jevwqp.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/fyssuz.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/yafyxt.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/nxxaap.png"" > ","Numerical Question","2","60",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/gmunom.png"" > ","Numerical Question","2","315",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/evcchc.png"" > ","Numerical Question","2","7",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/kvuqnc.png"" > ","Numerical Question","2","460",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/hkvjcv.png"" > ","Numerical Question","2","174",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/yfghoo.png"" > ","Numerical Question","2","48",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/scfzdx.png"" > ","Numerical Question","2","660",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/atbqye.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/kejkmn.png"" > ","Numerical Question","2","493",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/tcaqie.png"" > ","Numerical Question","2","217",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/iyuayi.png"" > ","Numerical Question","2","759",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/wueqvx.png"" > ","Numerical Question","2","896",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/pneojb.png"" > ","Numerical Question","2","6",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/gbczwf.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/mkiqrr.png"" > ","Numerical Question","2","30",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/jverzt.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/tptyst.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/ikweab.png"" > ","Numerical Question","2","23",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/lknbbj.png"" > ","Numerical Question","2","108",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/lfbtde.png"" > ","Numerical Question","2","462",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/jfckpv.png"" > ","Numerical Question","2","792",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/xjklgg.png"" > ","Numerical Question","2","11",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/xkakpd.png"" > ","Numerical Question","2","240",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/hwngik.png"" > ","Numerical Question","2","520",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/adithq.png"" > ","Numerical Question","2","960",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/zdpqzf.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/yxzlpb.png"" > ","Numerical Question","2","1015",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/rubpmg.png"" > ","Numerical Question","2","625",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/rqvnbb.png"" > ","Numerical Question","2","180",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/jngqiu.png"" > ","Numerical Question","2","126",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/mcsrif.png"" > ","Numerical Question","2","360",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/mfixev.png"" > ","Numerical Question","2","22",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/bgnrmn.png"" > ","Numerical Question","2","162",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/zlhdmj.png"" > ","Numerical Question","2","360",""," ",
"//Programming/matlab programming quizzes/while loops","while_loops_matlab","While loops","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_matlab_df/hsyida.png"" > ","Numerical Question","2","14",""," ",
