habilidad,prompt
ratio,"Write a single slightly challenging ratio word problem for a primary school student learning advanced topics in the context of a community park, with a ratio that can be simplified. Use familiar vocabulary. Return one question only, written as plain text."
ratio,"Generate a single easy question asking for a part-to-part ratio for a primary school student learning advanced topics in the context of a camping trip, with a ratio that can be simplified. Make all needed information explicit. Return only the question in plain text, with no answer or explanation."
ratio,"Generate one slightly challenging simple ratio question for an upper elementary student in the context of a bakery, using two types of objects. Make the situation realistic. Return only the question in plain text, with no answer or explanation."
ratio,"Create one easy simple ratio question for a primary school student learning advanced topics in the context of a beach visit, using small whole numbers. Use one direct question at the end. Return only the question in plain text, with no answer or explanation."
ratio,"Generate a single basic ratio word problem for an upper elementary student in the context of a music class, with a ratio that can be simplified. Make all needed information explicit. Return only the question in plain text, with no answer or explanation."
ratio,"Prepare one slightly challenging ratio word problem for a young learner ready for a challenge in the context of a book fair, with a ratio that can be simplified. Keep the question concise. Output only the question in text form, without hints or an answer."
ratio,"Create one basic question about an equivalent ratio for an upper elementary student in the context of a sports day, using two types of objects. Use whole numbers only. Return one question only, written as plain text."
ratio,"Generate a single easy question asking for a part-to-part ratio for a young learner ready for a challenge in the context of a music class, using two types of objects. Keep the question concise. Return one question only, written as plain text."
ratio,"Create a single moderate question asking for a part-to-part ratio for an upper elementary student in the context of a sports day, using numbers below 10. Use familiar vocabulary. Use plain text only and provide no solution or explanation."
ratio,"Prepare a single moderate question comparing two groups with a ratio for a young learner ready for a challenge in the context of a classroom, without fractions or decimals. Keep the question concise. Use plain text only and provide no solution or explanation."
ratio,"Create one basic question about an equivalent ratio for a young learner ready for a challenge in the context of a camping trip, using small whole numbers. Use familiar vocabulary. Use plain text only and provide no solution or explanation."
ratio,"Make one basic ratio word problem for an upper elementary student in the context of a camping trip, using numbers below 10. Use familiar vocabulary. Use plain text only and provide no solution or explanation."
ratio,"Write a single simple question comparing two groups with a ratio for a primary school student learning advanced topics in the context of a book fair, using two types of objects. Use familiar vocabulary. Use plain text only and provide no solution or explanation."
ratio,"Write a single simple question asking for a part-to-part ratio for a primary school student learning advanced topics in the context of a farm, using two types of objects. Avoid unnecessary details. Output only the question in text form, without hints or an answer."
ratio,"Prepare a single moderate simple ratio question for a young learner ready for a challenge in the context of a classroom, using a clear part-to-part comparison. Use familiar vocabulary. Give only the question as plain text. Do not include the solution."
algebra,"Create a single easy simple number-pattern question for a primary school student learning advanced topics in the context of a camping trip, using addition. Avoid unnecessary details. Give only the question as plain text. Do not include the solution."
algebra,"Prepare one simple simple number-pattern question for an upper elementary student in the context of a bakery, using subtraction. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation."
algebra,"Create a single slightly challenging simple number-pattern question for an upper elementary student in the context of a school library, using multiplication. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation."
algebra,"Write one simple question using one unknown value for a young learner ready for a challenge in the context of a sports day, using multiplication. Avoid unnecessary details. Use plain text only and provide no solution or explanation."
algebra,"Create one basic missing-number equation for a primary school student learning advanced topics in the context of a playground, using subtraction. Use whole numbers only. Return only the question in plain text, with no answer or explanation."
algebra,"Create a single moderate simple number-pattern question for a primary school student learning advanced topics in the context of a beach visit, using a letter for the unknown. Keep the question concise. Give only the question as plain text. Do not include the solution."
algebra,"Generate one basic missing-number equation for an upper elementary student in the context of a music class, with the unknown on the left side. Make the situation realistic. Use plain text only and provide no solution or explanation."
algebra,"Make one simple simple number-pattern question for a young learner ready for a challenge in the context of a sports day, with the unknown on the left side. Keep the question concise. Return one question only, written as plain text."
algebra,"Generate one simple word problem that can be solved with one equation for an upper elementary student in the context of a beach visit, with the unknown on the right side. Make all needed information explicit. Give only the question as plain text. Do not include the solution."
algebra,"Write one basic missing-number equation for a young learner ready for a challenge in the context of a birthday party, using a letter for the unknown. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer."
algebra,"Prepare one moderate question using one unknown value for an upper elementary student in the context of a community park, using multiplication. Make the situation realistic. Return one question only, written as plain text."
algebra,"Generate a single slightly challenging word problem that can be solved with one equation for an upper elementary student in the context of a toy store, using subtraction. Use familiar vocabulary. Output only the question in text form, without hints or an answer."
algebra,"Prepare one moderate question using one unknown value for an upper elementary student in the context of a classroom, using subtraction. Keep the question concise. Output only the question in text form, without hints or an answer."
algebra,"Make one basic word problem that can be solved with one equation for a young learner ready for a challenge in the context of a playground, using division with no remainder. Make the situation realistic. Return one question only, written as plain text."
algebra,"Write one slightly challenging one-step algebra question for a primary school student learning advanced topics in the context of a beach visit, using addition. Make all needed information explicit. Return one question only, written as plain text."
algebra,"Prepare one easy missing-number equation for an upper elementary student in the context of a bakery, using addition. Avoid unnecessary details. Return one question only, written as plain text."
algebra,"Generate one easy question using one unknown value for an upper elementary student in the context of a music class, using division with no remainder. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation."
algebra,"Write a single simple word problem that can be solved with one equation for an upper elementary student in the context of a pet shelter, with the unknown on the right side. Keep the question concise. Give only the question as plain text. Do not include the solution."
algebra,"Write a single easy word problem that can be solved with one equation for an upper elementary student in the context of a garden, using multiplication. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution."
algebra,"Make a single easy missing-number equation for a primary school student learning advanced topics in the context of a farm, using division with no remainder. Avoid unnecessary details. Return one question only, written as plain text."
algebra,"Create one easy question using one unknown value for a young learner ready for a challenge in the context of a toy store, using division with no remainder. Use whole numbers only. Use plain text only and provide no solution or explanation."
algebra,"Create one simple question using one unknown value for an upper elementary student in the context of a school cafeteria, with the unknown on the right side. Make all needed information explicit. Give only the question as plain text. Do not include the solution."
algebra,"Create a single simple word problem that can be solved with one equation for an upper elementary student in the context of a pet shelter, with the unknown on the right side. Keep the question concise. Return one question only, written as plain text."
algebra,"Make one simple question using one unknown value for a primary school student learning advanced topics in the context of a school library, using division with no remainder. Make the situation realistic. Use plain text only and provide no solution or explanation."
algebra,"Generate a single slightly challenging question using one unknown value for an upper elementary student in the context of a beach visit, using division with no remainder. Avoid unnecessary details. Give only the question as plain text. Do not include the solution."
algebra,"Create one simple one-step algebra question for a primary school student learning advanced topics in the context of a pet shelter, using numbers below 50. Use one direct question at the end. Output only the question in text form, without hints or an answer."
algebra,"Make a single basic missing-number equation for a young learner ready for a challenge in the context of a beach visit, using addition. Make the situation realistic. Output only the question in text form, without hints or an answer."
algebra,"Create one moderate one-step algebra question for a young learner ready for a challenge in the context of a school cafeteria, using subtraction. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation."
algebra,"Make one easy one-step algebra question for a young learner ready for a challenge in the context of a farm, with the unknown on the right side. Keep the question concise. Output only the question in text form, without hints or an answer."
algebra,"Prepare a single easy question using one unknown value for an upper elementary student in the context of a sports day, using numbers below 50. Make the situation realistic. Return one question only, written as plain text."
algebra,"Prepare one easy simple number-pattern question for a young learner ready for a challenge in the context of a toy store, using division with no remainder. Keep the question concise. Return only the question in plain text, with no answer or explanation."
algebra,"Generate a single basic word problem that can be solved with one equation for a young learner ready for a challenge in the context of a school cafeteria, using subtraction. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation."
algebra,"Create one easy simple number-pattern question for a young learner ready for a challenge in the context of a pet shelter, using a letter for the unknown. Make the situation realistic. Return only the question in plain text, with no answer or explanation."
algebra,"Create a single easy question using one unknown value for a young learner ready for a challenge in the context of a bus trip, using a letter for the unknown. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation."
algebra,"Prepare a single moderate word problem that can be solved with one equation for a primary school student learning advanced topics in the context of a school library, using a letter for the unknown. Avoid unnecessary details. Use plain text only and provide no solution or explanation."
algebra,"Make one basic word problem that can be solved with one equation for a primary school student learning advanced topics in the context of a bakery, using addition. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation."
algebra,"Prepare a single basic missing-number equation for a primary school student learning advanced topics in the context of a fruit shop, using addition. Keep the question concise. Give only the question as plain text. Do not include the solution."
algebra,"Generate one slightly challenging one-step algebra question for an upper elementary student in the context of a school cafeteria, using a letter for the unknown. Make the situation realistic. Return only the question in plain text, with no answer or explanation."
algebra,"Prepare one slightly challenging simple number-pattern question for an upper elementary student in the context of a music class, using subtraction. Use whole numbers only. Output only the question in text form, without hints or an answer."
algebra,"Write a single slightly challenging one-step algebra question for a young learner ready for a challenge in the context of a garden, using subtraction. Use whole numbers only. Output only the question in text form, without hints or an answer."
algebra,"Prepare one slightly challenging simple number-pattern question for a young learner ready for a challenge in the context of a bakery, with the unknown on the left side. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation."
algebra,"Create one slightly challenging missing-number equation for a primary school student learning advanced topics in the context of a birthday party, using multiplication. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution."
algebra,"Make a single basic question using one unknown value for a primary school student learning advanced topics in the context of a beach visit, using addition. Make the situation realistic. Return only the question in plain text, with no answer or explanation."
algebra,"Prepare one simple question using one unknown value for a young learner ready for a challenge in the context of a music class, using a letter for the unknown. Use familiar vocabulary. Output only the question in text form, without hints or an answer."
algebra,"Make one slightly challenging missing-number equation for an upper elementary student in the context of a garden, using multiplication. Use whole numbers only. Output only the question in text form, without hints or an answer."
algebra,"Prepare a single simple question using one unknown value for an upper elementary student in the context of a family picnic, with the unknown on the right side. Use one direct question at the end. Output only the question in text form, without hints or an answer."
algebra,"Make a single moderate one-step algebra question for an upper elementary student in the context of a camping trip, using division with no remainder. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation."
algebra,"Write one basic question using one unknown value for an upper elementary student in the context of a farm, using subtraction. Use whole numbers only. Give only the question as plain text. Do not include the solution."
algebra,"Generate a single simple question using one unknown value for an upper elementary student in the context of a classroom, using subtraction. Use one direct question at the end. Return only the question in plain text, with no answer or explanation."
algebra,"Write one easy missing-number equation for a young learner ready for a challenge in the context of a community park, using subtraction. Use one direct question at the end. Return only the question in plain text, with no answer or explanation."
algebra,"Prepare one basic question using one unknown value for an upper elementary student in the context of a sports day, using addition. Make the situation realistic. Give only the question as plain text. Do not include the solution."
algebra,"Prepare a single easy one-step algebra question for a primary school student learning advanced topics in the context of a farm, using subtraction. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution."
algebra,"Write one easy missing-number equation for a young learner ready for a challenge in the context of a camping trip, using numbers below 50. Use one direct question at the end. Output only the question in text form, without hints or an answer."
algebra,"Make a single simple word problem that can be solved with one equation for an upper elementary student in the context of a garden, with the unknown on the right side. Make the situation realistic. Output only the question in text form, without hints or an answer."
algebra,"Make one moderate simple number-pattern question for a primary school student learning advanced topics in the context of a birthday party, using subtraction. Use one direct question at the end. Return only the question in plain text, with no answer or explanation."
algebra,"Create one easy one-step algebra question for an upper elementary student in the context of a garden, with the unknown on the left side. Make all needed information explicit. Use plain text only and provide no solution or explanation."
algebra,"Create one easy simple number-pattern question for a young learner ready for a challenge in the context of a bakery, using division with no remainder. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer."
algebra,"Prepare one simple missing-number equation for a young learner ready for a challenge in the context of a family picnic, using multiplication. Avoid unnecessary details. Return one question only, written as plain text."
algebra,"Generate one basic word problem that can be solved with one equation for an upper elementary student in the context of a pet shelter, with the unknown on the right side. Make all needed information explicit. Output only the question in text form, without hints or an answer."
algebra,"Make one slightly challenging question using one unknown value for a young learner ready for a challenge in the context of a pet shelter, with the unknown on the left side. Avoid unnecessary details. Use plain text only and provide no solution or explanation."
algebra,"Create one simple question using one unknown value for a primary school student learning advanced topics in the context of a bakery, using division with no remainder. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation."
algebra,"Create one moderate missing-number equation for a primary school student learning advanced topics in the context of a farm, using multiplication. Keep the question concise. Return only the question in plain text, with no answer or explanation."
algebra,"Prepare one slightly challenging word problem that can be solved with one equation for a young learner ready for a challenge in the context of a school library, using subtraction. Make the situation realistic. Output only the question in text form, without hints or an answer."
algebra,"Create a single moderate word problem that can be solved with one equation for a young learner ready for a challenge in the context of a family picnic, using subtraction. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation."
algebra,"Write one moderate simple number-pattern question for a young learner ready for a challenge in the context of a bus trip, using numbers below 50. Use one direct question at the end. Use plain text only and provide no solution or explanation."
algebra,"Create a single slightly challenging word problem that can be solved with one equation for a primary school student learning advanced topics in the context of a science fair, using addition. Keep the question concise. Return one question only, written as plain text."
algebra,"Generate one slightly challenging word problem that can be solved with one equation for a young learner ready for a challenge in the context of a school cafeteria, using addition. Avoid unnecessary details. Use plain text only and provide no solution or explanation."
algebra,"Write one easy missing-number equation for a young learner ready for a challenge in the context of a garden, using numbers below 50. Keep the question concise. Return one question only, written as plain text."
algebra,"Create one slightly challenging question using one unknown value for a primary school student learning advanced topics in the context of a garden, using division with no remainder. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation."
algebra,"Create a single easy question using one unknown value for a young learner ready for a challenge in the context of a toy store, using subtraction. Use familiar vocabulary. Give only the question as plain text. Do not include the solution."
algebra,"Create one basic one-step algebra question for a primary school student learning advanced topics in the context of a sports day, with the unknown on the right side. Make the situation realistic. Use plain text only and provide no solution or explanation."
algebra,"Make one moderate word problem that can be solved with one equation for an upper elementary student in the context of a school cafeteria, with the unknown on the right side. Make all needed information explicit. Output only the question in text form, without hints or an answer."
algebra,"Prepare a single basic simple number-pattern question for a young learner ready for a challenge in the context of a fruit shop, using addition. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation."
algebra,"Prepare one basic missing-number equation for a young learner ready for a challenge in the context of a camping trip, using multiplication. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation."
algebra,"Prepare one simple one-step algebra question for a young learner ready for a challenge in the context of a farm, using division with no remainder. Avoid unnecessary details. Give only the question as plain text. Do not include the solution."
algebra,"Create a single simple word problem that can be solved with one equation for an upper elementary student in the context of a beach visit, with the unknown on the left side. Use one direct question at the end. Output only the question in text form, without hints or an answer."
algebra,"Create a single basic question using one unknown value for a primary school student learning advanced topics in the context of a classroom, using subtraction. Keep the question concise. Return one question only, written as plain text."
addition-subtraction,"Prepare one moderate mixed-operation problem with addition and subtraction for a student learning basic mathematics in the context of a classroom, with simple regrouping. Keep the question concise. Return only the question in plain text, with no answer or explanation."
addition-subtraction,"Generate a single simple question about finding a total and then what remains for an elementary student in the context of a community park, with simple regrouping. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation."
addition-subtraction,"Prepare one easy mixed-operation problem with addition and subtraction for an upper elementary student in the context of a school library, using three quantities. Avoid unnecessary details. Output only the question in text form, without hints or an answer."
addition-subtraction,"Create one moderate two-step addition and subtraction word problem for a young math learner in the context of a bus trip, using numbers up to 50. Make the situation realistic. Output only the question in text form, without hints or an answer."
addition-subtraction,"Write a single slightly challenging question about finding a total and then what remains for a primary school student in the context of a sports day, using two-digit numbers. Keep the question concise. Give only the question as plain text. Do not include the solution."
addition-subtraction,"Create a single simple question about finding a total and then what remains for an upper elementary student in the context of a birthday party, with no negative answer. Use familiar vocabulary. Use plain text only and provide no solution or explanation."
addition-subtraction,"Make a single basic mixed-operation problem with addition and subtraction for an elementary student in the context of a music class, with simple regrouping. Keep the wording clear and age-appropriate. Return one question only, written as plain text."
addition-subtraction,"Create one simple question about finding a total and then what remains for an elementary student in the context of a bus trip, with one clear final question. Use familiar vocabulary. Use plain text only and provide no solution or explanation."
addition-subtraction,"Write a single slightly challenging two-step addition and subtraction word problem for an elementary student in the context of a birthday party, with exactly two operations. Use one direct question at the end. Return only the question in plain text, with no answer or explanation."
addition-subtraction,"Create a single simple question that uses addition followed by subtraction for a young math learner in the context of a classroom, using numbers up to 50. Use whole numbers only. Output only the question in text form, without hints or an answer."
addition-subtraction,"Make a single easy two-step addition and subtraction word problem for an upper elementary student in the context of a family picnic, with no negative answer. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation."
addition-subtraction,"Create one simple question that uses subtraction followed by addition for a young math learner in the context of a beach visit, using numbers up to 20. Keep the question concise. Return only the question in plain text, with no answer or explanation."
addition-subtraction,"Make a single basic mixed-operation problem with addition and subtraction for an elementary student in the context of a beach visit, using numbers up to 50. Avoid unnecessary details. Use plain text only and provide no solution or explanation."
addition-subtraction,"Write a single simple two-step addition and subtraction word problem for an elementary student in the context of a music class, with simple regrouping. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation."
addition-subtraction,"Prepare a single slightly challenging question about finding a total and then what remains for a primary school student in the context of a science fair, using three quantities. Use one direct question at the end. Use plain text only and provide no solution or explanation."
addition-subtraction,"Make a single basic question that uses addition followed by subtraction for an upper elementary student in the context of a science fair, with exactly two operations. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation."
addition-subtraction,"Create one basic question that uses subtraction followed by addition for a primary school student in the context of a family picnic, with simple regrouping. Use one direct question at the end. Give only the question as plain text. Do not include the solution."
addition-subtraction,"Generate one basic two-step addition and subtraction word problem for a student learning basic mathematics in the context of a sports day, using three quantities. Keep the question concise. Use plain text only and provide no solution or explanation."
addition-subtraction,"Prepare one slightly challenging question that uses subtraction followed by addition for an elementary student in the context of a school library, with simple regrouping. Make the situation realistic. Output only the question in text form, without hints or an answer."
addition-subtraction,"Generate one easy mixed-operation problem with addition and subtraction for a student learning basic mathematics in the context of a book fair, using three quantities. Avoid unnecessary details. Output only the question in text form, without hints or an answer."
addition-subtraction,"Generate one slightly challenging question that uses addition followed by subtraction for an upper elementary student in the context of a school cafeteria, with no negative answer. Keep the question concise. Return one question only, written as plain text."
addition-subtraction,"Generate one moderate two-step addition and subtraction word problem for a student learning basic mathematics in the context of a birthday party, using numbers up to 50. Make all needed information explicit. Use plain text only and provide no solution or explanation."
addition-subtraction,"Generate a single simple mixed-operation problem with addition and subtraction for an elementary student in the context of a beach visit, with exactly two operations. Use whole numbers only. Give only the question as plain text. Do not include the solution."
addition-subtraction,"Generate a single moderate two-step addition and subtraction word problem for a student learning basic mathematics in the context of a book fair, using three quantities. Keep the question concise. Return one question only, written as plain text."
addition-subtraction,"Create one simple question that uses addition followed by subtraction for a primary school student in the context of a sports day, with no negative answer. Keep the question concise. Return one question only, written as plain text."
addition-subtraction,"Create one simple two-step addition and subtraction word problem for a young math learner in the context of a toy store, using two-digit numbers. Use whole numbers only. Return only the question in plain text, with no answer or explanation."
addition-subtraction,"Generate one moderate mixed-operation problem with addition and subtraction for a primary school student in the context of a pet shelter, with exactly two operations. Use one direct question at the end. Return one question only, written as plain text."
addition-subtraction,"Generate one slightly challenging question about finding a total and then what remains for a young math learner in the context of a community park, with exactly two operations. Make all needed information explicit. Use plain text only and provide no solution or explanation."
addition-subtraction,"Generate a single basic question that uses subtraction followed by addition for a primary school student in the context of a science fair, using two-digit numbers. Make all needed information explicit. Use plain text only and provide no solution or explanation."
addition-subtraction,"Create one slightly challenging question about finding a total and then what remains for an elementary student in the context of a toy store, using numbers up to 50. Use familiar vocabulary. Return one question only, written as plain text."
addition-subtraction,"Prepare one basic question that uses subtraction followed by addition for an elementary student in the context of a sports day, with no negative answer. Make the situation realistic. Return one question only, written as plain text."
addition-subtraction,"Make a single simple mixed-operation problem with addition and subtraction for an elementary student in the context of a science fair, with exactly two operations. Make the situation realistic. Use plain text only and provide no solution or explanation."
addition-subtraction,"Create a single easy question about finding a total and then what remains for a student learning basic mathematics in the context of a bus trip, with no negative answer. Use familiar vocabulary. Output only the question in text form, without hints or an answer."
addition-subtraction,"Create a single moderate question about finding a total and then what remains for a young math learner in the context of a science fair, using numbers up to 50. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation."
addition-subtraction,"Create a single moderate mixed-operation problem with addition and subtraction for a young math learner in the context of a book fair, using numbers up to 50. Make all needed information explicit. Use plain text only and provide no solution or explanation."
addition-subtraction,"Make one easy two-step addition and subtraction word problem for an upper elementary student in the context of a garden, with simple regrouping. Keep the question concise. Use plain text only and provide no solution or explanation."
addition-subtraction,"Make a single simple two-step addition and subtraction word problem for a student learning basic mathematics in the context of a beach visit, with exactly two operations. Keep the question concise. Give only the question as plain text. Do not include the solution."
addition-subtraction,"Prepare a single simple question that uses addition followed by subtraction for an elementary student in the context of a bakery, with no negative answer. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer."
addition-subtraction,"Write a single easy question about finding a total and then what remains for a student learning basic mathematics in the context of a bakery, with exactly two operations. Keep the question concise. Give only the question as plain text. Do not include the solution."
addition-subtraction,"Prepare one slightly challenging question about finding a total and then what remains for a student learning basic mathematics in the context of a classroom, with no negative answer. Avoid unnecessary details. Use plain text only and provide no solution or explanation."
addition-subtraction,"Create one simple mixed-operation problem with addition and subtraction for a young math learner in the context of a classroom, with one clear final question. Use one direct question at the end. Use plain text only and provide no solution or explanation."
addition-subtraction,"Generate one basic question that uses addition followed by subtraction for an elementary student in the context of a book fair, using numbers up to 50. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation."
addition-subtraction,"Prepare a single basic question about finding a total and then what remains for a young math learner in the context of a farm, with one clear final question. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation."
addition-subtraction,"Make one easy question that uses subtraction followed by addition for an upper elementary student in the context of a bus trip, with no negative answer. Make all needed information explicit. Return only the question in plain text, with no answer or explanation."
addition-subtraction,"Prepare a single slightly challenging question about finding a total and then what remains for a young math learner in the context of a toy store, with exactly two operations. Make all needed information explicit. Give only the question as plain text. Do not include the solution."
addition-subtraction,"Create a single slightly challenging question about finding a total and then what remains for an upper elementary student in the context of a bus trip, with no negative answer. Make all needed information explicit. Use plain text only and provide no solution or explanation."
addition-subtraction,"Prepare one easy question that uses subtraction followed by addition for an elementary student in the context of a fruit shop, using numbers up to 20. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer."
addition-subtraction,"Make one slightly challenging question about finding a total and then what remains for an upper elementary student in the context of a toy store, using numbers up to 20. Use familiar vocabulary. Output only the question in text form, without hints or an answer."
addition-subtraction,"Generate a single simple question that uses addition followed by subtraction for an elementary student in the context of a sports day, using numbers up to 20. Make the situation realistic. Output only the question in text form, without hints or an answer."
addition-subtraction,"Make one easy question about finding a total and then what remains for a primary school student in the context of a book fair, with simple regrouping. Avoid unnecessary details. Use plain text only and provide no solution or explanation."
addition-subtraction,"Generate a single slightly challenging question that uses addition followed by subtraction for a young math learner in the context of a school library, using numbers up to 20. Use whole numbers only. Return one question only, written as plain text."
addition-subtraction,"Generate a single easy question that uses addition followed by subtraction for an elementary student in the context of a farm, with simple regrouping. Use one direct question at the end. Give only the question as plain text. Do not include the solution."
addition-subtraction,"Create one moderate question that uses addition followed by subtraction for an upper elementary student in the context of a beach visit, using numbers up to 50. Keep the question concise. Return one question only, written as plain text."
addition-subtraction,"Make a single easy mixed-operation problem with addition and subtraction for a young math learner in the context of a sports day, using numbers up to 50. Make the situation realistic. Use plain text only and provide no solution or explanation."
addition-subtraction,"Make one slightly challenging question about finding a total and then what remains for an upper elementary student in the context of a bus trip, with no negative answer. Make all needed information explicit. Output only the question in text form, without hints or an answer."
addition-subtraction,"Prepare one easy mixed-operation problem with addition and subtraction for an upper elementary student in the context of a community park, with no negative answer. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution."
addition-subtraction,"Create one slightly challenging two-step addition and subtraction word problem for a primary school student in the context of a book fair, using two-digit numbers. Make all needed information explicit. Use plain text only and provide no solution or explanation."
addition-subtraction,"Create a single basic mixed-operation problem with addition and subtraction for an elementary student in the context of a beach visit, with no negative answer. Use whole numbers only. Use plain text only and provide no solution or explanation."
addition-subtraction,"Generate a single basic mixed-operation problem with addition and subtraction for a primary school student in the context of a birthday party, using three quantities. Keep the question concise. Return only the question in plain text, with no answer or explanation."
addition-subtraction,"Write one moderate question that uses subtraction followed by addition for a student learning basic mathematics in the context of a family picnic, with one clear final question. Use one direct question at the end. Give only the question as plain text. Do not include the solution."
addition-subtraction,"Write one slightly challenging question that uses addition followed by subtraction for an elementary student in the context of a birthday party, with no negative answer. Make all needed information explicit. Return one question only, written as plain text."
addition-subtraction,"Generate one easy question that uses addition followed by subtraction for a young math learner in the context of a book fair, with exactly two operations. Make all needed information explicit. Use plain text only and provide no solution or explanation."
addition-subtraction,"Write a single easy question that uses addition followed by subtraction for a student learning basic mathematics in the context of a farm, using two-digit numbers. Use whole numbers only. Return only the question in plain text, with no answer or explanation."
addition-subtraction,"Make a single moderate mixed-operation problem with addition and subtraction for a student learning basic mathematics in the context of a beach visit, using numbers up to 20. Avoid unnecessary details. Return one question only, written as plain text."
addition-subtraction,"Create a single moderate mixed-operation problem with addition and subtraction for a student learning basic mathematics in the context of a sports day, using three quantities. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation."
addition-subtraction,"Prepare a single easy question about finding a total and then what remains for an elementary student in the context of a school library, with no negative answer. Make all needed information explicit. Use plain text only and provide no solution or explanation."
addition-subtraction,"Write one slightly challenging mixed-operation problem with addition and subtraction for an elementary student in the context of a camping trip, using three quantities. Make all needed information explicit. Use plain text only and provide no solution or explanation."
addition-subtraction,"Make a single moderate question about finding a total and then what remains for a young math learner in the context of a bakery, with no negative answer. Use whole numbers only. Use plain text only and provide no solution or explanation."
addition-subtraction,"Make one easy two-step addition and subtraction word problem for a primary school student in the context of a community park, using two-digit numbers. Make all needed information explicit. Return one question only, written as plain text."
addition-subtraction,"Write a single basic question that uses subtraction followed by addition for a student learning basic mathematics in the context of a playground, using numbers up to 20. Use one direct question at the end. Use plain text only and provide no solution or explanation."
addition-subtraction,"Write one simple two-step addition and subtraction word problem for an upper elementary student in the context of a fruit shop, with no negative answer. Keep the question concise. Give only the question as plain text. Do not include the solution."
addition-subtraction,"Make a single basic question that uses subtraction followed by addition for a young math learner in the context of a community park, with one clear final question. Use one direct question at the end. Give only the question as plain text. Do not include the solution."
addition-subtraction,"Write one easy question that uses addition followed by subtraction for an upper elementary student in the context of a birthday party, using three quantities. Use one direct question at the end. Use plain text only and provide no solution or explanation."
addition-subtraction,"Write a single simple question about finding a total and then what remains for a primary school student in the context of a school cafeteria, with one clear final question. Make the situation realistic. Use plain text only and provide no solution or explanation."
addition-subtraction,"Make a single slightly challenging question about finding a total and then what remains for an elementary student in the context of a family picnic, using numbers up to 50. Keep the question concise. Return only the question in plain text, with no answer or explanation."
