,text,labels
23663,"a man rows his boat 80 km downstream and 45 km upstream , taking 2 1 / 2 hours each time . find the speed of the stream ?",otro
932,Pesticides are chemicals that kill insects. What could happen if the pesticides killed all the pollinators near some apple trees? (A) The trees could not make leaves. (B) The trees could not make flowers. (C) The trees could not make seeds. (D) The trees could not make bark.,otro
21652,"a man goes downstream at 11 kmph , and upstream 8 kmph . the speed of the stream is. Then answer it somehow from the given data.",otro
31195,"a boat goes 100 km downstream in 10 hours , and 75 m upstream in 15 hours . the speed of the stream is ?",otro
2152,Which substance can be used to conduct electricity in a circuit? (A) metal (B) wood (C) rubber (D) plastic,otro
33863,"Based on the story, in a throw of dice what is, more or less, the probability of ge æ « ng number greater than 2",otro
22058,"a tree of height 36 m is on one edge of a road broke at a certain height . it fell in such a way that the top of the tree touches the other edge of the road . if the breadth of the road is 12 m, then what is, more or less, the height at which the tree broke ?",otro
536,Which of the following is a function of the digestive system of the human body? (A) carrying oxygen to the lungs (B) sending signals from the brain to the spinal cord (C) breaking down food into nutrients (D) providing support for the body,otro
29045,a bag contains 6 black and 6 white balls . one ball is drawn at random . what is the probability that the ball drawn is white ?,otro
158,Which of the following objects is probably the most flexible? (A) a ceramic dish (B) a wooden block (C) a short steel rod (D) a new rubber hose,otro
187,Which energy transformation occurs during active transport in a cell? (A) light energy -> chemical energy (B) kinetic energy -> potential energy (C) chemical energy -> mechanical energy (D) mechanical energy -> electrical energy,otro
27160,"Read this situation and answer: Using the information given, the distance between delhi and mathura is 100 kms . a starts from delhi with a speed of 50 kmph at 7 a . m . for mathura and b starts from mathura with a speed of 45 kmph at 8 p . m . from delhi . when will they meet ?",otro
5580,"the length and breadth of a rectangular courtyard is 75 m and 32 m . find the cost of leveling it at the rate of $ 3 per m 2 . also , find the distance covered by a boy to take 4 rounds of the courtyard .",otro
31987,"a certain junior class has 1000 students and a certain senior class has 800 students . among these students , there are 60 siblings pairs each consisting of 1 junior and 1 senior . if 1 student is to be selected at random from each class , what is the probability that the 2 students selected will be a sibling pair ?",otro
29745,a train 284 m in length crosses a telegraph post in 18 seconds . the speed of the train is ?,otro
728,An earthworm was placed on top of a thick layer of moist topsoil in a pan. The pan was placed in a room with the lights on. How did the earthworm most likely respond to these conditions? (A) by burrowing under the soil (B) by crawling around in the pan (C) by staying where it was placed (D) by trying to crawl out of the pan,otro
25344,"Using the information given, a person p takes 4 hrs time to complete a job and q takes 6 hrs to complete the same job if they work together how much time will they require to complete the job ?",otro
8803,"machine a and machine b process the same work at different rates . machine c processes work as fast as machines a and b combined . machine d processes work 3 times as fast as machine c ; machine d ’ s work rate is also exactly 4 times machine b ’ s rate . assume all 4 machines work at fixed unchanging rates . if machine a works alone on a job , it takes 7 hours . if all 4 machines work together on the same job simultaneously , how many minutes will it take all of them to complete it ?",otro
9615,a can complete the job in 4 hours and b can complete the same job in 3 hours . a works for 1 hour and then b joins and both complete the job . what fraction of the job did b complete,otro
19608,"the consumption of diesel per hour of a bus varies directly as square of its speed . when the bus is travelling at 50 kmph its consumption is 1 litre per hour . if each litre costs $ 30 and other expenses per hous is $ 20 , then what would be the minimum expenditure required to cover a distance of 400 km ?",otro
15559,"tammy climbed a mountain in two days . she spent a total of 14 hours climbing the mountain . on the second day , she walked at an average speed that was half a kilometer per hour faster , but 2 hours less than what she walked on the first day . if the total distance she climbed during the two days is 52 kilometers , how many q kilometers per hour did tammy walk on the second day ?",otro
16128,how many hours are there in 660 minutes ?,otro
25315,a jogger running at 9 kmph along side a railway track is 250 metres ahead of the engine of a 120 metre long train running at 45 kmph in the same direction . in how much time will the train pass the jogger ?,otro
4109,"in what time will a train 50 m long cross an electric pole , it its speed be 360 km / hr ?",otro
6126,"There is a problem about fast, song, beats, minute, slow; 160, 90, 1020; not sure which part is needed, find the answer.",otro
22611,"There is a problem about liam, pulled, over, speeding, just; four, 5, 20; not sure which part is needed, find the answer.",otro
15074,"without stoppages , a train travels certain distance with an average speed of 200 km / h , and with stoppages , it covers the same distance with an average speed of 160 km / h . how many minutes per hour the train stops ?",otro
11952,"in how many, approximately, ways 3 boys and 3 girls can be seated in a row so that they are alternate . ?",otro
31686,"while driving from a - ville to b - town , harriet drove at a constant speed of 90 kilometers per hour . upon arriving in b - town , harriet immediately turned and drove back to a - ville at a constant speed of 160 kilometers per hour . if the entire trip took 5 hours , how many minutes did it take harriet to drive from a - ville to b - town ?",otro
30111,"a , b , c hired a car for rs . 520 and used it for 7,8 and 11 hours respectively . hire charges paid by b were :",otro
904,The wind helps many plants reproduce by ___. (A) cooling the plants (B) giving the plants moisture (C) spreading the plants' pollen (D) strengthening the plants' root systems,otro
7662,"the membership of a committee consists of 3 english teachers , 4 mathematics teachers , and 3 social studies teachers . if 2 committee members are to be selected at random to write the committee ’ s report , what is the probability that the two members selected will both be english teachers ?",otro
18392,it is currently 7 : 05 pm . what time was it in the morning exactly 51132 minutes ago ?,otro
15675,"on a 20 mile course , pat bicycled at an average rate of 30 miles per hour for the first 12 minutes and without a break , ran the rest of the distance at an average rate of 8 miles per hour . how many minutes did pat take to cover the entire course ?",otro
1446,"Sunlight is able to penetrate the top several meters of marine water, where most plant and animal life exists. Which of these systems are interacting in this description? (A) solar energy and ocean systems (B) solar energy and weather systems (C) weather systems and ocean systems (D) solar energy, ocean systems, and weather systems",otro
2457,"two pipes a and b can fill a tank in 24 minutes and 32 minutes respectively . if both the pipes are opened simultaneously , after how much time should b be closed so that the tank is full in 18 minutes ?",otro
3774,the curved surface of a sphere is 64 π cm 2 . find its radius ?,otro
1331,Which process is the best example of weathering? (A) A cloud releases freezing rain. (B) A tree root breaks apart a rock. (C) Dry weather results in a small harvest. (D) Sediments flow into a bay.,otro
477,10 men can complete a work in 7 days . but 10 women need 14 days to complete the same work . how many days will 5 men and 10 women need to complete the work ?,otro
12915,"two trains start from p and q respectively and travel towards each other at a speed of 50 km / hr and 40 km / hr respectively . by the time they meet , the first train has travelled 100 km more than the second . the distance between p and q is :",otro
35365,"a man swims downstream 45 km and upstream 18 km taking 3 hours each time , what is the speed of the man in still water ?",otro
16764,"liam is pulled over for speeding just as he is arriving at work . he explains to the police officer that he could not afford to be late today , and has arrived at work only four minutes before he is to start . the officer explains that if liam had driven 5 mph slower for his whole commute , he would have arrived at work exactly on time . if liam ' s commute is 60 miles long , how fast was he actually driving ? ( assume that liam drove at a constant speed for the duration of his commute . )",otro
19967,"along a yard 273 metres long , 14 trees are palnted at equal distances , one tree being at each end of the yard . what is the distance between two consecutive trees",otro
710,"An enclosed 20 mL metal cylinder was filled with a gas sample at room temperature. The sample then was transferred to an empty 40 mL enclosed container, also at room temperature. After being transferred, the volume of the gas was (A) 10 mL. (B) 20 mL. (C) 30 mL. (D) 40 mL.",otro
8503,find the cost of fencing around a circular field of diameter 22 m at the rate of rs . 3 a meter ?,otro
2169,One of the main causes of acid rain is (A) Waste from nuclear power plants (B) Spills from chemical manufacturing plants (C) Gases from burning fossil fuels (D) Gases from aerosol spray cans,otro
1503,"joann, repeatedly, overfed, fish, pond. Numbers: some numbers. What is it?",otro
18802,"excluding stoppages , the speed of a train is 50 kmph and including stoppages it is 30 kmph . of how many minutes does the train stop per hour ?",otro
1890,"Using One and the thing about role, producer, food, chain, provide, choose or calculate the answer.",otro
23667,"if 15 workers can build a wall in 48 hours , how many workers will be required to do the s ... with 15, 48, 30. The question is missing some details, answer it.",otro
27006,"Read this situation and answer: a goods train runs at the speed of 72 kmph and crosses a 250 m long platform in 36 seconds . what is, more or less, the length of the goods train ?",otro
14395,"if a car went the first third of the distance at 80 kmh , the second third at 18 kmh , and the last third at 48 kmh , what was the average speed of the car for the entire trip ?",otro
35085,how long does a train 145 meters long running at the rate of 54 kmph take to cross a bridge 660 meters in length ?,otro
10676,a and b complete a work in 4 days . a alone can do it in 6 days . if both together can do the work in how many days ?. Then answer it somehow from the given data.,otro
1621,a can give b 60 meters start and c 200 meters start in a kilometer race . how much start can b give c in a kilometer race ?,otro
1995,Which number is closest to the estimated number of stars in the Milky Way galaxy? (A) 200 thousand (B) 200 million (C) 200 billion (D) 200 trillion,otro
299,"an electric pump can fill a tank in 3 hours . because of a leak in the tank , it took 3 hours 30 min to fill the tank . in what time the leak can drain out all the water of the tank and will make tank empty ?",otro
31018,"when a train travels at a speed of 60 kmph , it reaches the destination on time . when the same train travels at a speed of 50 kmph , it reaches its destination 15 min late . what is the length of journey ?",otro
6196,how many seconds will a 200 m long train take to cross a man walking with a speed of 3 km / hr in the direction of the moving train if the speed of the train is 63 km / hr ?,otro
29664,"a train 600 m long is running at a speed of 78 km / hr . if it crosses a tunnel in 1 min , then the length of the tunnel is ?",otro
563,if two - third of a bucket is filled in 6 minute then the time taken to fill the bucket completely will be .,otro
18861,two concentric circles form a ring . the inner and outer circumference of the ring are 352 / 7 m and 528 / 7 m respectively . find the width of the ring .,otro
20902,"the distance from city a to city b is 180 miles . while driving from city a to city b , cara drives at a constant speed of 30 miles per hour . dan leaves city a 60 minutes after cara . what is the minimum constant speed in miles per hour that dan must exceed in order to arrive in city b before cara ?",otro
6677,"the pilot of a small aircraft with a 40 - gallon fuel tank wants to fly to cleveland , which is 480 miles away . the pilot recognizes that the current engine , which can fly only 8 miles per gallon , will not get him there . by how many miles per gallon must the aircraft ’ s fuel efficiency be improved to make the flight to cleveland possible ?",otro
19347,"a can copy 50 papers in 10 hrs , while a & b can copy 70 papers in 10 hrs . how many hours are required for b to copy 26 papers ?",otro
17856,"if a man earns rs 20 on first day and spends rs 15 on second day , and earns rs 20 on third day and spends rs 15 on fourth day and goes on on which day he will be having rs 60 .",otro
23859,"somehow or other i got talked into buying something on the installment plan . i ' m notsure i got a good deal . the payments to date , according to my checkbook , have reached rs . 96 . the second year cost rs . 2.00 more than the first year ; the third year cost rs . 3.00 more thanthe second ; and the fourth year cost me rs . 4.00 more than the third . what were mypayments the first year ?",otro
2068,"a bag contains 3 red , 5 yellow and 4 green balls . 3 balls are drawn randomly . what is the probability that the balls drawn contain balls of different colours ?",otro
16950,"the hiker walking at a constant rate of 7 miles per hour is passed by a cyclist traveling in the same direction along the same path at 28 miles per hour . the cyclist stops to wait for the hiker 5 minutes after passing her , while the hiker continues to walk at her constant rate , how many minutes must the cyclist wait until the hiker catches up ?",otro
28310,if 3 taps are opened together a tank is filled in 3 hrs . one of the taps alone can fill it in 10 hrs . and another in 15 hrs . in how many hours will the third tap fill it ?,otro
14475,how long does a train 130 m long running at the speed of 80 km / hr takes to cross a bridge 140 m length ?,otro
1897,"if 9 workers can build 9 cars in 9 days , then how many days would it take 7 workers to build 7 cars ?",otro
670,Which resource is more available due to improvements in deep-sea drilling technology? (A) crude oil (B) fresh water (C) thermal energy (D) salt reserves,otro
646,Which energy source could involve a dam? (A) biomass (B) solar power (C) geothermal energy (D) hydroelectric power,otro
26902,"if a boat is rowed downstream for 200 km in 10 hours and upstream for 96 km in 12 hours , what is the speed of the boat and the river ?",otro
35898,machine a can process 6000 envelopes in 3 hours . machines b and c working together but independently can process the same number of envelopes in 2.5 hours . if machines a. Then answer it somehow from the given data.,otro
471,"Modern submarines have advanced atmosphere-control systems that enable submarine crews to ... with some numbers. The question is missing some details, answer it.",otro
549,Bile salts play a crucial role in gastrointestinal homeostasis and digestion. Which phrase is the best description of the gastrointestinal function of bile salts? (A) digestion and absorption of proteins in the liver (B) digestion and absorption of fats in the small intestine (C) digestion and absorption of carbohydrates in the liver (D) digestion and absorption of cholesterol in the large intestine,otro
742,Which type of energy is transferred from one object to another by simple machines? (1) mechanical (2) chemical (3) nuclear (4) electrical,otro
29116,"18 beavers , working together in a constant pace , can build a dam in 8 hours . how many hours will it take 36 beavers that work at the same pace , to build the same dam ?",otro
35683,"two pipes can fill a tank in 8 minutes and 5 minutes . an outlet pipe can empty the tank in 12 minutes . if all the pipes are opened when the tank is empty , then how many minutes will it take to fill the tank ?",otro
1350,A warm-blooded organism that nurses its young would be called (A) a bird. (B) an insect. (C) a mammal. (D) a reptile.,otro
17168,"6 boysand 8 girls can do job in 10 days , 26 boys & 48 women do work in 2 days find time taken by 15 boys and 20 girls to do same work",otro
24651,"a wooden box of dimensions 8 m x 7 m x 6 m is to carry rectangularboxes of dimensions 4 cm x 7 cm x 6 cm . the maximum number ofboxes that can be carried in the wooden box , is",otro
33391,laxmi and prasanna set on a journey . laxmi moves northwards at a speed of 25 kmph and prasanna moves southward at a speed of 35 kmph . how far will be prasanna from laxmi after 60 minutes ?,otro
32051,"two trains of equal lengths take 12 sec and 20 sec respectively to cross a telegraph post . if the length of each train be 120 m , in what time will they cross other travelling in opposite direction ?",otro
24254,"Read this situation and answer: Using the information given, a tank is 25 m long 12 m wide and 6 m deep . the cost of plastering its walls and bottom at 25 paise per sq m is",otro
32354,"one pipe can fill a tank three times as fast as another pipe . if together the two pipes can fill tank in 36 min , then the slower pipe alone will be able to fill the tank in ?",otro
9741,a car travels at a speed of 75 miles per hour . how far will it travel in 5 hours ?,otro
812,"There is a problem about produced, both, male, female, reproductive; 1, 2, 3, 4; not sure which part is needed, find the answer.",otro
13517,"a , band c can do a piece of work in 11 days , 45 days and 55 days respectively , working ... with 11, 45, 55. The question is missing some details, answer it.",otro
8395,"audrey 4 hours to complete a certain job . ferris can do the same job in 3 hours . audrey and ferris decided to collaborate on the job , working at their respective rates . while audrey worked continuously , ferris took 6 breaks of equal length . if the two completed the job together in 2 hours , how many minutes long was each of ferris ’ breaks ?",otro
32028,"if 4 cats can kill 4 rats in 4 minutes , how long will it take 100 cats to kill 100 rats ?",otro
14697,"in a garden , there are 10 rows and 12 columns of mango trees . the distance between the two trees is 2 metres and a distance of one metre is left from all sides of the boundary of the garden . what is the length of the garden ?",otro
22331,amar takes as much time in running 12 meters as a car takes in covering 48 meters . what will be the distance covered by amar during the time the car covers 1.6 km ?,otro
5252,"a , band c can do a piece of work in 11 days , 20 days and 20 days respectively , working alone . how soon can the work be done if a is assisted by band c on alternate days ?",otro
3972,9 men working 8 hours per day dig 30 m deep . how many extra men should be put to dig to a depth of 50 m working 6 hours per day ?,otro
5848,"if 36 men can do a piece of work in 25 hours , in how mwny hours will 15 men do it ?",otro
24216,"two pipes a and b can fill a tank in 6 and 12 minutes respectively . if both the pipes are used together , then how long will it take to fill the tank ?",otro
34776,14 men can complete a piece of work in 32 days . in how many days can 16 men complete that piece of work ?,otro
29583,the diameter of a wheel is 0.7 m . how far will it travel in 200 revolutions,otro
23021,"Read this situation and answer: Using the information given, in what time will a train 100 meters long cross an electric pole, if its speed is 360 km / hr",otro
22888,the ratio of the capacity to do work of a and b is 3 : 2 . if they together can complete. Then answer it somehow from the given data.,otro
5504,"p is able to do a piece of work in 10 days and q can do the same work in 12 days . if they can work together for 5 days , what is the fraction of work left ?",otro
30481,a train is 360 meter long is running at a speed of 50 km / hour . in what time will it pass a bridge of 140 meter length .,otro
30548,"it is the new year and mandy has made a resolution to lose weight this year . she plans to exercise and do yoga . for exercise she plans to workout at the gym and ride her bicycle in the ratio of 2 : 3 everyday . she will also do yoga in the ratio , yoga : exercise = 2 : 3 . if she rides her bike for 12 minutes , how much time will she spend doing yoga ? ( rounded to minutes )",otro
21198,"an aeroplane covers a certain distance at a speed of 120 kmph in 4 hours . to cover the same distance in 1 2 / 3 hours , it must travel at a speed of :",otro
7940,steve traveled the first 2 hours of his journey at 55 mph and the remaining 3 hours of his journey at 80 mph . what is his average speed for the entire journey ?,otro
4214,"a work crew of 6 men takes 8 days to complete one - half of a job . if 9 men are then added to the crew and the men continue to work at the same rate , how many days will it take the enlarged crew to do the rest of the job ?",otro
36245,"Using 20, 6 and the thing about distance, steve, house, work, back, choose or calculate the answer.",otro
20740,"a can complete a work in 18 days and b can do the same work in 10 days . if a after doing 3 days , leaves the work , find in how many days b will do the remaining work ?",otro
35502,"worker a takes 8 hours to do a job . worker b takes 6 hours to do the same job . how long it take both a & b , working together but independently , to do the same job ?",otro
33543,"a and b can do a piece of work in 10 days , b and c in 15 days , c and a in 12 days . how long will c take to do it ?",otro
30462,a train 200 meters long is running with a speed of 60 kmph . in what time will it pass a man who is running at 6 kmph in the direction opposite to that in which the train is going ?,otro
1126,The Sun transforms matter into energy through nuclear fusion. What can be inferred about the Sun from this fact? (A) The Sun is losing mass and hydrogen. (B) The Sun is losing volume and hydrogen. (C) The Sun is losing mass and helium. (D) The Sun is losing volume and helium.,otro
31980,a car is running at a speed of 120 kmph . what distance will it cover in 12 sec ?,otro
8,"Plants use sunlight to make (A) soil. ... with some numbers. The question is missing some details, answer it.",otro
2356,"When a volcano erupts, new lava is deposited on the slopes of the volcano. After the lava cools and hardens, which types of organisms will most likely be the first to live on the new material? (A) large reptiles and amphibians (B) small birds and mammals (C) mosses and lichens (D) bushes and vines",otro
17213,"a train 125 m long passes a man , running at 8 km / hr in the same direction in which the train is going , in 10 sec . the speed of the train is ?",otro
1369,"Using two and the thing about statement, about, gravity, written, reason, choose or calculate the answer.",otro
11057,"every day daniel drives 96 miles back from work . on sunday , daniel drove all the way back from work at a constant speed of x miles per hour . on monday , daniel drove the first 32 miles back from work at ( 2 x ) miles per hour , and the rest of the way at ( x / 2 ) miles per hour . the time it took daniel to drive back from work on monday is longer than the time it took him to drive back from work on sunday by what percent ?",otro
1405,"a fill pipe can fill 1 / 4 of cistern in 16 minutes . in how many minutes , it can fill 3 / 4 of the cistern ?",otro
28508,"john took a bus from home to market , that travels at 50 kmph . while walking back at 5 kmph , halfway through , he suddenly realized he was getting late and he cycled back the remaining distance in 35 kmph . find the average speed .",otro
35438,what is the probability of randomly selecting an arrangement of the letters of the word ` ` mediterranean ' ' in which the first letter is e and the last letter is r ?,otro
33073,"In this situation: walking at 5 / 6 th of its usual speed a cab is 5 mnts late .. With 5 / 6, 5, what should be calculated?",otro
1307,A shift in climate changes a forested area with little annual snowfall to an area with snowfall most of the year. Natural selection would most likely favor a rabbit with which adaptation? (A) dark coat color (B) increased body fat (C) large ears to release body heat (D) more powerful legs for burrowing,otro
29625,"a and b can do a work in 8 days , b and c can do the same work in 12 days . a , b and c together can finish it in 6 days . a and c together will do it in how many days ?",otro
8745,"a man sitting in a train which is traveling at 50 kmph observes that a goods train , traveling in opposite direction , takes 9 seconds to pass him . if the goods train is 280 m long , find its speed . ?",otro
4967,the speed of the boat in still water in 12 kmph . it can travel downstream through 54 kms in 3 hrs . in what time would it cover the same distance upstream ?,otro
21637,"a cubical tank is filled with water to a level of 2 feet . if the water in the tank occupies 32 cubic feet , to what fraction of its capacity is the tank filled with water ?",otro
1127,Which job is done in Virginia only during the fall season? (A) Picking apples (B) Feeding animals (C) Selling clothes (D) Building houses,otro
5150,a train running at the speed of 50 km / hr crosses a post in 4 seconds . what is the length of the train ?,otro
20122,two mba admissions committees are to be formed randomly from 6 second year mbas with 3 members each . what is the probability e that jane will be on the same committee as albert ?,otro
610,"About living, organisms, certain, needs, order: All living organisms have certain needs in order to stay alive. Which is most necessary for. Find the result from the information, although some parts are not explicit.",otro
25360,"a factory produces 5505 toys per week . if the workers at this factory work 5 days a week and if these workers make the same number of toys everyday , how many toys are produced each day ?",otro
10812,"working, jose, jane, complete, assigned. Numbers: 12, 48. What is it?",otro
30103,mahesh can do a piece of work in 35 days . he works at it for 20 days and then rajesh finished it in 30 days . how long will y take to complete the work ?,otro
9208,"if the capacity of a cylindrical tank is 1848 m 3 and the diameter of its base is 14 m , then find the depth of the tank .",otro
7049,a and b together can do a work in 7 days . if a alone can do it in 56 days . in how many days can b alone do it ?,otro
2990,a is half good a work man as b and together they finish a job in 14 days . in how many days working alone b finish the job ?,otro
27315,"working at a constant rate , p can finish a job in 4 hours . q , also working at a constant rate , can finish the same job in 15 hours . if they work together for 3 hours , how many more minutes will it take p to finish the job , working alone at his constant rate ?",otro
25340,"if the l . c . m of two numbers is 750 and their product is 18750 , find the h . c . f of the numbers",otro
23586,"a 600 meter long train crosses a signal post in 40 seconds . how long will it take to cross a 18 kilometer long bridge , at the same speed ?",otro
27410,"one hour after yolanda started walking from x to y , a distance of 24 miles , bob started walking along the same road from y to x . if yolanda ' s walking rate was 3 miles per hour and bob т ' s was 4 miles per hour , how many miles had bob walked when they met ?",otro
23979,a cistern 6 m long and 4 m wide contains water up to a depth of 1 m 25 cm . the total area of the wet surface is :,otro
25861,a 400 meter long train crosses a platform in 45 seconds while it crosses a signal pole in 30 seconds . what is the length of the platform ?,otro
26747,"a is half good a work man as b and together they finish a job in 15 days . in how many, approximately, days working alone b finish the job ?",otro
24963,"two interconnected , circular gears travel at the same circumferential rate . if gear a has a diameter of 40 centimeters and gear b has a diameter of 50 centimeters , what is the ratio of the number of revolutions that gear a makes per minute to the number of revolutions that gear b makes per minute ?",otro
18079,"3 pumps , working 8 hours a day , can empty a tank in 2 days . how many hours a day must 8 pumps work to empty the tank in 1 day ?",otro
25232,Read this situation and answer: . a car covers a distance of 742 km in 7 hours . try to find its speed ?,otro
9109,stacy has a 63 page history paper due in 3 days . how many pages per day would she have to write to finish on time ?,otro
846,Studies of earthquake waves have helped scientists determine the (1) structure of Earth's interior (2) depth of the oceans (3) cause of dinosaur extinction (4) age of Earth,otro
11235,kim finds a 3 - meter tree branch and marks it off in thirds and fifths . she then breaks the branch along all the markings and removes one piece of every distinct length . what fraction of the original branch remains ?,otro
935,Which of these cell parts store genetic instructions for the entire organism and transfers them from one generation to the next? (A) chloroplasts (B) mitochondria (C) DNA molecules (D) nuclear membranes,otro
226,"safety, procedure, student, follow, thermometer. Numbers: some numbers. What is it?",otro
27684,"1000 men have provisions for 15 days . if 200 more men join them , for how many days will the provisions last now ?",otro
12884,what is the probability of randomly selecting one of the shortest diagonals from all the diagonals of a regular hexagon ?,otro
23579,"two pipes can fill the cistern in 10 hr and 12 hr respectively , while the third empty it in 20 hr . if all pipes are opened simultaneously , then the cistern will be filled in",otro
12572,"Based on the story, Using the information given, a man can row at 6 kmph in still water . if the velocity of current is 2 kmph and it takes him 2 hour to row to a place and come back, how far is the place ?",otro
36986,"calculate the time it will take for a full tank of water to become completely empty due to a leak given that the tank could be filled in 10 hours , but due to the leak in its bottom it takes 11 hours to be filled ?",otro
15586,"the area of a square field 3136 sq m , if the length of cost of drawing barbed wire 3 m around the field at the rate of rs . 1.20 per meter . two gates of 1 m width each are to be left for entrance . what is the total cost ?",otro
9047,"12 welders work at a constant rate they complete an order in 8 days . if after the first day , 9 welders start to work on. Then answer it somehow from the given data.",otro
37222,b takes 12 more days than a to finish a task . b and a start this task and a leaves the task 12 days before the task is finished . b completes 60 % of the overall task . how long would b have taken to finish the task if he had worked independently ?,otro
12077,"8 men can do a piece of work in 12 days . 4 women can do it in 48 days and 10 children can do it in 24 days . in how many days can 18 men , 4 women and 10 children together complete the piece of work ?",otro
10243,a 280 m long train running at the speed of 120 km / hr crosses another train running in opposite direction at the speed of 80 km / hr in 9 sec . what is the length of the other train ?,otro
24632,"to fill a tank , 42 buckets of water is required . how many buckets of water will be required to fill the same tank if the capacity of the bucket is reduced to two - fifths of its present ?",otro
35,"When white, fluffy clouds appear in Massachusetts, the weather that day will MOST LIKELY be (A) fair. (B) stormy. (C) foggy. (D) rainy.",otro
19251,"Read this situation and answer: Using the information given, the sum of four consecutive even numbers is 292 . what would be the smallest number ?",otro
8646,"to fill a tank , 200 buckets of water is required . how many buckets of water will be required to fill the same tank if the capacity of the bucket is reduced to four - fifths of its present ?",otro
1489,Which of these occurs when the North Pole is tilted toward the Sun and the United States has the most daylight hours of the year? (A) summer solstice (B) winter solstice (C) spring equinox (D) fall equinox,otro
9264,a policeman noticed a criminal from a distance of 180 km . the criminal starts running and the policeman chases him . the criminal and the policeman run at the rate of 8 km and 10 km per hour respectively . what is the distance between them after 3 minutes ?,otro
9832,"train e and f , 455 miles apart , are traveling toward each other at constant rates and in the same time zone . if train e left at 4 pm traveling at a speed of 60 miles per hour , and train f left at 5 : 45 pm and traveling at 45 miles per hour , then at what time would they pass each other ?",otro
2109,What does a light-year measure? (A) time (B) mass (C) distance (D) brightness,otro
18720,"the radius of a cone is 8 m , height 6 m . find the slant height ?",otro
35848,"a man rows his boat 90 km downstream and 40 km upstream , taking 2 1 / 2 hours each time . find the speed of the stream ?",otro
27629,"In this situation: suresh can complete a job in 15 hours .. With 15, 25, 9, what should be calculated?",otro
37892,"if 9 engines consume 24 metric tonnes of coal , when each is working 8 hoursday , bow much coal will be required for 8 engines , each running 13 hours a day , it being given that 3 engines of former type consume as much as 4 engines of latter type ?",otro
1089,Which of these includes Earth? (A) the asteroid belt (B) the Andromeda Galaxy (C) the solar system (D) the Eagle Nebula,otro
35160,"while driving from a - ville to b - town , harriet drove at a constant speed of 100 kilometers per hour . upon arriving in b - town , harriet immediately turned and drove back to a - ville at a constant speed of 150 kilometers per hour . if the entire trip took 5 hours , how many minutes did it take harriet to drive from a - ville to b - town ?",otro
13383,"Using 288, 32, 2 and the thing about motorcyclist, goes, bombay, pune, distance, choose or calculate the answer.",otro
2808,"a man sitting in a train which is travelling at 100 kmph observes that a goods train , travelling in opposite direction , takes 9 seconds to pass him . if the goods train is 280 m long , find its speed ?",otro
25126,"a rectangular lawn 55 m by 35 m has two roads each 4 m wide running in the middle of it . ... with 55, 35, two, 4, one. The question is missing some details, answer it.",otro
19317,"Read this situation and answer: a man sitting in a train which option seems to be is traveling at 60 kmph observes that a goods train, traveling in opposite direction, takes 9 seconds to pass him . if the goods train is 280 m long, find its speed . ?",otro
11766,"About cars, driving, toward, other, first: two cars are driving toward each other . the first car is traveling at a speed of 60 km / h , which is 25 % slower than the second. Find the result from the information, although some parts are not explicit.",otro
1978,The hypothesis of an expanding universe required which type of validation before being accepted as a significant part of scientific theory? (A) a controlled single-variable laboratory test (B) support through evidence from numerous observations (C) proposal of alternative explanations with predictive value (D) a full-scale replication of each event in the proper sequence,otro
24676,"In this situation: in a 400 m race , a covers the distance in 60 seconds and b in 100 second .. With 400, 60, 100, what should be calculated?",otro
2953,"find the probability that a number selected from numbers 1 , 2 , 3 , . . . , 30 is a prime number , when each of the given numbers is equally likely to be selected ?",otro
4863,"the length of the bridge , which a train 500 metres long and travelling at 42 km / hr can cross in 60 seconds , is ?",otro
7722,"by travelling at 60 kmph , a person reaches his destination on time . he covered two - third the total distance in one - third of the total time . what speed should he maintain for the remaining distance to reach his destination on time ?",otro
9695,"a train 280 m long , running with a speed of 72 km / hr will pass a tree in",otro
13479,two goods trains each 500 m long are running in opposite directions on parallel tracks . their speeds are 60 km / hr and. Then answer it somehow from the given data.,otro
26295,"a train 240 m long , running with a speed of 108 km / hr will pass a tree in ?",otro
22383,"a student traveled 25 percent of the distance of the trip alone , continued another 20 miles with a friend , and then finished the last half of the trip alone . how many miles long was the trip ?",otro
32205,"In this situation: on a map , 1.5 inches represent 24 miles .. With 1.5, 24, 45, 1, what should be calculated?",otro
10552,a vessel of capacity 90 litres is fully filled with pure milk . nine litres of milk is removed from the vessel and replaced with water . nine litres of the solution thus formed is removed and replaced with water . find the quantity of pure milk in the final milk solution ?,otro
15079,"if 20 men can build a water fountain 56 metres long in 21 days , what length of a similar water fountain can be built by 35 men in 3 days ?",otro
8603,"at steel factory , each employee working the second shift produced 2 / 3 as many widgets as each employee working the first shift . if the first shift has 3 / 4 as many employees , what fraction of the total widgets did the second shift produce ?",otro
7543,what is the speed of the stream if a canoe rows upstream at 6 km / hr and downstream at 12 km / hr,otro
17631,a train 120 m long crosses a platform with a speed of 60 kmph in 15 sec ; find the length of the platform ?,otro
27347,"kim has 6 pairs of shoes ; each pair is a different color . if kim randomly selects 2 shoes without replacement from the 12 shoes , what is the probability that she will select 2 shoes of the same color ?",otro
540,The molecule ATP is composed of elements commonly found in organic molecules. Which of the following is one of these elements? (A) aluminum (B) calcium (C) phosphorus (D) tin,otro
