prompt,response_1,calificacion_response_1,response_2,calificacion_response_2,response_3,calificacion_response_3,response_4,calificacion_response_4
"Prepare a single moderate word problem that can be solved with one equation for a primary school student learning advanced topics in the context of a school library, using a letter for the unknown. Avoid unnecessary details. Use plain text only and provide no solution or explanation.","system
A librarian counted 30 books on the shelf. She added 15 more books to the collection. How many books are there now?",4,"system
A school library has 120 books on its shelves. If 30 more books are added to the collection, how many books will there be in total? Let x represent the number of books after adding.",1,"system
A library has 120 books on science. If 30 more books are added to the collection, how many books will there be in total?",3,"system
A school library has 120 books. If 30 more books are added to the collection, how many books will there be? Let x represent the number of new books added. What is the total number of books after adding the new ones?",2
"Make one easy question comparing two groups with a ratio for a young learner ready for a challenge in the context of a birthday party, without fractions or decimals. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","system
Which group has more people at the party: children or adults?",1,"system
Which group has more people at the party: 15 children or 20 adults?",2,"system
Which group has more people at the party: the children or the adults?",3,"system
Which group has more people at the party: 15 children or 20 adults?",4
"Prepare one simple simple LCM word problem for an upper elementary student in the context of a school library, using numbers from 2 to 10. Use whole numbers only. Use plain text only and provide no solution or explanation.","system
At the school library, there are 4 shelves of books. Each shelf has 5 different types of books: fiction, non-fiction, science, history, and poetry. If each type of book is equally distributed across all shelves, how many books of each type are on each shelf?",1,"system
At the end of the year, there were 36 books on the shelf in the children's section of the library. The librarian noticed that if she grouped them into sets of 4, there was always 2 left over. How many books could be added to the shelf without leaving any remainder when divided by 4?",4,"system
At the school library, there are 3 shelves of books. Shelf A has 4 books about animals, Shelf B has 5 books about science, and Shelf C has 6 books about history. How many books are there in total on all three shelves?",2,"system
At the school library, there are 4 shelves of books. Each shelf has 5 different types of books: fiction, non-fiction, science, history, and poetry. If each type of book is equally distributed across all shelves, how many books of each type are on each shelf?",3
"Create a single slightly challenging question asking how many groups can be formed for a young math learner in the context of a sports day, using a simple sharing situation. Make the situation realistic. Give only the question as plain text. Do not include the solution.","system
How many different ways can 5 friends share 10 identical snacks equally?",2,"system
How many different ways can 5 friends share 10 identical snacks equally?",3,"system
How many different ways can 5 friends share 10 identical snacks equally?",4,"system
How many different ways can 10 students share 5 identical soccer balls among them if each student must receive at least one ball?",1
"Make a single easy geometry question about shape properties for a young math learner in the context of a birthday party, using triangles and quadrilaterals. Avoid unnecessary details. Use plain text only and provide no solution or explanation.","system
What is the sum of interior angles in a triangle?",1,"system
What is the sum of interior angles of a triangle?",2,"system
What is the sum of interior angles in a triangle?",3,"system
What is the sum of interior angles in a triangle?",4
"Prepare a single slightly challenging addition question with three addends for a young math learner in the context of a family picnic, using numbers up to 100. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","system
At the family picnic, there were 35 sandwiches, 27 fruits, and 48 cookies. How many items were there altogether?",3,"system
At the family picnic, there were 35 sandwiches, 27 cookies, and 48 juice boxes. How many items were there altogether?",1,"system
At the family picnic, there were 35 cookies, 47 cupcakes, and 28 juice boxes. How many items were there altogether?",4,"system
At the family picnic, there were 35 sandwiches, 27 cookies, and 48 juice boxes. How many items were there altogether?",2
"Write one moderate addition question with three addends for a primary school student in the context of a school cafeteria, using numbers up to 100. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation.","system
What is the total number of apples, bananas, and oranges if there are 25 apples, 30 bananas, and 40 oranges available at the school cafeteria?",1,"system
What is the total cost if you buy 3 apples priced at $2 each, 4 bananas priced at $1 each, and 5 oranges priced at $3 each?",3,"system
What is the total number of apples, bananas, and oranges if there are 25 apples, 30 bananas, and 40 oranges available at the school cafeteria?",2,"system
What is the total cost if you buy 3 apples priced at $2 each, 4 bananas priced at $1 each, and 5 oranges priced at $3 each?",4
"Write one basic missing-number equation for a young learner ready for a challenge in the context of a birthday party, using a letter for the unknown. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","system
What number should replace the blank to make this true: 3 + ? = 7?",4,"system
What number should replace the blank to make this true: 5 + __ = 10?",1,"system
What number should replace the blank to make this true: 5 + __ = 10?",2,"system
What is the number that comes right after 5?",3
"Create a single easy question using one unknown value for a young learner ready for a challenge in the context of a toy store, using subtraction. Use familiar vocabulary. Give only the question as plain text. Do not include the solution.","system
What is 15 minus 7?",1,"system
What is 15 minus 7?",2,"system
What is 15 minus 7?",3,"system
What is 15 minus 7?",4
"Write a single basic question asking how much more one group has for an elementary student in the context of a sports day, with a short real-life situation. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.",system How many extra points did Team Alpha score compared to Team Beta during their relay race at the school's annual sports day?,3,system How many more gold medals did Team Alpha win compared to Team Beta at the school sports day?,1,system How many more gold medals did Team Alpha win compared to Team Beta at the school sports day?,2,system How many additional points did Team Alpha score compared to Team Beta during their relay race at the school sports day?,4
"Prepare one basic question about taking away for a student learning basic mathematics in the context of a book fair, using a comparison situation. Make the situation realistic. Return only the question in plain text, with no answer or explanation.","system
What is an efficient way to take away 3 books from a shelf that currently has 15 books?",1,"system
What is an efficient way to take away 3 books from a shelf that currently has 15 books?",2,"system
How can you calculate the total number of books taken away from a display if each shelf has 15 books and there are 8 shelves?",3,"system
How can you calculate the total savings if you buy 3 books at $15 each and then return 2 books that cost $10 each?",4
"Generate one simple question about adding two quantities for a young math learner in the context of a music class, using one missing addend. Avoid unnecessary details. Output only the question in text form, without hints or an answer.","system
What is 3 + ? = 5?",1,"system
What is 3 + ? = 5?",2,"system
What is 3 + ? = 5?",3,"system
What is 3 + ? = 7?",4
"Create a single moderate question about finding a total and then what remains for a young math learner in the context of a science fair, using numbers up to 50. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation.","system
How much money is left after buying 12 science project kits that cost $3 each at a science fair?",1,"system
How much money is left after buying a $15 poster and a $25 gadget if you have $70?",4,"system
How much money is left if you spend $23 on materials and have $47 saved?",3,"system
How much money is left after buying a $25 science project kit and spending $18 on materials?",2
"Generate one basic question asking how much more one group has for a young math learner in the context of a school library, with equal values as one possible result. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution.","system
How many books does Group A have if Group B has 20 books and each group has an equal number of books?",1,"system
How many books does Group A have if Group B has 20 books and each group has an equal number of books?",2,"system
How many books does Group A have if Group B has 20 books and Group A has twice as many?",3,"system
How many books does Group A have if Group B has 20 books and each group has an equal number of books?",4
"Make a single basic question about perimeter for an upper elementary student in the context of a bus trip, about identifying a shape. Use familiar vocabulary. Give only the question as plain text. Do not include the solution.","system
What is the perimeter of a rectangle if its length is 12 meters and width is 5 meters?",2,"system
What is the perimeter of a rectangle if its length is 10 meters and width is 5 meters?",3,"system
What is the perimeter of a rectangular bus stop that measures 10 meters long and 5 meters wide?",1,"system
What is the perimeter of a rectangle with length 10 meters and width 5 meters?",4
"Create a single slightly challenging simple number-pattern question for an upper elementary student in the context of a school library, using multiplication. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation.","system
In the school library, there are 5 shelves of books. Each shelf has 12 books on it. How many books are there in total?",1,"system
In the school library, there are 4 shelves of books. Each shelf has 5 rows of books, and each row contains 12 books. How many books are there in total in the library?",2,"system
In the school library, there are 5 shelves of books. Each shelf has 12 books on it. How many books are there in total?",3,"system
In the school library, there are 5 shelves of books. Each shelf has 12 books on it. How many books are there in total?",4
"Generate one moderate question using repeated addition for an upper elementary student in the context of a classroom, using one-digit factors. Make the situation realistic. Output only the question in text form, without hints or an answer.","system
If Sarah has 5 bags of marbles and each bag contains 3 marbles, how many marbles does Sarah have in total?",2,"system
At the school fair, there are 5 booths selling lemonade. Each booth makes 3 cups of lemonade every hour. How many cups of lemonade will be made in total after 2 hours?",3,"system
If Sarah has 5 bags of marbles and each bag contains 3 marbles, how many marbles does Sarah have in total?",4,"system
There are 5 groups of students in the classroom. Each group has 3 students. How many students are there in total?",1
"Make a single basic question about choosing the correct time for an elementary student in the context of a music class, using an afternoon activity. Make all needed information explicit. Give only the question as plain text. Do not include the solution.","system
What is the best time of day to schedule an after-school music class for elementary students?",1,"system
When should an elementary school student participate in an after-school music class on a Wednesday afternoon?",3,"system
When should an elementary school student choose to participate in an after-school music class on a Thursday afternoon?",4,"system
What is the best time of day to schedule an after-school music class for elementary students?",2
"Write a single moderate division word problem for a student learning basic mathematics in the context of a toy store, using a dividend below 100. Make the situation realistic. Return one question only, written as plain text.","system
Question: A toy store is organizing its inventory and needs to divide 75 toys equally among 5 different shelves. How many toys will each shelf receive?",1,"system
At the local toy store, there are 75 toys on display. If each shelf can hold 9 toys, how many shelves will be needed to display all the toys?",2,"system
At the local toy store, there are 45 toys on display. If each shelf holds 9 toys, how many shelves does the store need to display all the toys?",3,"system
At the local toy store, there are 67 toys on display. If each shelf holds 9 toys, how many shelves are needed to display all the toys?",4
"Create one slightly challenging simple GCD word problem for a young learner ready for a challenge in the context of a community park, using an equal-row situation. Avoid unnecessary details. Return one question only, written as plain text.","system
A gardener wants to plant flowers in rows such that each row has the same number of flowers and no flower is left out. If she plants 120 flowers and decides to make 8 rows, how many flowers will be in each row?",2,"system
A community park has 12 benches arranged in rows such that each row contains the same number of benches. If there are no empty spots and all benches must be used, what is the greatest number of benches that can be placed in each row?",1,"system
A gardener wants to plant flowers in rows such that each row has the same number of flowers and no flower is left over. If she plants 120 flowers and decides to make 5 rows, how many flowers will be in each row?",3,"system
A gardener wants to plant flowers in rows such that each row has the same number of flowers and no flower is left over. If she plants 120 flowers and decides to make 8 rows, how many flowers will be in each row?",4
"Write a single basic question about equal sharing for a young math learner in the context of a playground, with a small remainder. Use one direct question at the end. Return one question only, written as plain text.","system
How can you share 13 apples equally among 4 friends when there's a remainder?",3,"system
How can you divide 23 toys equally among 7 children so that each child gets an equal number of toys and there is no toy left over?",1,"system
How can you share 13 apples equally among 4 friends when there is a remainder?",4,"system
How can you divide 23 apples equally among 7 children so that each child gets an equal number of apples and there is exactly one apple left over?",2
"Create a single easy question about two repeating events for a young learner ready for a challenge in the context of a pet shelter, using numbers below 15. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","system
What is the difference between the number of cats and dogs currently at the pet shelter?",2,"system
How many more dogs than cats are there at the animal shelter if there are currently 8 puppies and 6 kittens?",1,"system
What is the difference between the number of cats and dogs at the pet shelter?",3,"system
What is the difference between the number of cats and dogs currently at the pet shelter?",4
"Create one simple question about area for an elementary student in the context of a classroom, without using a diagram. Use one direct question at the end. Return one question only, written as plain text.","system
What is the formula to calculate the area of a rectangle?",1,"system
What is the formula to calculate the area of a rectangle?",2,"system
What is the formula to calculate the area of a rectangle?",3,"system
What is the area of a rectangle with length 5 meters and width 3 meters?",4
"Prepare a single moderate subtraction question with a missing number for an upper elementary student in the context of a beach visit, with no borrowing. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","system
How many shells did they collect if they started with 15 and ended up with 7?",1,"system
How many shells did they collect if they started with 15 and collected 7 more?",2,"system
At the beach, there were 15 seashells collected. If you find 7 more seashells, how many seashells will you have?",3,"system
How many shells did they collect if they started with 15 and collected 7 more?",4
"Create one slightly challenging question that requires finding a total for a student learning basic mathematics in the context of a community park, with no regrouping. Use familiar vocabulary. Return one question only, written as plain text.","system
What is the sum of 345 and 678?",4,"system
What is the total number of trees and benches if there are 12 oak trees and 8 maple trees, and 5 benches?",2,"system
What is the total number of trees and benches combined if there are 15 oak trees and 20 bench areas?",1,"system
A student is planning a picnic at the community park and needs to calculate the total cost of supplies. They need 3 sandwiches costing $2 each, 4 bottles of water priced at $1 each, and 5 bags of chips priced at $0.75 each. What is the total amount they will spend?",3
"Make a single basic question about perimeter for a primary school student in the context of a bakery, about finding one missing side length. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation.","system
What is the perimeter of a rectangular baking tray if its length is 12 inches and width is 8 inches?",3,"system
What is the perimeter of a rectangular baking tray if its width is 5 inches and its length is 10 inches?",4,"system
What is the perimeter of a square with sides measuring 5 inches if one side is missing?",1,"system
What is the perimeter of a square with sides measuring 5 inches if one side is missing?",2
"Make one simple question about making equal groups for an upper elementary student in the context of a farm, asking for the largest possible group size. Make the situation realistic. Return one question only, written as plain text.","system
How many chickens and rabbits could you put into 5 equal groups if each group must have at least 10 animals?",1,"system
How can you divide the 30 chickens and 24 pigs equally among the largest possible group sizes on the farm?",2,"system
How can you divide 12 apples equally among your friends at the picnic without having any left over?",3,"system
How can you divide 12 apples equally among your friends so that each friend gets the same number of apples?",4
"Generate one simple short difference problem for a student learning basic mathematics in the context of a sports day, with no borrowing. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution.","system
Question: In the relay race, Team A has 4 laps to run, while Team B has 3 laps. How many more laps does Team A have compared to Team B?",1,"system
What is 5 more than 12?",4,"system
Question: In a relay race, Team A runs 3 laps around the track, while Team B runs 2 laps. How many more laps did Team A run compared to Team B?",2,"system
Question: In a relay race, Team A runs 3 laps around the track, while Team B runs 2 laps. How many more laps did Team A run compared to Team B?",3
"Prepare a single slightly challenging problem that requires two or three steps for a primary school student learning advanced topics in the context of a school cafeteria, combining geometry and arithmetic. Keep the question concise. Return only the question in plain text, with no answer or explanation.","user
A rectangular pizza has dimensions 12 inches by 8 inches. If you cut it into smaller rectangles each measuring 3 inches by 2 inches, how many slices can you get?",1,"user
A rectangular pizza is cut into 8 equal slices. If each slice represents one-eighth of the whole pizza, how many slices would there be if the total number of slices was doubled?",4,"system
A rectangular pizza has dimensions 12 inches by 8 inches. If you cut this pizza into 4 equal triangular slices, what is the area of each slice?",3,"user
A rectangular pizza is cut into 8 equal slices. If each slice represents an angle at the center of a circle, what is the measure of one angle?",2
"Generate a single simple question about area for a young math learner in the context of a camping trip, with measurements below 20 units. Keep the question concise. Output only the question in text form, without hints or an answer.","system
What is the total area covered by your tent and sleeping bag when you're setting up camp?",4,"system
What is the total area covered by two rectangular tents measuring 15 feet by 10 feet each?",1,"system
What is the total area covered by two rectangular tents measuring 15 feet by 8 feet each?",2,"system
What is the total area covered by two rectangular tents measuring 15 feet by 10 feet each?",3
"Create one slightly challenging question using one unknown value for a primary school student learning advanced topics in the context of a garden, using division with no remainder. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation.","system
In a beautiful garden, there are 48 flowers that need to be evenly planted along a path. If each section of the path is to have exactly 6 flowers, how many sections will the path be divided into?",1,"system
In a beautiful garden, there are 48 flowers that need to be evenly planted in rows. If each row must have exactly 6 flowers, how many rows will there be?",2,"system
If you have 48 flowers in your garden and you want to plant them equally in rows, how many flowers will be in each row if you decide to make 6 rows?",3,"system
If there are 24 flowers in the garden and each row has 6 flowers, how many rows of flowers are there?",4
"Prepare a single simple logic-based elementary math question for a young learner ready for a challenge in the context of a bus trip, combining time and addition. Use one direct question at the end. Use plain text only and provide no solution or explanation.","system
A bus trip lasts 2 hours. If it takes an additional 30 minutes to reach the destination after leaving the starting point, how many total hours does the bus trip take?",1,"system
A bus trip lasts 3 hours. If it takes 1 hour to reach the first stop and another 2 hours to reach the second stop, how many more minutes does the bus need to travel after reaching the second stop?",4,"system
A bus trip lasts 2 hours. If each stop takes 15 minutes, how many stops can be made during the trip?",2,"system
A bus trip lasts 3 hours. If it takes 15 minutes to reach each stop, how many stops can they make during this trip?",3
"Make one moderate question about adding two quantities for a primary school student in the context of a camping trip, using numbers up to 100. Use familiar vocabulary. Output only the question in text form, without hints or an answer.","system
What is the total number of items if we have 36 sandwiches and 48 juice boxes?",4,"system
What is the total number of items if we have 36 sandwiches and add 48 juice boxes?",1,"system
What is the total number of items if we have 35 sandwiches and add 47 cookies?",2,"system
What is the total number of items if we have 35 sandwiches and add 47 apples?",3
"Make a single basic question using one unknown value for a primary school student learning advanced topics in the context of a beach visit, using addition. Make the situation realistic. Return only the question in plain text, with no answer or explanation.","system
How many more seashells did you find at the beach compared to when we started counting?",3,"system
At the beach, there were 5 sandcastles built by Sarah and her friends. If each sandcastle is made up of 3 rows of 4 blocks, how many blocks did they use in total?",4,"system
At the beach, there were 5 sandcastles built by the children. If each child builds an additional 2 sandcastles, how many sandcastles will be at the beach?",1,"system
At the beach, there were 5 sandcastles built by the children. If each child built an additional 2 sandcastles, how many sandcastles would be at the beach then?",2
"Write a single slightly challenging short sum problem for a young math learner in the context of a playground, using one missing addend. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution.","system
At the playground, Sarah counted 15 swings. She noticed that there were twice as many slides as swings. How many more slides than swings did Sarah see?",2,"system
At the park, Sarah counted 15 swings. She saw 3 more swings than the slide. How many swings did she see?",4,"system
At the playground, there are 15 swings. How many swings are there if we know that adding 3 more would make it 18?",1,"system
At the park, Sarah counted 15 swings and 8 slides. She noticed that there were more swings than slides. How many more swings does Sarah see compared to slides?",3
"Make a single easy question asking which amount is larger for a primary school student in the context of a bus trip, using three quantities. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","system
What is greater: 50 meters, 2 kilometers, or 300 centimeters?",1,"system
What is greater: 10 meters, 5 kilometers, or 300 centimeters?",2,"system
Which is more: 50 meters, 2 kilometers, or 300 centimeters?",3,"system
Which is more: 10 apples, 5 oranges, or 7 bananas?",4
"Generate a single slightly challenging short sum problem for a young math learner in the context of a bus trip, using two-digit numbers. Make all needed information explicit. Output only the question in text form, without hints or an answer.","system
A bus travels 120 miles from City A to City B at an average speed of 60 mph. How long does it take for the bus to complete its journey?",4,"system
A bus travels from City A to City B and then returns to City A. The distance between the cities is 120 miles each way. If the bus travels at an average speed of 60 miles per hour on its outbound journey and 45 miles per hour on its return journey, what is the total time taken for the round trip?",1,"system
A bus travels from City A to City B and then returns to City A. The distance between the cities is 120 miles each way. If the bus travels at an average speed of 60 miles per hour on its outbound journey and 45 miles per hour on its return journey, what is the total travel time for the round trip?",2,"system
A bus travels from City A to City B and then returns to City A. The distance between City A and City B is 120 miles. If the bus travels at an average speed of 60 miles per hour on its way to City B and 45 miles per hour on its return journey, what is the total time taken for the round trip?",3
"Write one basic question about perimeter for an elementary student in the context of a playground, about finding one missing side length. Use whole numbers only. Output only the question in text form, without hints or an answer.","system
What is the total distance around the edge of a rectangular playground if each side measures 10 meters and one diagonal measures 12 meters?",1,"system
What is the total distance around the edge of a rectangular playground if each side measures 10 meters and there's a diagonal path that cuts through?",2,"system
What is the total distance around the edge of a rectangular playground if each side measures 10 meters and one diagonal measures 16 meters?",3,"system
What is the total distance around the edge of a rectangular playground if each side measures 10 meters and there's a diagonal path that cuts through?",4
"Create one simple question about equal groups for a primary school student in the context of a music class, using one-digit factors. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.","system
How many different ways can you divide 12 musical notes into equal groups?",1,"system
How many different ways can you divide 12 musical notes into equal groups?",2,"system
How many different ways can you divide 12 musical notes into equal groups?",3,"system
How many different ways can you divide 12 musical notes into equal groups?",4
"Create one slightly challenging greater-than or less-than question for an elementary student in the context of a community park, with a short real-life situation. Make all needed information explicit. Output only the question in text form, without hints or an answer.","system
Which is longer: the path from the playground to the pond, or the path from the picnic area to the sandbox?",4,"system
Which is taller: the oak tree that stands at 30 feet tall or the willow tree that reaches up to 25 feet?",2,"system
Which is longer: the walking path that goes around the playground (120 meters) or the jogging trail that runs through the flower garden (85 meters)?",3,"system
Which is longer: the walking path that goes around the big oak tree in the center of the park, or the shorter trail that leads to the playground?",1
"Create a single moderate question asking for a part-to-part ratio for an upper elementary student in the context of a sports day, using numbers below 10. Use familiar vocabulary. Use plain text only and provide no solution or explanation.","system
At the school's sports day, there were 3 relay races with 4 teams each participating. How many total teams participated?",1,"system
At the school's sports day, there were 3 relay races with 4 teams each. How many total teams participated?",2,"system
At the school sports day, there were 3 relay races with 4 teams each. How many total teams participated?",3,"system
At the school sports day, there were 3 relay races with 4 teams each. How many total teams participated?",4
"Generate one simple question asking which amount is larger for an upper elementary student in the context of a school cafeteria, using three quantities. Make the situation realistic. Give only the question as plain text. Do not include the solution.","system
Which is more: 2 apples and 3 oranges, or 4 bananas?",1,"system
Which of these amounts is larger: 3 kilograms of apples, 2 kilograms of oranges, or 400 grams of bananas?",2,"user
Which of these amounts of food is larger: 3 pounds of apples, 2 kilograms of oranges, or 5 liters of milk?",3,"system
Which is more: 2 pounds of apples, 3 kilograms of oranges, or 5 liters of water?",4
"Create one simple question using one unknown value for an upper elementary student in the context of a school cafeteria, with the unknown on the right side. Make all needed information explicit. Give only the question as plain text. Do not include the solution.","system
What is the total number of apples and oranges in the cafeteria if there are 12 apples and twice as many oranges?",1,"system
What is the total cost if 5 students each order a hamburger priced at $2 and a soda priced at $1?",4,"system
What is 3 times the number of apples sold today if they sold 120 apples?",2,"system
What is 3 times the number of apples in the apple display if there are 12 oranges?",3
"Write one slightly challenging addition word problem for an elementary student in the context of a family picnic, using three small whole numbers. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","system
At the family picnic, there were 3 sandwiches, 4 juice boxes, and 5 cookies. How many items were there in total?",1,"system
At the family picnic, there were 3 sandwiches, 2 juice boxes, and 4 cookies. How many items did they have altogether?",2,"system
At the family picnic, there were 3 sandwiches, 2 juice boxes, and 1 bag of chips. How many items did they have altogether?",3,"system
At the family picnic, there were 3 baskets of sandwiches. Each basket contained 4 sandwiches. How many sandwiches were there in total?",4
"Make a single simple mixed-operation problem with addition and subtraction for an elementary student in the context of a science fair, with exactly two operations. Make the situation realistic. Use plain text only and provide no solution or explanation.","system
At the school's science fair, there were 25 projects on display. If 10 projects won awards and each award-winning project received an additional 3 stickers as prizes, how many total stickers did all the winning projects receive?",4,"system
At the science fair, Sarah's project had 15 more points than John's. If John scored 30 points, how many total points did both have?",3,"system
At the Science Fair, there were 15 projects on display. If 7 more projects were added to the display area, how many projects would be on display then?",1,"system
At the Science Fair, there were 15 projects on display. If 7 more projects were added to the display area before closing time, how many projects would be displayed then?",2
"Make one simple question using repeated addition for a primary school student in the context of a book fair, with a product below 50. Use familiar vocabulary. Return one question only, written as plain text.","system
How many books can you buy if you add together 12 groups of 3 books each?",1,"system
How many books can you buy if you add together 12 groups of 4 books each?",2,"system
How many books can you buy if you add together 12 groups of 3 books?",3,"system
How many books can you buy if you add together 12 groups of 4 books each?",4
"Create one simple question asking for a part-to-part ratio for a young learner ready for a challenge in the context of a beach visit, using small whole numbers. Make all needed information explicit. Return one question only, written as plain text.","system
What is the ratio of sand to shells on the beach?",1,"system
What is the ratio of sand to shells on the beach?",2,"system
What is the ratio of sand to shells at the beach?",3,"system
What is the ratio of sand to shells at the beach?",4
"Generate one simple ratio word problem for an upper elementary student in the context of a classroom, using two types of objects. Keep the question concise. Output only the question in text form, without hints or an answer.","system
A classroom has 12 red chairs and 8 blue chairs. What is the ratio of red chairs to blue chairs?",1,"system
A classroom has 12 red chairs and 8 blue chairs. What is the ratio of red chairs to blue chairs?",2,"system
A classroom has 12 red chairs and 8 blue chairs. What is the ratio of red chairs to blue chairs?",3,"system
A classroom has 12 red chairs and 8 blue chairs. What is the ratio of red chairs to blue chairs?",4
"Write one moderate question about an equivalent ratio for a primary school student learning advanced topics in the context of a bakery, using two types of objects. Use whole numbers only. Give only the question as plain text. Do not include the solution.","system
How many chocolate cookies and vanilla cupcakes should be made if you want to keep the same ratio of chocolate cookies to vanilla cupcakes as 3:4?",1,"system
What is the equivalent ratio if you have 3 cups of flour and want to make cookies that require 2 cups of flour?",2,"system
What is the equivalent ratio if you have 3 cups of flour and want to make cookies that require 2 cups of flour?",3,"system
How many chocolate cookies would you need to make 12 batches if each batch requires 3 chocolate cookies?",4
"Generate a single slightly challenging question about a daily schedule for a student learning basic mathematics in the context of a garden, using quarter hours. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation.","system
How many quarter-hour intervals are there between 8:15 AM and 2:45 PM?",1,"system
How many quarter-hour intervals will there be between 8:15 AM and 4:30 PM if each interval represents one hour?",2,"system
How many quarter-hour intervals will pass between 9:15 AM and 10:45 AM?",4,"system
How many quarter-hour intervals will there be between 8:15 AM and 4:30 PM if each class lasts exactly one-quarter hour?",3
"Write one easy question asking for a part-to-part ratio for a young learner ready for a challenge in the context of a book fair, without fractions or decimals. Avoid unnecessary details. Return one question only, written as plain text.","system
What is the ratio of fiction books to non-fiction books on display at the book fair?",1,"system
What is the ratio of fiction books to non-fiction books at the book fair?",2,"system
What is the ratio of fiction books to non-fiction books on display at the book fair?",3,"system
What is the ratio of fiction books to non-fiction books on display at the book fair?",4
"Make one moderate elapsed-time word problem for a young math learner in the context of a classroom, using quarter hours. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","system
A class meeting lasts 30 minutes. How many quarter-hour intervals make up this duration?",4,"system
Lily spent 15 minutes on her homework and then took a 10-minute break before starting another task that lasted 25 minutes. How many total quarters of an hour did Lily spend on these activities?",1,"system
A class meeting starts at 2:15 PM and lasts for 45 minutes. What time does it end?",2,"system
A class meeting starts at 2:45 PM and lasts for 30 minutes. What time does the meeting end?",3
"Create one basic ratio word problem for a young learner ready for a challenge in the context of a playground, using small whole numbers. Make the situation realistic. Return only the question in plain text, with no answer or explanation.","system
At the school playground, there are 4 swings and 2 slides. If each swing can hold 1 child at a time and each slide can hold 2 children at a time, how many children can play on the swings and slides simultaneously?",1,"system
At the playground, there are 5 swings and 3 slides. If each swing can hold 2 children at once and each slide can hold 1 child at a time, how many children can play on the swings and slides together?",2,"system
At the school playground, there are 12 swings and 8 slides. If each swing can hold 2 students at once and each slide can hold 4 students at once, how many students can play on the swings and slides simultaneously?",4,"system
At the playground, there are 4 swings and 2 slides. If each swing can hold 1 child at a time and each slide can hold 2 children simultaneously, how many children can play on both the swings and slides together?",3
"Create a single easy short division fact problem for a student learning basic mathematics in the context of a beach visit, using a dividend below 50. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation.","system
What is 34 divided by 7?",1,"system
What is 34 divided by 7?",2,"system
What is 34 divided by 7?",3,"system
What is 36 divided by 4?",4
"Write a single simple short division fact problem for an elementary student in the context of a sports day, using divisors from 2 to 10. Make the situation realistic. Return only the question in plain text, with no answer or explanation.","system
How many laps does each runner need to complete if there are 45 laps around the track and 9 runners?",2,"system
How many laps does each athlete need to run if there are 45 laps around the track and they must share the distance equally among 9 athletes?",1,"system
How many 5-meter long ropes can you cut from a 45-meter long rope?",3,"system
How many 5-meter hurdles can fit into a 40-meter track?",4
