skill,prompt
algebra,Create a question that asks students to explain their reasoning about finding an unknown number in a simple equation. Use colored blocks. Make it moderate. Include the correct answer.
algebra,Generate a multiple-choice question with four options that asks students to identify and continue a simple numerical pattern related to colored blocks. Keep the question under 45 words.
algebra,Generate a true-or-false question with a brief explanation that asks students to check which value makes an equation true. Use marbles. Use simple vocabulary suitable for elementary students.
algebra,Generate a short word problem that asks students to check which value makes an equation true. Use birthday candles. Use simple vocabulary suitable for elementary students.
algebra,Write a short word problem with a missing value represented by a box or letter in a situation about notebooks. Use simple vocabulary suitable for elementary students.
algebra,Create a multiple-choice question with four options about finding an unknown number in a simple equation. Use classroom chairs. Make it very easy. Add one short hint.
algebra,Create a true-or-false question with a brief explanation using an equation such as x + a = b or x - a = b. Use garden plants. Include the correct answer.
algebra,Create a fill-in-the-blank question about finding an unknown number in a simple equation. Use stickers. Make it very easy. Avoid decimals and negative numbers.
algebra,Generate a fill-in-the-blank question that asks students to identify and continue a simple numerical pattern related to water bottles. Use whole numbers only.
algebra,Write a question that asks students to explain their reasoning with a missing value represented by a box or letter in a situation about school supplies. Make the numbers easy to calculate mentally.
algebra,Create a true-or-false question with a brief explanation about finding an unknown number in a simple equation. Use classroom chairs. Make it slightly challenging. Add one short hint.
algebra,Generate a fill-in-the-blank question that asks students to identify and continue a simple numerical pattern related to notebooks. Use whole numbers only.
algebra,Generate a real-life classroom problem that asks students to identify and continue a simple numerical pattern related to sports balls. Make the numbers easy to calculate mentally.
algebra,Write a simple challenge question with a missing value represented by a box or letter in a situation about garden plants. Avoid decimals and negative numbers.
algebra,Create a simple challenge question about finding an unknown number in a simple equation. Use garden plants. Make it very easy. Keep the question under 45 words.
algebra,"Create a multiple-choice question with four options using an equation such as x + a = b or x - a = b. Use bus passengers. Ask for a written answer, not a drawing."
algebra,"Create a short word problem using an equation such as x + a = b or x - a = b. Use sports balls. Ask for a written answer, not a drawing."
algebra,Create a question that asks students to explain their reasoning about finding an unknown number in a simple equation. Use bus passengers. Make it slightly challenging. Keep the question under 45 words.
algebra,Write a true-or-false question with a brief explanation where students translate a short situation about notebooks into a simple equation. Use simple vocabulary suitable for elementary students.
algebra,Write a simple challenge question with a missing value represented by a box or letter in a situation about coins. Use whole numbers only.
algebra,Create a question that asks students to explain their reasoning about finding an unknown number in a simple equation. Use classroom chairs. Make it easy. Add one short hint.
algebra,Create a simple challenge question about finding an unknown number in a simple equation. Use notebooks. Make it slightly challenging. Keep the question under 45 words.
algebra,Create a question that asks students to explain their reasoning about finding an unknown number in a simple equation. Use school supplies. Make it easy. Avoid decimals and negative numbers.
algebra,Generate a simple challenge question that asks students to check which value makes an equation true. Use birthday candles. Keep the question under 45 words.
algebra,Create a short word problem about finding an unknown number in a simple equation. Use cookies. Make it easy. Make the numbers easy to calculate mentally.
algebra,Create a multiple-choice question with four options using an equation such as x + a = b or x - a = b. Use marbles. Avoid decimals and negative numbers.
algebra,Write a question that asks students to explain their reasoning with a missing value represented by a box or letter in a situation about stickers. Add one short hint.
algebra,Create a fill-in-the-blank question using an equation such as x + a = b or x - a = b. Use birthday candles. Make the numbers easy to calculate mentally.
algebra,Write a simple challenge question with a missing value represented by a box or letter in a situation about stickers. Keep the question under 45 words.
algebra,Write a fill-in-the-blank question with a missing value represented by a box or letter in a situation about toy cars. Make the numbers easy to calculate mentally.
algebra,Create a real-life classroom problem about finding an unknown number in a simple equation. Use water bottles. Make it easy. Use simple vocabulary suitable for elementary students.
algebra,Create a short word problem about finding an unknown number in a simple equation. Use toy cars. Make it slightly challenging. Avoid decimals and negative numbers.
algebra,Write a question that asks students to explain their reasoning with a missing value represented by a box or letter in a situation about cookies. Use simple vocabulary suitable for elementary students.
algebra,"Create a question that asks students to explain their reasoning using an equation such as x + a = b or x - a = b. Use garden plants. Ask for a written answer, not a drawing."
algebra,Generate a real-life classroom problem that asks students to identify and continue a simple numerical pattern related to flowers. Keep the question under 45 words.
algebra,"Generate a question that asks students to explain their reasoning that asks students to check which value makes an equation true. Use pencils. Ask for a written answer, not a drawing."
algebra,Create a short word problem about finding an unknown number in a simple equation. Use pencils. Make it easy. Make the numbers easy to calculate mentally.
algebra,Create a multiple-choice question with four options about finding an unknown number in a simple equation. Use garden plants. Make it slightly challenging. Use whole numbers only.
algebra,Create a true-or-false question with a brief explanation about finding an unknown number in a simple equation. Use classroom chairs. Make it very easy. Keep the question under 45 words.
algebra,Create a two-step problem about finding an unknown number in a simple equation. Use fruit baskets. Make it easy. Use whole numbers only.
algebra,"Write a two-step problem with a missing value represented by a box or letter in a situation about cookies. Ask for a written answer, not a drawing."
algebra,"Create a fill-in-the-blank question using an equation such as x + a = b or x - a = b. Use toy cars. Ask for a written answer, not a drawing."
algebra,Create a true-or-false question with a brief explanation using an equation such as x + a = b or x - a = b. Use coins. Use whole numbers only.
algebra,Generate a simple challenge question that asks students to identify and continue a simple numerical pattern related to cookies. Use simple vocabulary suitable for elementary students.
algebra,"Generate a multiple-choice question with four options that asks students to identify and continue a simple numerical pattern related to toy cars. Ask for a written answer, not a drawing."
algebra,"Write a real-life classroom problem where students translate a short situation about toy cars into a simple equation. Ask for a written answer, not a drawing."
algebra,"Create a simple challenge question about finding an unknown number in a simple equation. Use cookies. Make it easy. Ask for a written answer, not a drawing."
algebra,Write a true-or-false question with a brief explanation with a missing value represented by a box or letter in a situation about garden plants. Use simple vocabulary suitable for elementary students.
algebra,Create a short word problem about finding an unknown number in a simple equation. Use marbles. Make it easy. Keep the question under 45 words.
algebra,Create a question that asks students to explain their reasoning about finding an unknown number in a simple equation. Use animals on a farm. Make it easy. Make the numbers easy to calculate mentally.
algebra,Create a fill-in-the-blank question about finding an unknown number in a simple equation. Use bus passengers. Make it very easy. Use whole numbers only.
algebra,Create a real-life classroom problem about finding an unknown number in a simple equation. Use classroom chairs. Make it easy. Avoid decimals and negative numbers.
algebra,Create a simple challenge question about finding an unknown number in a simple equation. Use birthday candles. Make it moderate. Avoid decimals and negative numbers.
algebra,Create a question that asks students to explain their reasoning about finding an unknown number in a simple equation. Use marbles. Make it moderate. Make the numbers easy to calculate mentally.
algebra,Create a two-step problem about finding an unknown number in a simple equation. Use coins. Make it very easy. Add one short hint.
algebra,"Create a real-life classroom problem about finding an unknown number in a simple equation. Use animals on a farm. Make it very easy. Ask for a written answer, not a drawing."
algebra,Create a multiple-choice question with four options using an equation such as x + a = b or x - a = b. Use animals on a farm. Make the numbers easy to calculate mentally.
algebra,Generate a multiple-choice question with four options that asks students to check which value makes an equation true. Use colored blocks. Avoid decimals and negative numbers.
algebra,Create a multiple-choice question with four options using an equation such as x + a = b or x - a = b. Use colored blocks. Use simple vocabulary suitable for elementary students.
algebra,Generate a fill-in-the-blank question that asks students to check which value makes an equation true. Use sports balls. Use whole numbers only.
algebra,Generate a multiple-choice question with four options that asks students to identify and continue a simple numerical pattern related to books. Use simple vocabulary suitable for elementary students.
algebra,Generate a simple challenge question that asks students to check which value makes an equation true. Use notebooks. Make the numbers easy to calculate mentally.
algebra,Create a short word problem about finding an unknown number in a simple equation. Use toy cars. Make it slightly challenging. Make the numbers easy to calculate mentally.
algebra,Generate a simple challenge question that asks students to check which value makes an equation true. Use colored blocks. Make the numbers easy to calculate mentally.
algebra,"Create a real-life classroom problem about finding an unknown number in a simple equation. Use coins. Make it easy. Ask for a written answer, not a drawing."
algebra,Create a real-life classroom problem using an equation such as x + a = b or x - a = b. Use stickers. Avoid decimals and negative numbers.
algebra,Create a true-or-false question with a brief explanation about finding an unknown number in a simple equation. Use flowers. Make it slightly challenging. Use whole numbers only.
algebra,Write a fill-in-the-blank question with a missing value represented by a box or letter in a situation about fruit baskets. Use simple vocabulary suitable for elementary students.
algebra,Write a short word problem with a missing value represented by a box or letter in a situation about school supplies. Use simple vocabulary suitable for elementary students.
algebra,Generate a multiple-choice question with four options that asks students to check which value makes an equation true. Use cookies. Make the numbers easy to calculate mentally.
algebra,Generate a two-step problem that asks students to identify and continue a simple numerical pattern related to coins. Add one short hint.
algebra,Generate a real-life classroom problem that asks students to check which value makes an equation true. Use coins. Avoid decimals and negative numbers.
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in school supplies. Make it slightly challenging. Add one short hint.
geometry,"Write a short word problem about symmetry, position, or spatial relationships using sports balls. Use whole numbers only."
geometry,Create a short word problem about identifying or comparing basic geometric shapes in toy cars. Make it slightly challenging. Use simple vocabulary suitable for elementary students.
geometry,"Write a simple challenge question about symmetry, position, or spatial relationships using water bottles. Use whole numbers only."
geometry,Create a fill-in-the-blank question where students calculate a simple perimeter using whole-number side lengths. Use coins. Use simple vocabulary suitable for elementary students.
geometry,"Write a short word problem that asks about sides, vertices, or angles of a basic shape. Connect it to animals on a farm. Use simple vocabulary suitable for elementary students."
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in flowers. Make it easy. Add one short hint.
geometry,"Create a real-life classroom problem about identifying or comparing basic geometric shapes in books. Make it moderate. Ask for a written answer, not a drawing."
geometry,Generate a real-life classroom problem about classifying a 2D or 3D shape using simple properties. Use school supplies. Make the numbers easy to calculate mentally.
geometry,Create a question that asks students to explain their reasoning where students calculate a simple perimeter using whole-number side lengths. Use recycling bins. Include the correct answer.
geometry,Create a simple challenge question where students calculate a simple perimeter using whole-number side lengths. Use cookies. Include the correct answer.
geometry,Create a simple challenge question where students calculate a simple perimeter using whole-number side lengths. Use colored blocks. Make the numbers easy to calculate mentally.
geometry,Create a short word problem about identifying or comparing basic geometric shapes in water bottles. Make it easy. Keep the question under 45 words.
geometry,"Create a two-step problem where students calculate a simple perimeter using whole-number side lengths. Use flowers. Ask for a written answer, not a drawing."
geometry,"Create a short word problem about identifying or comparing basic geometric shapes in water bottles. Make it slightly challenging. Ask for a written answer, not a drawing."
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in water bottles. Make it slightly challenging. Add one short hint.
geometry,"Write a simple challenge question about symmetry, position, or spatial relationships using books. Use whole numbers only."
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in books. Make it moderate. Add one short hint.
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in classroom chairs. Make it very easy. Use simple vocabulary suitable for elementary students.
geometry,"Write a real-life classroom problem that asks about sides, vertices, or angles of a basic shape. Connect it to toy cars. Include the correct answer."
geometry,Generate a short word problem about classifying a 2D or 3D shape using simple properties. Use animals on a farm. Add one short hint.
geometry,"Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in cookies. Make it very easy. Ask for a written answer, not a drawing."
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in books. Make it very easy. Make the numbers easy to calculate mentally.
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in water bottles. Make it slightly challenging. Make the numbers easy to calculate mentally.
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in classroom chairs. Make it slightly challenging. Avoid decimals and negative numbers.
geometry,Create a two-step problem where students calculate a simple perimeter using whole-number side lengths. Use garden plants. Avoid decimals and negative numbers.
geometry,"Write a real-life classroom problem about symmetry, position, or spatial relationships using animals on a farm. Include the correct answer."
geometry,"Write a two-step problem that asks about sides, vertices, or angles of a basic shape. Connect it to marbles. Add one short hint."
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in garden plants. Make it very easy. Use simple vocabulary suitable for elementary students.
geometry,"Create a two-step problem about identifying or comparing basic geometric shapes in water bottles. Make it easy. Ask for a written answer, not a drawing."
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in garden plants. Make it moderate. Keep the question under 45 words.
geometry,"Write a fill-in-the-blank question about symmetry, position, or spatial relationships using cookies. Avoid decimals and negative numbers."
geometry,"Write a question that asks students to explain their reasoning that asks about sides, vertices, or angles of a basic shape. Connect it to school supplies. Keep the question under 45 words."
geometry,Create a fill-in-the-blank question where students calculate a simple perimeter using whole-number side lengths. Use cookies. Include the correct answer.
geometry,"Write a question that asks students to explain their reasoning that asks about sides, vertices, or angles of a basic shape. Connect it to bus passengers. Avoid decimals and negative numbers."
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in school supplies. Make it slightly challenging. Avoid decimals and negative numbers.
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in pencils. Make it moderate. Add one short hint.
geometry,"Create a two-step problem where students calculate a simple perimeter using whole-number side lengths. Use cookies. Ask for a written answer, not a drawing."
geometry,Create a real-life classroom problem about identifying or comparing basic geometric shapes in water bottles. Make it easy. Add one short hint.
geometry,"Write a simple challenge question that asks about sides, vertices, or angles of a basic shape. Connect it to fruit baskets. Use simple vocabulary suitable for elementary students."
geometry,Create a real-life classroom problem about identifying or comparing basic geometric shapes in coins. Make it easy. Make the numbers easy to calculate mentally.
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in notebooks. Make it moderate. Use simple vocabulary suitable for elementary students.
geometry,Create a short word problem about identifying or comparing basic geometric shapes in animals on a farm. Make it moderate. Use simple vocabulary suitable for elementary students.
geometry,Create a true-or-false question with a brief explanation where students calculate a simple perimeter using whole-number side lengths. Use marbles. Include the correct answer.
geometry,"Write a question that asks students to explain their reasoning about symmetry, position, or spatial relationships using coins. Add one short hint."
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in notebooks. Make it very easy. Keep the question under 45 words.
geometry,"Write a two-step problem that asks about sides, vertices, or angles of a basic shape. Connect it to water bottles. Avoid decimals and negative numbers."
geometry,"Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in animals on a farm. Make it moderate. Ask for a written answer, not a drawing."
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in coins. Make it easy. Use whole numbers only.
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in recycling bins. Make it very easy. Include the correct answer.
geometry,"Write a true-or-false question with a brief explanation about symmetry, position, or spatial relationships using flowers. Keep the question under 45 words."
geometry,Create a short word problem about identifying or comparing basic geometric shapes in notebooks. Make it slightly challenging. Avoid decimals and negative numbers.
geometry,Create a true-or-false question with a brief explanation about identifying or comparing basic geometric shapes in colored blocks. Make it easy. Make the numbers easy to calculate mentally.
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in flowers. Make it slightly challenging. Use whole numbers only.
geometry,"Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in books. Make it moderate. Ask for a written answer, not a drawing."
geometry,Create a simple challenge question where students calculate a simple perimeter using whole-number side lengths. Use colored blocks. Use simple vocabulary suitable for elementary students.
geometry,"Generate a simple challenge question about classifying a 2D or 3D shape using simple properties. Use stickers. Ask for a written answer, not a drawing."
geometry,Create a real-life classroom problem about identifying or comparing basic geometric shapes in cookies. Make it very easy. Avoid decimals and negative numbers.
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in school supplies. Make it easy. Add one short hint.
geometry,Create a short word problem about identifying or comparing basic geometric shapes in stickers. Make it easy. Make the numbers easy to calculate mentally.
geometry,Generate a short word problem about classifying a 2D or 3D shape using simple properties. Use stickers. Use whole numbers only.
geometry,"Write a multiple-choice question with four options about symmetry, position, or spatial relationships using pencils. Use whole numbers only."
geometry,Create a true-or-false question with a brief explanation about identifying or comparing basic geometric shapes in school supplies. Make it easy. Avoid decimals and negative numbers.
geometry,Create a real-life classroom problem about identifying or comparing basic geometric shapes in fruit baskets. Make it very easy. Use whole numbers only.
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in classroom chairs. Make it very easy. Include the correct answer.
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in birthday candles. Make it moderate. Use simple vocabulary suitable for elementary students.
geometry,Create a multiple-choice question with four options where students calculate a simple perimeter using whole-number side lengths. Use stickers. Use whole numbers only.
geometry,Create a true-or-false question with a brief explanation where students calculate a simple perimeter using whole-number side lengths. Use colored blocks. Avoid decimals and negative numbers.
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in flowers. Make it moderate. Keep the question under 45 words.
geometry,Generate a true-or-false question with a brief explanation about classifying a 2D or 3D shape using simple properties. Use birthday candles. Use simple vocabulary suitable for elementary students.
geometry,Generate a two-step problem about classifying a 2D or 3D shape using simple properties. Use colored blocks. Keep the question under 45 words.
geometry,"Write a simple challenge question about symmetry, position, or spatial relationships using recycling bins. Include the correct answer."
geometry,Create a short word problem about identifying or comparing basic geometric shapes in birthday candles. Make it slightly challenging. Add one short hint.
geometry,Generate a short word problem about classifying a 2D or 3D shape using simple properties. Use animals on a farm. Keep the question under 45 words.
geometry,Generate a simple challenge question about classifying a 2D or 3D shape using simple properties. Use garden plants. Include the correct answer.
geometry,Create a question that asks students to explain their reasoning where students calculate a simple perimeter using whole-number side lengths. Use recycling bins. Avoid decimals and negative numbers.
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in sports balls. Make it easy. Include the correct answer.
geometry,Create a question that asks students to explain their reasoning where students calculate a simple perimeter using whole-number side lengths. Use sports balls. Make the numbers easy to calculate mentally.
geometry,Create a fill-in-the-blank question where students calculate a simple perimeter using whole-number side lengths. Use toy cars. Avoid decimals and negative numbers.
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in bus passengers. Make it moderate. Make the numbers easy to calculate mentally.
geometry,"Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in school supplies. Make it moderate. Ask for a written answer, not a drawing."
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in toy cars. Make it moderate. Use whole numbers only.
geometry,"Write a true-or-false question with a brief explanation about symmetry, position, or spatial relationships using stickers. Add one short hint."
geometry,Create a true-or-false question with a brief explanation about identifying or comparing basic geometric shapes in fruit baskets. Make it slightly challenging. Include the correct answer.
geometry,"Write a simple challenge question that asks about sides, vertices, or angles of a basic shape. Connect it to toy cars. Use whole numbers only."
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in notebooks. Make it moderate. Make the numbers easy to calculate mentally.
geometry,"Generate a two-step problem that asks students to distinguish between triangles, quadrilaterals, circles, cubes, and rectangular prisms. Use whole numbers only."
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in colored blocks. Make it slightly challenging. Avoid decimals and negative numbers.
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in marbles. Make it very easy. Use whole numbers only.
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in coins. Make it moderate. Use whole numbers only.
geometry,Create a real-life classroom problem about identifying or comparing basic geometric shapes in recycling bins. Make it easy. Include the correct answer.
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in cookies. Make it easy. Use simple vocabulary suitable for elementary students.
geometry,Create a true-or-false question with a brief explanation about identifying or comparing basic geometric shapes in stickers. Make it moderate. Add one short hint.
geometry,Create a fill-in-the-blank question where students calculate a simple perimeter using whole-number side lengths. Use birthday candles. Include the correct answer.
geometry,Generate a simple challenge question about classifying a 2D or 3D shape using simple properties. Use animals on a farm. Keep the question under 45 words.
geometry,"Write a question that asks students to explain their reasoning about symmetry, position, or spatial relationships using school supplies. Avoid decimals and negative numbers."
geometry,"Write a simple challenge question about symmetry, position, or spatial relationships using colored blocks. Include the correct answer."
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in toy cars. Make it slightly challenging. Make the numbers easy to calculate mentally.
geometry,"Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in notebooks. Make it very easy. Ask for a written answer, not a drawing."
geometry,Create a simple challenge question where students calculate a simple perimeter using whole-number side lengths. Use pencils. Use whole numbers only.
geometry,"Write a fill-in-the-blank question that asks about sides, vertices, or angles of a basic shape. Connect it to stickers. Use simple vocabulary suitable for elementary students."
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in birthday candles. Make it easy. Keep the question under 45 words.
geometry,Create a short word problem about identifying or comparing basic geometric shapes in birthday candles. Make it very easy. Use whole numbers only.
geometry,Create a two-step problem where students calculate a simple perimeter using whole-number side lengths. Use recycling bins. Avoid decimals and negative numbers.
geometry,"Create a short word problem about identifying or comparing basic geometric shapes in school supplies. Make it moderate. Ask for a written answer, not a drawing."
geometry,Create a short word problem where students calculate a simple perimeter using whole-number side lengths. Use sports balls. Avoid decimals and negative numbers.
geometry,Create a two-step problem where students calculate a simple perimeter using whole-number side lengths. Use pencils. Use simple vocabulary suitable for elementary students.
geometry,"Write a multiple-choice question with four options that asks about sides, vertices, or angles of a basic shape. Connect it to garden plants. Ask for a written answer, not a drawing."
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in birthday candles. Make it slightly challenging. Keep the question under 45 words.
geometry,Generate a simple challenge question about classifying a 2D or 3D shape using simple properties. Use classroom chairs. Use simple vocabulary suitable for elementary students.
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in coins. Make it slightly challenging. Keep the question under 45 words.
geometry,Create a real-life classroom problem where students calculate a simple perimeter using whole-number side lengths. Use flowers. Avoid decimals and negative numbers.
geometry,Generate a two-step problem about classifying a 2D or 3D shape using simple properties. Use flowers. Use simple vocabulary suitable for elementary students.
geometry,"Write a question that asks students to explain their reasoning that asks about sides, vertices, or angles of a basic shape. Connect it to animals on a farm. Include the correct answer."
geometry,Create a short word problem about identifying or comparing basic geometric shapes in sports balls. Make it easy. Use whole numbers only.
geometry,Generate a multiple-choice question with four options about classifying a 2D or 3D shape using simple properties. Use sports balls. Make the numbers easy to calculate mentally.
geometry,"Write a fill-in-the-blank question about symmetry, position, or spatial relationships using marbles. Include the correct answer."
geometry,"Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in fruit baskets. Make it slightly challenging. Ask for a written answer, not a drawing."
geometry,"Write a multiple-choice question with four options that asks about sides, vertices, or angles of a basic shape. Connect it to water bottles. Ask for a written answer, not a drawing."
geometry,Generate a simple challenge question about classifying a 2D or 3D shape using simple properties. Use cookies. Make the numbers easy to calculate mentally.
geometry,"Write a short word problem about symmetry, position, or spatial relationships using birthday candles. Keep the question under 45 words."
geometry,Generate a question that asks students to explain their reasoning about classifying a 2D or 3D shape using simple properties. Use books. Make the numbers easy to calculate mentally.
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in recycling bins. Make it slightly challenging. Use simple vocabulary suitable for elementary students.
geometry,"Write a question that asks students to explain their reasoning about symmetry, position, or spatial relationships using pencils. Avoid decimals and negative numbers."
geometry,"Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in birthday candles. Make it very easy. Ask for a written answer, not a drawing."
geometry,"Generate a multiple-choice question with four options that asks students to distinguish between triangles, quadrilaterals, circles, cubes, and rectangular prisms. Use simple vocabulary suitable for elementary students."
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in books. Make it slightly challenging. Add one short hint.
geometry,Create a real-life classroom problem about identifying or comparing basic geometric shapes in recycling bins. Make it very easy. Add one short hint.
geometry,"Write a multiple-choice question with four options that asks about sides, vertices, or angles of a basic shape. Connect it to notebooks. Keep the question under 45 words."
geometry,"Write a simple challenge question that asks about sides, vertices, or angles of a basic shape. Connect it to stickers. Ask for a written answer, not a drawing."
geometry,"Write a two-step problem about symmetry, position, or spatial relationships using water bottles. Use whole numbers only."
geometry,"Write a real-life classroom problem about symmetry, position, or spatial relationships using stickers. Ask for a written answer, not a drawing."
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in fruit baskets. Make it moderate. Keep the question under 45 words.
geometry,"Write a short word problem about symmetry, position, or spatial relationships using bus passengers. Keep the question under 45 words."
geometry,Create a multiple-choice question with four options where students calculate a simple perimeter using whole-number side lengths. Use recycling bins. Add one short hint.
geometry,Generate a question that asks students to explain their reasoning about classifying a 2D or 3D shape using simple properties. Use school supplies. Keep the question under 45 words.
geometry,Create a short word problem about identifying or comparing basic geometric shapes in cookies. Make it easy. Make the numbers easy to calculate mentally.
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in marbles. Make it very easy. Use simple vocabulary suitable for elementary students.
geometry,Create a multiple-choice question with four options where students calculate a simple perimeter using whole-number side lengths. Use stickers. Keep the question under 45 words.
geometry,"Create a real-life classroom problem where students calculate a simple perimeter using whole-number side lengths. Use school supplies. Ask for a written answer, not a drawing."
geometry,Create a short word problem about identifying or comparing basic geometric shapes in stickers. Make it moderate. Use simple vocabulary suitable for elementary students.
geometry,Generate a simple challenge question about classifying a 2D or 3D shape using simple properties. Use recycling bins. Make the numbers easy to calculate mentally.
geometry,Create a short word problem about identifying or comparing basic geometric shapes in recycling bins. Make it very easy. Use whole numbers only.
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in bus passengers. Make it easy. Include the correct answer.
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in flowers. Make it very easy. Add one short hint.
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in flowers. Make it very easy. Add one short hint.
geometry,Create a two-step problem where students calculate a simple perimeter using whole-number side lengths. Use bus passengers. Make the numbers easy to calculate mentally.
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in flowers. Make it very easy. Use simple vocabulary suitable for elementary students.
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in coins. Make it easy. Include the correct answer.
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in garden plants. Make it moderate. Use simple vocabulary suitable for elementary students.
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in marbles. Make it easy. Use whole numbers only.
geometry,"Write a real-life classroom problem that asks about sides, vertices, or angles of a basic shape. Connect it to books. Ask for a written answer, not a drawing."
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in fruit baskets. Make it easy. Add one short hint.
geometry,"Write a true-or-false question with a brief explanation about symmetry, position, or spatial relationships using toy cars. Avoid decimals and negative numbers."
geometry,Create a true-or-false question with a brief explanation about identifying or comparing basic geometric shapes in water bottles. Make it easy. Avoid decimals and negative numbers.
geometry,"Write a short word problem that asks about sides, vertices, or angles of a basic shape. Connect it to cookies. Keep the question under 45 words."
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in classroom chairs. Make it very easy. Include the correct answer.
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in animals on a farm. Make it easy. Make the numbers easy to calculate mentally.
geometry,Create a real-life classroom problem about identifying or comparing basic geometric shapes in bus passengers. Make it easy. Avoid decimals and negative numbers.
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in sports balls. Make it moderate. Make the numbers easy to calculate mentally.
geometry,Create a real-life classroom problem about identifying or comparing basic geometric shapes in bus passengers. Make it easy. Make the numbers easy to calculate mentally.
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in fruit baskets. Make it moderate. Add one short hint.
geometry,"Write a multiple-choice question with four options that asks about sides, vertices, or angles of a basic shape. Connect it to classroom chairs. Use whole numbers only."
geometry,"Write a real-life classroom problem that asks about sides, vertices, or angles of a basic shape. Connect it to marbles. Use simple vocabulary suitable for elementary students."
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in flowers. Make it easy. Use whole numbers only.
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in colored blocks. Make it easy. Add one short hint.
geometry,Create a true-or-false question with a brief explanation about identifying or comparing basic geometric shapes in marbles. Make it slightly challenging. Add one short hint.
geometry,Create a two-step problem where students calculate a simple perimeter using whole-number side lengths. Use coins. Use whole numbers only.
geometry,Generate a true-or-false question with a brief explanation about classifying a 2D or 3D shape using simple properties. Use animals on a farm. Use simple vocabulary suitable for elementary students.
geometry,"Create a two-step problem about identifying or comparing basic geometric shapes in bus passengers. Make it easy. Ask for a written answer, not a drawing."
geometry,Create a short word problem about identifying or comparing basic geometric shapes in cookies. Make it easy. Use simple vocabulary suitable for elementary students.
geometry,Create a true-or-false question with a brief explanation about identifying or comparing basic geometric shapes in notebooks. Make it moderate. Avoid decimals and negative numbers.
