,pregunta,skill,level,claridad,signature
25723,"There is a problem about downstream, kmph, upstream, find, speed; 28, 10; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
654,"Based on the story, Which option seems to be term describes the path the Moon travels around Earth? (A) rotation (B) day (C) orbit (D) phase",otro,ELEMENTARY,0.75,science
2012,"About year, angle, path, appears, varies: During the year, the angle at which the path of the Sun appears in the sky varies. In the Northern Hemisphere, the path of the Sun appears higher on the horizon during the summer and lower on the horizon during the winter. Which factor most. Find the result from the information, although some parts are not explicit.",otro,HIGH,0.50,science
27914,"Using 6, 9 and the thing about pipe, fill, tank, hours, leak, choose or calculate the answer.",otro,OTRO,0.25,physics
744,"Using the information given, if circles x and y have the same area and circle x has a circumference of 12 π, half of the radius of circle y is",geometry,ELEMENTARY,0.75,mathematics
15802,"a train speeds past a pole in 15 sec and a platform 140 m long in 25 sec , its length is ?. Then answer it somehow from the given data.",otro,OTRO,0.50,physics
28034,"people, times, particular, work, days. Numbers: 3, 6. What is it?",otro,OTRO,0.25,physics
11884,"Read this situation and answer: on a ranch, a rancher can place a loop of rope, called a lasso, once in every 2 throws around a cow ’ s neck . what is, more or less, the probability that the rancher will be able to place a lasso around a cow ’ s neck at least once in 3 attempts ?",otro,OTRO,0.75,probability
31248,"About peter, cover, certain, distance, covering: peter can cover a certain distance in 1 hr . 24 min . by covering two - third of the distance at 4 kmph and the rest at 5 kmph . find the total distance .. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
10186,"circular gears l and r start to rotate at the same time at the same rate . ... with 10, 30, 6. The question is missing some details, answer it.",otro,OTRO,0.25,physics
15737,"Using the information given, a car traveling at a certain constant speed takes 2 seconds longer to travel 1 kilometer than it would take to travel 1 kilometer at 225 kilometers per hour . at what speed, in kilometers per hour, is the car traveling ?",otro,OTRO,0.75,physics
2109,"In this situation: Zoe bought an app that cost $5 dollars.. With 5, 8, 2, what should be calculated?",addition,ELEMENTARY,0.50,mathematics
31459,"There is a problem about faced, dice, thrown, thing, three; six, 6, three; not sure which part is needed, find the answer.",otro,OTRO,0.25,probability
260,"Based on the story, The Razorback t-shirt shop makes $ 106 dollars off each t-shirt sold. During the Arkansas game and the Texas tech game they sold a total of 242 t-shirts. If they sold 115 t-shirts during the Arkansas game How many, approximately, t-shirts did they sell during the Texas tech game?",subtraction,ELEMENTARY,0.75,mathematics
22631,"r is the set of positive even integers less than 201 , and s is the set of the squares of. There are numbers like 201. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
454,"Using some numbers and the thing about robin, compared, properties, some, rocks, choose or calculate the answer.",otro,ELEMENTARY,0.25,science
20584,"Using the information given, two stations a and b are 20 km apart on a straight line . one train starts from a at 7 a . m . and travels towards b at 20 kmph . another train starts from b at 8 a . m . and travels towards a at a speed of 25 kmph . at what time will they meet ?",otro,OTRO,0.75,physics
19433,"john and lewis leave city a for city b simultaneously at 6 a . m in the morning driving in two cars at speeds of 40 mph and 60 mph respectively . as soon as lewis reaches city b , he returns back. Then answer it somehow from the given data.",otro,OTRO,0.50,physics
1681,"name, process, water, cycle, shown. Numbers: 1. What is it?",otro,MIDDLE,0.25,science
23120,"Read this situation and answer: a and b together can do a work in 9 days . if a alone can do it in 18 days . in how many, approximately, days can b alone do it ?",otro,OTRO,0.75,physics
10860,"About remainder, divided: if 4 is the remainder when m is divided by 10 , what is the remainder when 4 m is divided by 10 ?. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
712,"There is a shadow under a tree. ... with some numbers. The question is missing some details, answer it.",otro,ELEMENTARY,0.25,science
793,"Using the information given, Calculate the least common multiple of 5061 and 42. ?",lcm,ELEMENTARY,0.75,mathematics
18507,"In this situation: donovan and michael are racing around a circular 500 - meter track .. With 500, 45, 40, what should be calculated?",otro,OTRO,0.50,physics
13544,"There is a problem about pipes, fill, tank, hours, respectively; two, 4, 5, one; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
1382,"Based on the story, Using the information given, After eating at the restaurant, Mary, Nancy, and Fred decided to divide the bill evenly. Nancy did not have dessert. If each person paid 33 dollars, what was the total of the bill ?",multiplication,ELEMENTARY,0.75,mathematics
34653,"two trains are moving in the same direction at 72 kmph and 36 kmph . the faster train crosses. There are numbers like two, 72, 36, 12. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
24412,"Using 480, 40, 6, 00, one and the thing about train, travels, york, chicago, distance, choose or calculate the answer.",otro,OTRO,0.25,physics
806,"18 red peaches, 14 yellow peaches and 17 green peaches are in the basket . How many, approximately, red and yellow peaches are in the basket?",addition,ELEMENTARY,0.75,mathematics
18138,"after striking the floor , a rubber ball rebounds to 4 / 5 th of the height from which it has fallen . find the total. Then answer it somehow from the given data.",otro,OTRO,0.50,physics
1342,"helen, hippo, friends, preparing, thanksgiving. Numbers: 527, 86, 554. What is it?",challenge,ELEMENTARY,0.25,mathematics
22163,"Read this situation and answer: Using the information given, a working mom wakes up every day at 7 am and goes to sleep at 11 pm . she works 8 hours a day . spends 2 hours working out at the gym . she spends 1.5 hours cooking dinner and doing dishes . she spends . 5 of an hour giving her daughter a bath . she spends 1 hour helping with homework and getting her daughter ready for bed . she spends another . 5 of an hour packing lunches for the family for the next day . she spends . 5 of an hour cleaning the house and 2 hours taking a shower and reading or watching t . v . before she goes to sleep . what percent of her day does she spend at work ?",otro,OTRO,0.75,physics
475,"About evaluate: Evaluate (-1)/((-8)/(48/(-3))).. Find the result from the information, although some parts are not explicit.",algebra,ELEMENTARY,0.50,mathematics
638,"Jack received 4 emails and sent 2 letters in the morning. ... with 4, 2, 6, 8. The question is missing some details, answer it.",addition,ELEMENTARY,0.25,mathematics
7981,"Using the information given, noelle walks from point a to point b at an average speed of 3 kilometers per hour . at what speed, in kilometers per hour, must noelle walk from point b to point a so that her average speed for the entire trip is 4 kilometers per hour ?",otro,OTRO,0.75,physics
550,"In this situation: Emily collected eggs from the hen and put them into 303 baskets.. With 303, 28, what should be calculated?",multiplication,ELEMENTARY,0.50,mathematics
37205,"There is a problem about working, alone, paint, room, hours; 6, 3, 8, one, three; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
20880,"Based on the story, Using the information given, in one hour, a boat goes 21 km / hr along the stream and 11 km / hr against the stream . the speed of the boat in still water ( in km / hr ) is",otro,OTRO,0.75,physics
24218,"a car traveled 420 miles per tankful of gasoline on the highway and 336 miles per tankful of gasoline in the city . if the car traveled 6. There are numbers like 420, 336, 6. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
262,"Using 589, 345 and the thing about feeling, good, about, anderson, decided, choose or calculate the answer.",addition,ELEMENTARY,0.25,mathematics
18305,"a contractor is engaged for 30 days on the condition thathe receives rs . 25 for each day he works & is fined rs . 7 .50 for each day is absent . he gets rs . 360 in all . for how many, approximately, days was he absent ?",otro,OTRO,0.75,physics
35898,machine a can process 6000 envelopes in 3 hours . machines b and c working together but independently can process the same number of envelopes in 2.5 hours . if machines a. Then answer it somehow from the given data.,otro,OTRO,0.50,physics
1048,"must, present, order, something, classified. Numbers: some numbers. What is it?",otro,MIDDLE,0.25,science
1570,"Read this situation and answer: a rectangular tiled patio is composed of 96 square tiles . the rectangular patio will be rearranged so that there will be 2 fewer columns of tiles and 4 more rows of tiles . after the change in layout, the patio will still have 96 tiles, and it will still be rectangular . how many, approximately, rows are in the tile patio before the change in layout ?",geometry,ELEMENTARY,0.75,mathematics
980,"About train, running, speed, crosses, pole: a train running at the speed of 60 km / hr crosses a pole in 7 sec . what is the length of the train ?. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
846,"Bianca earned 5 points for each bag of cans she recycled. ... with 5, 17, 8. The question is missing some details, answer it.",algebra,ELEMENTARY,0.25,mathematics
379,"in a certain circle there are 9 points . what is, more or less, the number of the triangles connecting 4 points of the 9 points ?",geometry,ELEMENTARY,0.75,mathematics
2128,"In this situation: Isabel had sixty-eight pieces of candy.. With sixty, eight, twenty, five, what should be calculated?",addition,ELEMENTARY,0.50,mathematics
28300,"There is a problem about going, miles, hour, mile, trip; 10, 80, 9, 00, 30; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
1332,"Based on the story, the length of a rectangle is halved, while its breadth is tripled . what is, more or less, the % change in area ?",geometry,ELEMENTARY,0.75,mathematics
656,"Jermaine saved $43 in March. He saved $19 in April and $16 in May. Then Jermaine spent $77 on a keyboard. How much money does Jermaine have left?. There are numbers like 43, 19, 16, 77. Use them and decide the answer, but the exact operation is not clearly stated.",subtraction,ELEMENTARY,0.50,mathematics
632,"Using 8, 4, 5, 7 and the thing about feet, hilt, wants, biggest, thing, choose or calculate the answer.",comparison,ELEMENTARY,0.25,mathematics
477,"When relatives visit Haley and her family, she and her cousins do origami . If she has 48 origami papers to give away to her six cousins, how many, approximately, will each receive if she gives everyone the same number of origami papers?",division,ELEMENTARY,0.75,mathematics
1412,The age of a father is equal to the sum of the ages of his 5 children. After 15 years sum of the. Then answer it somehow from the given data.,algebra,MIDDLE,0.50,mathematics
990,"cardboard, cone, radio, speaker, vibrates. Numbers: some numbers. What is it?",otro,MIDDLE,0.25,science
17375,"Read this situation and answer: working together, printer a and printer b would finish the task in 40 minutes . printer a alone would finish the task in 60 minutes . how many, approximately, pages does the task contain if printer b prints 4 pages a minute more than printer a ?",otro,OTRO,0.75,physics
20453,"About sides, rectangular, park, ratio, area: sides of a rectangular park are in the ratio 3 : 2 and its area is 2400 sq m , the cost of fencing it at 50 ps per meter is ?. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
1109,"What are two of Earth's natural resources? ... with two. The question is missing some details, answer it.",otro,MIDDLE,0.25,science
1099,"A grocery store had 22 bottles of regular soda and 61 bottles of diet soda. How many, approximately, more bottles of diet soda than regular soda did they have ?",challenge,ELEMENTARY,0.75,mathematics
27363,"In this situation: find the area of a cuboid of length 8 cm , breadth 10 cm .. With 8, 10, 12, what should be calculated?",otro,OTRO,0.50,physics
147,"There is a problem about Add -0.8904 and -3.79.; 0.8904, 3.79; not sure which part is needed, find the answer.",addition-subtraction,ELEMENTARY,0.25,mathematics
23497,"Based on the story, 20 people can write 50 book in 15 days working 8 hour a day . then in how many, approximately, day 200 can be written by 60 people ?",otro,OTRO,0.75,physics
7327,"let a be the event that a randomly selected two digit number is divisible by 2 and let b be the event. There are numbers like two, 2, 5. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
290,"Using 13080, 1635 and the thing about calculate, divided, choose or calculate the answer.",division,ELEMENTARY,0.25,mathematics
36643,"ajay can ride 50 km in 1 hour . in how many, approximately, hours he can ride 900 km ?",otro,OTRO,0.75,physics
2172,Deposition of sediment during floods makes the land near some rivers / acidic. / fertile. / hilly. / unstable.. Then answer it somehow from the given data.,otro,ELEMENTARY,0.50,science
1494,"smallest, positive, integer, such, multiplied. Numbers: 3, 150. What is it?",geometry,ELEMENTARY,0.25,mathematics
1043,"Read this situation and answer: Using the information given, The grasshopper and the frog had a jumping contest. The grasshopper jumped 25 inches. The frog jumped 15 inches farther than the grasshopper. How far did the frog jump?",addition,ELEMENTARY,0.75,mathematics
1211,"About pipe, fill, tank, minutes, empty: pipe a can fill a tank in 6 minutes and pipe b cam empty it in 24 minutes . if both the pipes are opened. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
1152,"Fossils of sea animals were found in a cave in Arkansas. ... with some numbers. The question is missing some details, answer it.",otro,ELEMENTARY,0.25,science
1373,"Using the information given, Michael Faraday showed how electric current in a wire produces (A) molecules (B) chemicals (C) a vibration (D) a magnetic field ?",otro,ELEMENTARY,0.75,science
24453,"In this situation: the commuter rail between scottsdale and sherbourne is 200 km of track , and one train makes a round trip in 5 hours .. With 200, one, 5, what should be calculated?",otro,OTRO,0.50,physics
946,"There is a problem about there, right, angle, triangle, inside; 18, 6; not sure which part is needed, find the answer.",geometry,ELEMENTARY,0.25,mathematics
1978,"Based on the story, During a sale, a shoe store sold 2 pairs of sneakers, 4 pairs of sandals and 11 pairs of boots. How many, approximately, pairs of shoes did the store sell?",addition,ELEMENTARY,0.75,mathematics
31713,"a 300 meter long train running at the speed of 120 kmph crosses another train running in the opposite. There are numbers like 300, 120, 80, 9. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
209,"Using some numbers and the thing about chromium, characterized, very, high, melting, choose or calculate the answer.",otro,MIDDLE,0.25,science
2022,A positively-charged hydrogen ion has a much smaller radius than a neutral hydrogen atom . Which option seems to be best explains this difference? (A) The nucleus is the least dense region of an atom . (B) Electrons are located far from the nuclei of their atoms . (C) Most of the volume of atoms is filled with the particles they contain . (D) The repulsion of protons and neutrons keeps them on opposite ends of atoms .,otro,MIDDLE,0.75,science
1089,Julia played tag with 19 kids on monday. She played tag with 18 kids on tuesday. She spent a total of 38. Then answer it somehow from the given data.,challenge,ELEMENTARY,0.50,mathematics
33405,"work, days, finish, will. Numbers: 8, 12, 6. What is it?",otro,OTRO,0.25,physics
21706,"Read this situation and answer: in a garden, there are yellow and green flowers which are straight and curved . if the probability of picking a green flower is 3 / 4 and picking a straight flower is 1 / 2, then what is, more or less, the probability of picking a flower which is yellow and curved",otro,OTRO,0.75,probability
9313,"About piece, work, hours, while, long: x can do a piece of work in 8 hours . y and z together can do it in 6 hours , while x and. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
1206,"Peter has 18 oranges, 27 pears and 12 bananas. ... with 18, 27, 12. The question is missing some details, answer it.",gcd,MIDDLE,0.25,mathematics
481,"Using the information given, After resting they decided to go for a swim. The depth of the water is 5 times Ron's height. Dean is 11 feet shorter than Ron. If Ron stands at 12 feet How deep was the water ?",multiplication,ELEMENTARY,0.75,mathematics
484,"In this situation: A waiter at 'The Greasy Spoon' restaurant had 39 customers to wait on.. With 39, 12, 49, what should be calculated?",algebra,ELEMENTARY,0.50,mathematics
14335,"There is a problem about fill, tank, buckets, water, required; 20, one; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
1181,"Based on the story, Matthew had 15 crackers. If Matthew gave equal numbers of crackers to his 5 friends and still had 10 crackers left How many, approximately, crackers did each friend eat?",challenge,ELEMENTARY,0.75,mathematics
20340,"in what time will a train 140 m long cross an electric pole , it its speed be 144 km / hr ?. There are numbers like 140, 144. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
7464,"Using 5, 20, 10, 160 and the thing about machines, produce, units, hours, long, choose or calculate the answer.",otro,OTRO,0.25,physics
12009,"Using the information given, a man walking at the rate of 5 km / hr crosses a bridge in 15 minutes . the length of the bridge ( in metres ) is",otro,OTRO,0.75,physics
19243,a jogger running at 9 kmph alongside a railway track in 240 meters ahead of the engine of a 120 metres long. Then answer it somehow from the given data.,otro,OTRO,0.50,physics
3908,"train, running, speed, crosses, pole. Numbers: 60, 6. What is it?",otro,OTRO,0.25,physics
19164,"Read this situation and answer: if the population of a certain country increases at the rate of one person every 15 seconds, by how many, approximately, persons does the population increase in 1 hour ?",otro,OTRO,0.75,physics
1084,"About electric, running, most, incoming, electrical: When an electric fan is running, most of the incoming electrical energy changes into which kind. Find the result from the information, although some parts are not explicit.",otro,ELEMENTARY,0.50,science
527,"if a card is drawn from a well shuffled pack of cards , the thing of drawing a spade ... with some numbers. The question is missing some details, answer it.",otro,OTRO,0.25,probability
37858,"Using the information given, tom, working alone, can paint a room in 10 hours . peter and john, working independently, can paint the same room in 5 hours and 2 hours, respectively . tom starts painting the room and works on his own for two hour . he is then joined by peter and they work together for two hour . finally, john joins them and the three of them work together to finish the room, each one working at his respective rate . what fraction of the whole job was done by peter ?",otro,OTRO,0.75,physics
24475,"In this situation: what is the length of a bridge ( in meters ) , which a train 140 meters long and travelling at 45 km / h can cross in 30 seconds ?. With 140, 45, 30, what should be calculated?",otro,OTRO,0.50,physics
1810,"There is a problem about jerry, action, figures, shelf, room; 8, 2; not sure which part is needed, find the answer.",addition,ELEMENTARY,0.25,mathematics
1947,"Based on the story, A chef was making pies. He made 2 apple, 4 pecan and 7 pumpkin pies. How many, approximately, pies did he make total?",addition,ELEMENTARY,0.75,mathematics
1304,"a horse is tethered to one corner of a rectangular grassy field 46 m by 20 m with a rope 17 m long . over how much area of the field can it graze ?. There are numbers like one, 46, 20, 17. Use them and decide the answer, but the exact operation is not clearly stated.",geometry,ELEMENTARY,0.50,mathematics
25926,"Using 100, 25, 30, 12, 75 and the thing about certain, number, people, earth, deep, choose or calculate the answer.",otro,OTRO,0.25,physics
1850,Which option seems to be action would most likely reduce air pollution caused by cars? (A) drive a longer route (B) purchase a larger car (C) take fewer car trips (D) use smaller tires,otro,ELEMENTARY,0.75,science
1390,In a school there are 706 girls and 222 boys. 418 more girls joined the school. How many pupils are there in the school now?. Then answer it somehow from the given data.,challenge,ELEMENTARY,0.50,mathematics
10694,"finish, work, days, they, worked. Numbers: 40, 10, 6. What is it?",otro,OTRO,0.25,physics
1110,"Read this situation and answer: Using the information given, Time in the Philippines is one hour ahead of the time in Japan. Luz who is in Manila called up her friend who is in Japan at 12 55 am on 25 December 2014. What day and time was it in Japan?",subtraction,MIDDLE,0.75,mathematics
34584,"About consecutive, integers, greatest, integer: the sum of 111 consecutive integers is 11211 . what is the greatest integer in the set ?. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
1372,"Which function requires the muscular, skeletal, and nervous systems to work together? ... with some numbers. The question is missing some details, answer it.",otro,HIGH,0.25,science
329,"a cylindrical container of radius 6 cm and height 15 cm is filled with ice - cream . the whole icecream has to be distributed to 10 children in equal cones with hemispherical tops . if the height of the conical portion is four times the radius of its base, try to find the radius of the ice - cream cone . ?",geometry,ELEMENTARY,0.75,mathematics
749,"In this situation: what is the % change in the area of a rectangle when its length increases by 60 % and its width decreases by 60 % ?. With 60, what should be calculated?",geometry,ELEMENTARY,0.50,mathematics
1132,"There is a problem about there, different, kinds, muscles, human; some numbers; not sure which part is needed, find the answer.",otro,ELEMENTARY,0.25,science
952,"Based on the story, Using the information given, a hall is 15 m long and 12 m broad . if the sum of the areas of the floor and the ceiling is equal to the sum of the areas of four walls, the volume of the hall is",geometry,ELEMENTARY,0.75,mathematics
29386,"there are two tanks a & b with same capacity of 20 litres . if the water inflow rate ( speed ) in tank a is 2. There are numbers like two, 20, 2, 4. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
8292,"Using two, 4, 20, one and the thing about boats, heading, towards, other, constant, choose or calculate the answer.",otro,OTRO,0.25,physics
1260,"Robin has 43 packages of gum . There are 23 pieces in each package . Robin has 8 extra pieces of gum . How many, approximately, pieces of gum does Robin have?",challenge,ELEMENTARY,0.75,mathematics
1536,"At the carnival, nine friends bought eight hundred sixty-five tickets. If they wanted to split all the. Then answer it somehow from the given data.",subtraction,ELEMENTARY,0.50,mathematics
1660,"cell, types, bound, nuclear, membrane. Numbers: some numbers. What is it?",otro,MIDDLE,0.25,science
13368,"Read this situation and answer: two trains a and b starting from two points and travelling in opposite directions, reach their destinations 9 hours and 4 hours respectively after meeting each other . if the train a travels at 70 kmph, find the rate at which option seems to be the train b runs .",otro,OTRO,0.75,physics
614,"About circular, logo, enlarged, diameter, cent: a circular logo is enlarged to fit the lid of a jar . the new diameter is 60 per cent. Find the result from the information, although some parts are not explicit.",geometry,ELEMENTARY,0.50,mathematics
411,"Ned was trying to expand his game collection. ... with 11, 22, 19. The question is missing some details, answer it.",algebra,ELEMENTARY,0.25,mathematics
17470,"Using the information given, a car travels at a speed of 55 miles per hour . how far will it travel in 5 hours ?",otro,OTRO,0.75,physics
34591,"In this situation: a and b go around a circular track of length 1500 m on a cycle at speeds of 36 kmph and 54 kmph .. With 1500, 36, 54, what should be calculated?",otro,OTRO,0.50,physics
380,"There is a problem about john, building, tree, house, serve; two, 4, 5; not sure which part is needed, find the answer.",multiplication,ELEMENTARY,0.25,mathematics
360,"Based on the story, Katie loves to travel. On her birthday, she decided to go on a trip on a mysterious continent. Her first destination was in an island of statues which option seems to be is 436 miles from her place. She took a plane that made two stopovers, the 1st stopover after covering 132 miles and the 2nd stopover after another 236 miles. How much farther is the island from the 2nd stopover?",subtraction,ELEMENTARY,0.75,mathematics
8096,"a fort had provision of food for 150 men for 45 days . after 10 days , 25 men left the fort . the number of days for which the remaining food will last , is :. There are numbers like 150, 45, 10, 25. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
393,"Using some numbers and the thing about organisms, break, down, dead, matter, choose or calculate the answer.",otro,MIDDLE,0.25,science
1836,"Using the information given, Where is water most likely to be brackish? (A) sea (B) lake (C) river (D) estuary",otro,ELEMENTARY,0.75,science
10676,a and b complete a work in 4 days . a alone can do it in 6 days . if both together can do the work in how many days ?. Then answer it somehow from the given data.,otro,OTRO,0.50,physics
101,"mary, nickels, bank, gave. Numbers: 7, 5. What is it?",addition-subtraction,ELEMENTARY,0.25,mathematics
35838,"Read this situation and answer: Using the information given, one computer can upload 100 megabytes worth of data in 3 seconds . two computers, including this one, working together, can upload 1300 megabytes worth of data in 30 seconds . how long would it take for the second computer, working on its own, to upload 100 megabytes of data ?",otro,OTRO,0.75,physics
12654,"About train, travels, hours, find, average: a train travels 125 km in 2.5 hours and 270 km in 3 hours . find the average speed of train .. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
1043,"Julia played tag with 12 kids on monday. ... with 12, 14, 34. The question is missing some details, answer it.",challenge,ELEMENTARY,0.25,mathematics
1546,"There are five hundred fifty-four students going to a trivia competition. If each school van can hold nine students, how many, approximately, vans will they need ?",division,ELEMENTARY,0.75,mathematics
627,"In this situation: Victor was working as a sacker at a grocery store where he made 6 dollars an hour.. With 6, 5, two, what should be calculated?",algebra,ELEMENTARY,0.50,mathematics
34541,"There is a problem about people, times, particular, work, days; 3, 8; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
18877,"Based on the story, fred and sam are standing 35 miles apart and they start walking in a straight line toward each other at the same time . if fred walks at a constant speed of 2 miles per hour and sam walks at a constant speed of 5 miles per hour, how many, approximately, miles has sam walked when they meet ?",otro,OTRO,0.75,physics
2108,"About mangrove, trees, affected, several, factors: Mangrove trees are affected by several factors. Which is an abiotic factor contributing to the. Find the result from the information, although some parts are not explicit.",otro,MIDDLE,0.50,science
10628,"Using 212, 100, 32, 0, 50 and the thing about water, boils, melts, temperature, choose or calculate the answer.",otro,OTRO,0.25,physics
24850,"14 men can complete a piece of work in 25 days . in how many, approximately, days can 20 men complete that piece of work ?",otro,OTRO,0.75,physics
59,"After eating a hearty meal they went to see the Buckingham palace. There were 39 paintings in the Buckingham palace. There, Rachel learned that 661 visitors came to the Buckingham. Then answer it somehow from the given data.",subtraction,ELEMENTARY,0.50,mathematics
16551,"complete, piece, work, days, working. Numbers: 16, 6, 12. What is it?",otro,OTRO,0.25,physics
534,"Read this situation and answer: Using the information given, About how long does it take Earth to make a complete revolution around the Sun? (A) 1 year (B) 1 week (C) 1 day (D) 1 hour",otro,ELEMENTARY,0.75,science
1825,"About isabel, received, dollars, birthday, later: Isabel received 14 dollars for her birthday. Later she found some toys that cost 2 dollars each. How many of the toys could she buy?. Find the result from the information, although some parts are not explicit.",division,ELEMENTARY,0.50,mathematics
1541,"what will be the percentage increase in the thing of the cube ' s surface if each of the cu ... with 20. The question is missing some details, answer it.",geometry,ELEMENTARY,0.25,mathematics
34455,"in an intercollegiate competition that lasted for 3 days, 150 students took part on day 1, 110 on day 2 and 140 on day 3 . if 75 took part on day 1 and day 2 and 25 took part on day 2 and day 3 and 15 took part on all three days, how many, approximately, students took part only on day 2 ?",otro,OTRO,0.75,physics
1004,"In this situation: carol and jordan draw rectangles of equal area .. With 5, 24, 12, what should be calculated?",geometry,ELEMENTARY,0.50,mathematics
1964,"There is a problem about wild, turkey's, forest, community, includes; some numbers; not sure which part is needed, find the answer.",otro,ELEMENTARY,0.25,science
231,"Based on the story, Using the information given, The rover Spirit is a robotic probe that NASA has placed on Mars. The gravitational attraction of Mars is approximately 62% less than that of Earth. Compared to its measurements on Earth, on Mars the probe has (A) the same weight and the same mass. (B) a larger weight, but smaller mass. (C) a smaller mass and larger weight. (D) a smaller weight and the same mass.",otro,MIDDLE,0.75,science
873,"A farmer had 105 green tomatoes and 71 red tomatoes in his garden. If he picked 137 tomatoes How many tomatoes are left?. There are numbers like 105, 71, 137. Use them and decide the answer, but the exact operation is not clearly stated.",subtraction,ELEMENTARY,0.50,mathematics
77,"Using 5, 4, 3 and the thing about allan, brought, balloons, jake, park, choose or calculate the answer.",addition,ELEMENTARY,0.25,mathematics
2093,"A chef only had 3 apples so he ordered 2 more bags . If each bag has 9 apples, how many, approximately, apples does he have total?",addition,ELEMENTARY,0.75,mathematics
1917,Adam needed to climb ninety-six stair steps to reach the rooftop. He already climbed seventy-four. How many stair steps do left for Adam to climb now?. Then answer it somehow from the given data.,subtraction,ELEMENTARY,0.50,mathematics
9924,"traveling, dormitory, certain, city, student. Numbers: 1 / 4, 1 / 2, 10. What is it?",otro,OTRO,0.25,physics
836,"Read this situation and answer: Using the information given, A magician was selling magic card decks for 5 dollars each. If he started with 14 decks and by the end of the day he had 5 left, how much money did he earn?",algebra,ELEMENTARY,0.75,mathematics
6033,"About distance, between, mountains, inches, actual: on a map the distance between two mountains is 312 inches . the actual distance between the mountains is 140 km . ram is camped at a. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
11747,"the speed at which a man can row a boat in still water is 20 kmph . ... with 20, 4, 80. The question is missing some details, answer it.",otro,OTRO,0.25,physics
25634,"how many, approximately, seconds will it take for a car that is traveling at a constant rate of 90 miles per hour to travel a distance of 22 yards ( 1 mile = 1, 160 yards ) ?",otro,OTRO,0.75,physics
77,"In this situation: Mike has 87 baseball cards .. With 87, 13, what should be calculated?",addition-subtraction,ELEMENTARY,0.50,mathematics
1313,"There is a problem about snooker, tournament, charges, seats, general; 45.00, 20.00, 320, 7, 500; not sure which part is needed, find the answer.",geometry,ELEMENTARY,0.25,mathematics
13852,"Based on the story, Using the information given, two passenger trains start at the same hour in the day from two different stations and move towards each other at the rate of 11 kmph and 21 kmph respectively . when they meet, it is found that one train has traveled 60 km more than the other one . the distance between the two stations is ?",otro,OTRO,0.75,physics
2195,"About happens, molecules, liquid, cools, they: What happens to the molecules of a liquid when the liquid cools? / They slow down. / They speed up. / They decrease in number / They decrease in size. Find the result from the information, although some parts are not explicit.",otro,MIDDLE,0.50,science
30344,"Using 24, 19, 320, 5, 2 / 3 and the thing about there, train, thing, between, speed, choose or calculate the answer.",otro,OTRO,0.25,physics
6626,"Using the information given, abel can complete a work in 10 days, ben in 12 days and carla in 16 days . all of them began the work together, but abel had to leave after 2 days and ben 4 days before the completion of the work . how long did the work last ?",otro,OTRO,0.75,physics
1737,The color of a star indicates its / speed. / volume. / distance. / temperature.. Then answer it somehow from the given data.,otro,MIDDLE,0.50,science
13214,"positive, integers, formed, using, numbers. Numbers: 300, 1, 2, 3, 5. What is it?",otro,OTRO,0.25,probability
543,"Read this situation and answer: A book has 3 chapters. The first chapter is 91 pages long the second chapter is 23 pages long and the third chapter is 25 pages long. How many, approximately, more pages does the first chapter have than the second chapter?",subtraction,ELEMENTARY,0.75,mathematics
1469,"About empty, metal, cans, black, white: Two empty metal cans, one black and one white, were placed outside on a hot day. Both cans were the same size and were left in the Sun for 3 hours. Compared to the white can, the black can would most likely be. Find the result from the information, although some parts are not explicit.",otro,ELEMENTARY,0.50,science
31269,"the distance between west - town to east - town is 15 kilometers . ... with 15, two, one, 2, 1. The question is missing some details, answer it.",otro,OTRO,0.25,physics
783,"Frank was reading through his favorite book. The book had 392 pages and he read 14 pages per day. How many, approximately, days did he take to finish the book ?",division,ELEMENTARY,0.75,mathematics
