,pregunta,skill,level,claridad,signature
383,Keith picked 3 pears and Jason picked 2 pears from the pear tree . Joan picked 5 apples from the apple tree . How many pears were picked in total ? ,addition-subtraction,ELEMENTARY,1,mathematics
637,the size of a flat - screen television is given as the length of the screen ’ s diagonal . how many square inches greater is the screen of a square 28 - inch flat - screen television than a square 25 - inch flat - screen television ?,geometry,ELEMENTARY,1,mathematics
204,Greg and Sharon own neighboring cornfields . Greg harvested 0.4 acre of corn on Monday and Sharon harvested 0.1 acre . How many more acres did Greg harvest than Sharon ? ,addition-subtraction,ELEMENTARY,1,mathematics
2710,arun and tarun can do a work in 10 days . after 4 days tarun went to his village . how many days are required to complete the remaining work by arun alone . arun can do the work alone in 30 days .,otro,OTRO,1,physics
14829,a monkey start climbing up a tree 22 ft tall . each hour it hops 3 ft and slips back 2 ft . how much time would it take the monkey to reach the top .,otro,OTRO,1,physics
23147,"the cross - section of a cannel is a trapezium in shape . if the cannel is 11 m wide at the top and 9 m wide at the bottom and the area of cross - section is 960 sq m , the depth of cannel is ?",otro,OTRO,1,physics
4129,"a meeting has to be conducted with 5 managers . find the number of ways in which the managers may be selected from among 9 managers , if 3 managers will not attend the meeting together .",otro,OTRO,1,probability
36266,"my grandson is about as many days as my son in weeks , and my grandson is as many months as i am in years . my grandson , my son and i together are 100 years . can you tell my grandson age in years ?",otro,OTRO,1,physics
20710,a van takes 6 hours to cover a distance of 288 km . how much should the speed in kmph be maintained to cover the same direction in 3 / 2 th of the previous time ?,otro,OTRO,1,physics
1529,"Each side of a square kitchen tile is 7 inches long.
What is the tile's area?",geometry,ELEMENTARY,1,mathematics
583,How many minutes are there between 8:16 PM and 1:37 AM?,time,ELEMENTARY,1,mathematics
306,About how long is a lunar cycle? (A) 1 day (B) 1 week (C) 28 days (D) 52 weeks,otro,ELEMENTARY,1,science
596,"Jesse's room is 7 feet wide. If she needs a carpet of size 14 square feet
What is the length of her room?",division,ELEMENTARY,1,mathematics
1300,Jake has 12 fewer peaches and 79 more apples than Steven. Steven has 19 peaches and 14 apples. How many peaches does Jake have?,challenge,ELEMENTARY,1,mathematics
1037,"a can do a piece of work in 5 hours ; b and c together can do it in 3 hours , while a and c together can do it in 2 hours . how long will b alone take to do it ?",otro,OTRO,1,physics
1690,"A cafeteria sold 49 cartons of regular flavored milk. If the ratio of regular milk sold to chocolate milk sold was 7:2,
what is the combined amount of chocolate and regular milk sold?",addition,MIDDLE,1,mathematics
251,Large amounts of industrial gases are released into the atmosphere every day. What happens to those gases? (A) They are broken down by ultraviolet light from the Sun. (B) They are converted into nitrogen and oxygen. (C) They rise through the atmosphere and go into outer space. (D) They remain in the atmosphere for long periods of time.,otro,MIDDLE,1,science
753,Which best explains why stars seen in the night sky are less bright than the Sun? (A) Other stars are farther from Earth than the Sun. (B) Other stars are facing away from Earth. (C) Other stars are smaller than the Sun. (D) Other stars are producing less light.,otro,ELEMENTARY,1,science
26927,"in a kilometer race , a beats b by 54 meters or 12 seconds . what time does a take to complete the race ?",otro,OTRO,1,physics
176,"At a pie-eating contest , Erik got through 0.6666666666666666 pie before time was called ; Frank finished just 0.3333333333333333 pie . How much more pie did Erik eat than Frank ? ",addition-subtraction,ELEMENTARY,1,mathematics
743,Calculate the highest common divisor of 299 and 23.,gcd,ELEMENTARY,1,mathematics
1532,a rectangular block 15 cm by 30 cm by 75 cm is cut into an exact number of equal cubes . find the least possible number of cubes ?,geometry,ELEMENTARY,1,mathematics
12152,"a rotameter is a device that measures flow of liquid and gases . when measuring liquid phase flows , 2.5 inches represent 60 liters per minute of liquid . with gas measurements the rotameter moves 50 % of the movement he moves with the liquid phase . how many liters of gas passed through the rotameter if it measured 4 inches ?",otro,OTRO,1,physics
1060,Dave had 24 files and 13 apps on his phone. After deleting some apps and files he had 17 apps and 21 files left. How many files did he delete?,challenge,ELEMENTARY,1,mathematics
9401,"jack rode his bicycle at an average speed of 5 mph for some time and then at an average speed of 15 mph for the rest of the journey . if he made no stops during the trip , and his average speed for the entire journey was 10 miles per hour , for what fraction of the total time did he ride at 15 mph ?",otro,OTRO,1,physics
370,Calculate 0.04*11.9.,multiplication,ELEMENTARY,1,mathematics
1766,"A plant scientist is developing a new fertilizer called Hypergrow. She designs an experiment to test whether Hypergrow helps plants grow faster than Supergrow, a fertilizer already on the market. Which of the following should the scientist do with light during the experiment? (A) Apply the same amount of light to all the plants. (B) Apply only green light to all the plants. (C) Flash the lights to simulate a partly cloudy day. (D) Keep the plants in darkness.",otro,MIDDLE,1,science
30325,find the expenditure on digging a well 14 m deep and of 3 m diameter at rs . 18 per cubic meter ?,otro,OTRO,1,physics
146,"Some insects called aphids attack a large farm . In response , the farmer releases ladybugs onto the fields . There are 12170 ladybugs with spots and 54912 ladybugs without spots . How many ladybugs are there in all ? ",addition-subtraction,ELEMENTARY,1,mathematics
21947,"a single reservoir supplies the petrol to the whole city , while the reservoir is fed by a single pipeline filling the reservoir with the stream of uniform volume . when the reservoir is full and if 40,000 liters of petrol is used daily , the suply fails in 90 days . if 32,000 liters of petrol is used daily , it fails in 60 days . how much petrol can be used daily with out the supply ever failing ?",otro,OTRO,1,physics
1280,"the percentage increase in the area of a rectangle , if each of its sides is increased by 20 % is",geometry,ELEMENTARY,1,mathematics
144,Work out 608.4 + -0.04.,addition-subtraction,ELEMENTARY,1,mathematics
32,Marshall learned that plants need a substance from the air to make their own food. What does a plant take from the air in the presence of sunlight? (A) carbon dioxide (B) hydrogen (C) nitrogen (D) oxygen,otro,ELEMENTARY,1,science
227,Which process is most effective for separating sodium chloride from a saltwater solution? (A) filtration (B) evaporation (C) magnetic separation (D) chemical separation,otro,MIDDLE,1,science
311,"A species of moth in England has both a light-colored form and a dark-colored form. In the mid-1800s, the percentage of dark-colored moths increased in areas where black soot from factories covered the trees. The soot in these areas has decreased in more recent times as a result of pollution laws. Which of the following statements describes what has most likely happened to the moth populations in these areas? (A) The moth populations went extinct. (B) The moth populations migrated south. (C) The percentage of light-colored moths in the populations decreased. (D) The percentage of dark-colored moths in the populations decreased.",otro,MIDDLE,1,science
28245,some ladies can do a piece of work in 12 days . two times the number of such ladies will do half of that work in :,otro,OTRO,1,physics
1238,"a hall is 15 m long and 12 m broad . if the sum of the areas of the floor and the ceiling is equal to the sum of the areas of 4 walls , the volume of the hall is :",geometry,ELEMENTARY,1,mathematics
422,What is 306 times 55?,multiplication,ELEMENTARY,1,mathematics
483,"a rectangular wall is covered entirely with two kinds of decorative tiles : regular and jumbo . 1 / 3 of the tiles are jumbo tiles , which have a length three times that of regular tiles and have the same ratio of length to width as the regular tiles . if regular tiles cover 90 square feet of the wall , and no tiles overlap , what is the area of the entire wall ?",geometry,ELEMENTARY,1,mathematics
20256,"jane makes toy bears . when she works with an assistant , she makes 70 percent more bears per week and works 10 percent fewer hours each week . having an assistant increases jane ’ s output of toy bears per hour by what percent ?",otro,OTRO,1,physics
