,prompt,response_1,response_2,response_3,response_4
703,"Make a single moderate question about the least common multiple for a young learner ready for a challenge in the context of a book fair, with no more than two numbers. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation.","system
What is the least common multiple (LCM) of 8 and 12?","system
What is the smallest number that can be made using 3 and 5 as its factors?","system
What is the smallest number that can be made using 3 and 5 as its factors?","system
What is the least common multiple (LCM) of 12 and 18?"
704,"Prepare one slightly challenging question about finding a total and then what remains for a student learning basic mathematics in the context of a classroom, with no negative answer. Avoid unnecessary details. Use plain text only and provide no solution or explanation.","system
What is the formula to calculate the difference between two numbers when subtracting their sum from the product of those same numbers?","system
What is the formula to calculate the remaining amount after subtracting a certain percentage from a given total?","system
What is the formula to calculate the sum of all elements in an array?","system
How can you determine if two fractions represent equal quantities without converting them to decimals?"
705,"Create a single moderate question comparing two geometric shapes for an elementary student in the context of a garden, without using a diagram. Make the situation realistic. Return only the question in plain text, with no answer or explanation.","system
In the garden, there is a square flower bed and a rectangular vegetable patch. Which shape has more sides?","system
In the garden, there is a square flower bed and a rectangular vegetable patch. Which shape has more sides?","system
In a beautiful garden, there is a flower bed shaped like a rectangle and a small pond shaped like a circle. Which shape has more area? The rectangle or the circle?","system
What is the difference between a square and a rectangle in our school garden?"
706,"Write one basic question about finding what remains for a student learning basic mathematics in the context of a classroom, using numbers up to 50. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","system
What is the sum of 23 and 17?","system
What is the sum of 23 and 17?","system
What is the sum of 23 and 17?","system
What is the sum of 23 and 17?"
707,"Prepare one basic subtraction question with a missing number for an upper elementary student in the context of a bakery, using a comparison situation. Keep the question concise. Return one question only, written as plain text.","system
Question: A bakery has 24 cupcakes. If they sell 15 cupcakes and then buy back 7 more, how many cupcakes do they have now? (Hint: The final number is less than what was initially there.)","system
Question: A bakery has 24 cupcakes. If they sell some and end up with 10 cupcakes left, how many did they sell?","system
Question: A bakery has 25 cupcakes. If they sell 10 cupcakes and then buy back 7 more, how many cupcakes do they have now? (Hint: The missing number is the result after all transactions.)","system
At the bakery, Sarah made 25 cupcakes. She gave away 9 cupcakes to her friends. How many cupcakes does Sarah have left?"
708,"Prepare one simple question comparing two groups with a ratio for a primary school student learning advanced topics in the context of a camping trip, with a ratio that can be simplified. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation.","system
Which group had more people at their campsite: Group A with 12 members or Group B with 8 members?","system
Which group collected more items during their campfire game? Group A collected 12 rocks, while Group B collected 3 times as many rocks as Group A. How many rocks did Group B collect?","system
Which group had more people at their campsite: Group A with 12 members or Group B with 8 members?","system
Which group collected more items during their campfire game? Group A collected 12 rocks, while Group B collected 36 rocks."
709,"Prepare a single slightly challenging challenging multi-step math word problem for a young learner ready for a challenge in the context of a beach visit, with one piece of extra information. Use whole numbers only. Return only the question in plain text, with no answer or explanation.","system
At the beach, Sarah collected 15 seashells on Monday and twice as many on Tuesday. How many seashells did she collect total?","system
A family went to the beach and bought 30 sandcastles at $5 each. They also spent $20 on sunscreen and $15 on towels. How much did they spend in total if they decided to buy an additional 5 sandcastles?","system
At the beach, Sarah collected 35 seashells on Monday and twice as many on Tuesday. How many seashells did she collect total?","system
At the beach, Sarah collected 15 seashells on Monday and twice as many on Tuesday. How many seashells did she collect total over these two days?"
710,"Make one slightly challenging ratio word problem for a primary school student learning advanced topics in the context of a camping trip, asking for the ratio in simplest form. Use whole numbers only. Return only the question in plain text, with no answer or explanation.","system
A family went on a camping trip and brought 12 sandwiches to share equally among themselves. If there were 4 people in the family, what is the ratio of sandwiches each person gets to the total number of sandwiches? Simplify your answer.","system
A family went on a camping trip and collected 48 berries from the forest and 36 berries from the nearby bushes. What is the simplest ratio of berries collected from the forest to those collected from the bushes?","system
A family went on a camping trip and brought 12 sandwiches to share equally among themselves. If there were 3 children and 4 adults going on the trip, what is the simplified ratio of children to adults?","system
A family went on a camping trip and brought 12 sandwiches to share equally among themselves. If there were 4 people in the family, what is the simplified ratio of sandwiches each person gets?"
711,"Make one basic question about the greatest common factor for a young learner ready for a challenge in the context of a birthday party, with no remainder after grouping. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution.","system
What is the greatest number of friends you can invite to your birthday party so that everyone gets an equal share of cake?","system
What is the greatest number of friends you can invite to your birthday party so that everyone gets an equal share of cake?","system
What is the largest number that can evenly divide both 18 and 24?","system
What is the largest number that can evenly divide both 24 and 36?"
712,"Create a single slightly challenging short multiplication fact problem for an elementary student in the context of a fruit shop, using facts from 2 to 10. Make all needed information explicit. Return one question only, written as plain text.","system
A fruit shop has 3 baskets of apples. Each basket contains 7 apples. How many apples does the shop have in total?","system
Question: If a customer buys 3 bags of apples and each bag contains 4 apples, how many apples does the customer buy in total?","system
A fruit shop has 5 baskets of apples and each basket contains 7 apples. How many apples does the shop have in total?","system
Question: If a customer buys 3 bunches of bananas and each bunch costs $4, how much does the customer spend?"
713,"Prepare one basic question about perimeter for a young math learner in the context of a beach visit, using rectangles and squares. Keep the question concise. Use plain text only and provide no solution or explanation.","system
What is the perimeter of a rectangle with length 10 meters and width 5 meters?","system
What is the perimeter of a rectangular sandcastle that measures 5 meters long and 3 meters wide?","system
What is the perimeter of a rectangular sandcastle that measures 5 meters long and 3 meters wide?","system
What is the perimeter of a rectangular sandcastle that measures 5 meters long and 3 meters wide?"
714,"Prepare a single basic question about rows and columns described with words for an upper elementary student in the context of a community park, using facts from 2 to 5. Use whole numbers only. Output only the question in text form, without hints or an answer.","system
How many more benches are there than swings in the playground area?","system Rows and Columns in a Community Park

In a community park, there are 4 rows of trees. Each row has 6 trees. How many trees are there in total?","system Rows and Columns in a Community Park

In a community park, there are 4 main paths that run parallel to each other. Each path is divided into sections, and these sections are further divided into smaller areas where different activities take place. If one section on each path has 6 benches, how many benches are there in total across all paths?","system Rows and Columns in a Community Park

How many different paths can you take if you start at one corner of a rectangular playground and want to reach the opposite corner?"
715,"Prepare a single moderate greater-than or less-than question for a primary school student in the context of a toy store, with equal values as one possible result. Use whole numbers only. Use plain text only and provide no solution or explanation.","system
Which is more: 34 candies or 27 toys?","system
Which is more expensive: a $5 teddy bear or a $7 doll?","system
Which is more: 34 toys or 27 cars?","system
Which is more expensive: a $5 teddy bear or a $7 doll?"
716,"Create a single moderate question about taking away for an upper elementary student in the context of a family picnic, with no borrowing. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","system
What should we do if there's not enough food for everyone at the family picnic?","system
What should you do if your friend wants to take some food from your picnic basket?","system
What should we do if there's not enough food for everyone at the family picnic?","system
What should we do if there's not enough food for everyone at the family picnic?"
717,"Make a single basic mixed-operation problem with addition and subtraction for an elementary student in the context of a music class, with simple regrouping. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","system
In a music class, Sarah has 25 marbles. She gives away 7 to her friend and then finds 10 more under her bed. How many marbles does Sarah have now?","system
In a music class, Sarah has 25 marbles. She gives away 7 to her friend and then finds 10 more under her bed. How many marbles does Sarah have now?","system
In a music class, Sarah has 25 marbles. She gives away 10 marbles to her friend, but then finds 7 more marbles under her bed. How many marbles does Sarah have now?","system
In a music class, Sarah has 25 marbles. She gives away 10 marbles to her friend, but then finds 7 more marbles under her bed that she adds to her collection. How many marbles does Sarah have now?"
718,"Write one basic question about the least common multiple for a primary school student learning advanced topics in the context of a birthday party, with an LCM below 60. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","system
What is the least common multiple (LCM) of 12 and 18?","system
What is the least common multiple (LCM) of 12 and 18?","system
What is the least common multiple (LCM) of 12 and 18?","system
What is the least common multiple (LCM) of 12 and 18?"
719,"Write a single simple subtraction question with a missing number for an elementary student in the context of a farm, using two-digit numbers. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","system
How many apples did Sarah pick from the apple tree if she picked 56 apples but gave away 23 to her friends?","system
How many apples did Sarah pick from the apple tree if she had 45 apples left after picking?","system
What is 56 - ? = 47?","system
There were 45 apples on the apple tree. How many apples did the farmer pick if he picked 17 from the tree?"
720,"Write a single easy problem that requires two or three steps for an upper elementary student in the context of a bakery, combining subtraction and division. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","system
A bakery made 120 cupcakes. They sold half of them yesterday and gave away 30 to customers today. How many cupcakes does the bakery have left?","system
A bakery made 120 cupcakes. They sold 3/4 of them yesterday. How many cupcakes do they have left today?","system
A bakery made 120 cupcakes. They sold 3/4 of them yesterday and then baked 5 more today. How many cupcakes do they have now?","system
A bakery made 120 cupcakes. They sold 3/4 of them yesterday and then baked another 50 cupcakes today. How many cupcakes do they have now?"
721,"Write one basic question comparing two whole numbers for an upper elementary student in the context of a pet shelter, using two-digit numbers. Use one direct question at the end. Return only the question in plain text, with no answer or explanation.","system
How many more dogs than cats does the shelter have if there are 35 dogs and 27 cats?","system
How many more dogs than cats does the shelter have if there are 32 dogs and 18 cats?","system
How many more dogs than cats are there if there are 35 dogs and 27 cats at the pet shelter?","system
How many more dogs than cats does the shelter have if there are 25 dogs and 18 cats?"
722,"Prepare a single slightly challenging simple LCM word problem for a primary school student learning advanced topics in the context of a playground, with an LCM below 60. Use one direct question at the end. Return one question only, written as plain text.","system
A group of children decided to build a sandcastle on the beach. They have three different colored buckets: red, blue, and green. The red bucket can hold 4 liters of water, the blue bucket holds 5 liters, and the green bucket has a capacity of 7 liters. If they want to fill up all their buckets exactly once without any leftovers, what is the smallest number of times they need to refill the buckets? 

(Note: This problem involves finding the least common multiple (LCM) of the capacities of the buckets.)","system
A group of children is playing on a seesaw at the playground. There are 3 boys and 4 girls. They need to find out how many different ways they can sit on the seesaw so that each child sits next to another child or opposite them. What is the least common multiple (LCM) of the number of boys and girls?","system
A group of children is playing on a seesaw in the playground. There are 3 boys and 4 girls. They want to make sure that each child sits on opposite sides so that the seesaw balances perfectly. What is the smallest number of children they can have on the seesaw if all children must sit on opposite sides? 

What is the least common multiple (LCM) of 3 and 4?","system
A group of children is playing on a seesaw at the playground. There are 3 boys and 4 girls. They want to make sure that each child sits on the same side of the seesaw so that they can play together evenly. What is the least common multiple (LCM) of the number of boys and girls who need to sit on each side of the seesaw? 

What is the LCM of 3 and 4?"
723,"Generate one basic question about hours and minutes for a young math learner in the context of a school cafeteria, using quarter hours. Use familiar vocabulary. Return one question only, written as plain text.","system
How many quarters of an hour are there in 15 minutes?","system
How many quarter hours are there in 150 minutes?","system
How many quarters of an hour is 30 minutes?","system
How many quarters of an hour is 30 minutes?"
724,"Make one moderate question about hours and minutes for a primary school student in the context of a birthday party, using quarter hours. Use whole numbers only. Return only the question in plain text, with no answer or explanation.","system
What time will it be 15 quarter hours after lunchtime if lunch is at 12:30 PM?","system
How many quarter-hour intervals are there between 3:15 PM and 4:45 PM?","system
What is 15 quarter hours before 2:45 PM?","system
What is the time at 15 quarter past six?"
725,"Create one moderate division word problem for a primary school student in the context of a family picnic, using a simple sharing situation. Make the situation realistic. Output only the question in text form, without hints or an answer.","system
At the family picnic, there were 12 sandwiches and 8 juice boxes to share equally among 4 people. How many sandwiches and juice boxes does each person get?","system
At the family picnic, there were 12 sandwiches and 8 juice boxes to share equally among 4 children. How many sandwiches and juice boxes did each child get?","system
At the family picnic, there were 12 sandwiches and 8 juice boxes. If each person gets to share equally, how many people can be served with these supplies?","system
At the family picnic, there were 12 sandwiches and 8 juice boxes. If each person gets to share equally, how many people can be served with all the food?"
726,"Create a single basic subtraction word problem for an upper elementary student in the context of a birthday party, using numbers up to 20. Use one direct question at the end. Return one question only, written as plain text.","system
At the birthday party, there were initially 15 cupcakes on the table. After the cake was cut and shared among all the guests, there were 7 cupcakes left. How many cupcakes did each guest receive?","system
At the birthday party, there were initially 15 cupcakes on the table. After the cake was cut and shared among all the guests, there were 7 cupcakes left. How many cupcakes did each guest receive?","system
At the birthday party, there were initially 15 cupcakes on the table. After the cake was cut and shared among all the guests, there were 7 cupcakes left. How many cupcakes did each guest get?","system
At the birthday party, there were initially 15 cupcakes on the table. After the cake was cut and shared among all the guests, there were 7 cupcakes left. How many cupcakes did each guest get?"
727,"Write one basic question comparing two whole numbers for a young math learner in the context of a bus trip, using numbers up to 100. Use whole numbers only. Return only the question in plain text, with no answer or explanation.","system
How many more seats does the larger bus have compared to the smaller bus?","system
How many more seats does the larger bus have compared to the smaller bus if the larger bus has 52 seats and the smaller bus has 34 seats?","system
How many more seats does the larger bus have compared to the smaller bus if both buses can carry up to 50 people?","system
How many more seats does the larger bus have compared to the smaller bus?"
728,"Prepare a single slightly challenging question asking how much more one group has for an elementary student in the context of a sports day, using numbers up to 100. Make the situation realistic. Use plain text only and provide no solution or explanation.","system
At the school sports day, Team Alpha scored 45 points while Team Beta scored 38 points. How many more points did Team Alpha have than Team Beta?","system
At the school sports day, Group A won 35 gold medals while Group B won 42 gold medals. How many more gold medals did Group A win compared to Group B?","system
At the school sports day, Group A won 35 gold medals while Group B won 28 gold medals. How many more gold medals did Group A win compared to Group B?","system
At the annual school sports day, Group A won 35 gold medals while Group B won 28 gold medals. How many more gold medals did Group A win compared to Group B?"
729,"Create a single simple question asking how many groups can be formed for an upper elementary student in the context of a family picnic, using a dividend below 100. Make all needed information explicit. Return one question only, written as plain text.","system
How many different ways can you form teams for a family picnic if each team must have exactly 5 members and there are no more than 40 students attending?","system
How many different ways can you form groups of 4 people from a total of 36 family members at the picnic?","system
How many different ways can you form groups of 4 people from a total of 32 family members at the picnic?","system
How many different ways can you form groups of 4 people from a total of 36 family members at the picnic?"
730,"Create a single basic question about reading a written clock time for a student learning basic mathematics in the context of a music class, using quarter hours. Use whole numbers only. Output only the question in text form, without hints or an answer.","system
What is 3:15 PM on a standard 12-hour analog clock?","system
What is the time shown on the clock if it's exactly 15:30?","system
What is the time shown on this digital clock? 1:45 AM","system
What is 3:15 PM on a standard clock?"
731,"Create a single easy question about making equal groups for a student learning basic mathematics in the context of a bus trip, using divisors from 2 to 5. Use one direct question at the end. Return only the question in plain text, with no answer or explanation.","system
How many different ways can you divide 30 students into groups if each group must have either 2, 3, 4, or 5 students?","system
How many different ways can you divide 30 students into groups if each group must have either 2, 3, 4, or 5 students?","system
How many different ways can you divide a group of 10 people into teams if each team must have exactly 2 members?","system
How many different ways can you divide 30 students into groups if each group must have either 2, 3, 4, 5, or 6 students?"
732,"Create a single easy mixed-skills mathematics challenge for a young learner ready for a challenge in the context of a science fair, without requiring a drawing. Make all needed information explicit. Use plain text only and provide no solution or explanation.","system
Challenge: 

In a small town, there's a unique park where every tree has a special number written on it. The numbers follow a pattern based on the day of the week they were planted:

- Monday: 1
- Tuesday: 2
- Wednesday: 3
- Thursday: 4
- Friday: 5
- Saturday: 6
- Sunday: 7

The park also has a magical fountain that doubles the number on any tree when watered.

On a particular day, you notice that the total sum of the numbers on all trees is exactly 100. If the fountain was watered once during this day, what could be the possible original numbers on the trees? Assume each tree can have at most one number written on it.","system
**Challenge:**

In an experiment to measure the growth rate of plants under different conditions, you have collected data on plant height over time. The goal is to analyze this data using basic mathematical skills.

1. **Data Collection:**  
   - Collect the heights (in centimeters) of 5 randomly selected plants at two different times: before treatment (T0) and after treatment (T1). For example:
     - T0: [20, 22, 24, 26, 28]
     - T1: [23, 25, 27, 29, 31]

2. **Analysis:**
   - Calculate the average height increase per day.
   - Determine the standard deviation of the daily height increases.
   - Find the correlation coefficient between the initial height and the final height.

3. **Conclusion:**
   - Interpret your findings in terms of how well the treatments affected the","system
Challenge: Build a model that demonstrates Newton's Second Law of Motion.

Objective:
Design a simple mechanical system where you can observe how force affects motion using a toy car and pulley setup.

Materials Needed:
- A small toy car (about 10 cm long)
- A string or rope
- Two pulleys (one large and one small)
- A weight (e.g., a book) to add mass to the system

Instructions:

1. Attach the small pulley to the ceiling with a strong adhesive tape.
2. Tie one end of the string to the center of the small pulley.
3. Attach the other end of the string to the front wheel of the toy car.
4. Place the weight on top of the small pulley so it hangs down below the pulley.
5. Pull the string gently from the back of the pulley towards the small pulley while observing the movement of the toy car.

Observation:
As you pull the string","system
**Challenge:**

In a science experiment, a student is studying how different materials affect the growth rate of plants. They have three types of soil: clay, loam, and sand. Each type of soil has a unique effect on plant growth.

- **Clay Soil:** Plants grow faster.
- **Loam Soil:** Plants grow at an average rate.
- **Sand Soil:** Plants grow slower.

The student decides to test these soils with 10 identical plants. After one month, they measure the height of each plant in centimeters:

- Plant A (clay): 25 cm
- Plant B (loam): 30 cm
- Plant C (sand): 20 cm

Based on this data, what can you conclude about the relationship between soil type and plant growth? Explain your reasoning."
733,"Create one basic question about an equivalent ratio for a young learner ready for a challenge in the context of a camping trip, using small whole numbers. Use familiar vocabulary. Use plain text only and provide no solution or explanation.","system
If 3 apples cost $1.50, how many apples can you buy with $6?","system
How many sandwiches should you pack if each person gets 2 sandwiches on a 4-person camping trip?","system
What is 1/4 as a decimal?","system
If 3 apples cost $1.50, how many apples can you buy with $6?"
734,"Write one moderate question that uses subtraction followed by addition for a student learning basic mathematics in the context of a family picnic, with one clear final question. Use one direct question at the end. Give only the question as plain text. Do not include the solution.","system
What is the total number of sandwiches if there were initially 5 sandwiches and you ate 2?","system
How much money will you have left after buying 3 sodas and 2 sandwiches if each soda costs $1.50 and each sandwich costs $2.50?","system
What is the total number of sandwiches if there were initially 5 sandwiches and you added 3 more?","system
How many sandwiches will each person get if there are 15 sandwiches and 6 people attending the picnic?"
735,"Create a single slightly challenging word problem that can be solved with one equation for a primary school student learning advanced topics in the context of a science fair, using addition. Keep the question concise. Return one question only, written as plain text.","system
A science project uses 3 test tubes to grow plants. If each test tube needs 50 ml of water, how much water is needed in total?","system
A garden has 15 flowers. If you add 7 more flowers to the garden, how many flowers will there be in total?","system
A scientist is conducting an experiment to measure how many seeds grow from each type of flower. In total, 120 seeds sprout from roses and 80 seeds sprout from daisies. How many seeds grew from all flowers combined?","system
A science experiment requires 3 liters of water and 2 liters of vinegar to mix. How many liters of liquid do you need in total?"
736,"Create one simple mixed-operation problem with addition and subtraction for a young math learner in the context of a classroom, with one clear final question. Use one direct question at the end. Use plain text only and provide no solution or explanation.","system
A teacher has 23 apples to distribute equally among her students. If each student gets 4 apples, how many students can she give apples to? How many apples will be left over?

Final Question: What is the total number of apples given out?
[plain_text] 23 apples distributed equally among 4 students, with some left over. How many students get apples and how many are leftover?","system
A teacher has 25 apples to distribute equally among her students. If each student receives 4 apples, how many students are there? How many apples will be left over?

Final Question: What is the total number of apples distributed?","system
A teacher has 23 pencils. She gives away 7 pencils to her students but then finds 4 more pencils under her desk. How many pencils does she have now? 

How many pencils does the teacher have after these transactions?","system
In Ms. Johnson's class, there were initially 25 students. After half of them went to the library, how many students remained in the classroom? 

How many students stayed behind if 10 more students joined the group that went to the library?"
737,"Write a single moderate question about taking away for an upper elementary student in the context of a sports day, with simple borrowing. Make the situation realistic. Use plain text only and provide no solution or explanation.","system
At the school sports day, Sarah borrowed 3 skipping ropes from her friend to help her practice before the race. After the race, she found out she needed more than what she originally had. How many skipping ropes does Sarah need now?","system
At the school's sports day, Sarah needs 5 more points to win a gold medal. If she has already won 12 medals, how many medals does Sarah need to collect to reach her goal?","system
At the school's sports day, Sarah borrowed 3 skipping ropes from her friend to use during the relay race. After the race, she found out she needs 5 more skipping ropes for the next event. How many skipping ropes does Sarah need now?","system
At the school's sports day, Sarah borrowed 3 skipping ropes from her friend to use during the relay race. After the race, she needs to return them. How many skipping ropes does Sarah need to take back?"
738,"Write one basic question about the greatest common factor for an upper elementary student in the context of a toy store, using an equal-packaging situation. Use familiar vocabulary. Give only the question as plain text. Do not include the solution.","system
What is the greatest number of toys that can be put into each box if you want to pack 24 red toys and 36 blue toys equally?","system
What is the greatest number of toys that can be put into each box if you want to pack them equally and use whole numbers?","system
What is the greatest number of packages you can buy if each package contains 3 toys and you want to have exactly 18 toys without any leftovers?","system
What is the greatest number of toys that can be put into each box if you want to pack them equally and have no leftovers?"
739,"Generate a single moderate question asking how many groups can be formed for a primary school student in the context of a community park, using a dividend below 50. Use whole numbers only. Return only the question in plain text, with no answer or explanation.","system
How many different ways can a primary school student form groups at the community park if each group must have fewer than 50 students?","system
How many different ways can a teacher divide 36 students into equal groups for a community picnic?","system
How many groups can be formed if there are 48 children at a primary school event and each group should have fewer than 10 children?","system
How many different ways can a primary school student form teams if there are 48 participants and each team must have exactly 6 members?"
740,"Write one slightly challenging one-step algebra question for a primary school student learning advanced topics in the context of a beach visit, using addition. Make all needed information explicit. Return one question only, written as plain text.","system
At the beach, Sarah collected 15 seashells and her friend Tom collected 9 more seashells than Sarah. How many seashells did Tom collect?","system
At the beach, there were 5 sandcastles built by children. Each child made an additional 3 sandcastles during their playtime. How many sandcastles did they build in total?","system
At the beach, Sarah collected 15 seashells and her friend Tom collected twice as many seashells as Sarah. How many seashells did they collect together?","system
At the beach, there were 15 seashells on the first day. On the second day, 7 more seashells were found. How many seashells are there now?"
741,"Create a single easy simple number-pattern question for a primary school student learning advanced topics in the context of a camping trip, using addition. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","system
At the campfire, there were 3 s'mores. Each person ate 1 s'more. How many people were at the camp?","system
A group of 4 friends went on a camping trip and collected 3 different types of shells: sand dollars, seashells, and starfish. They found 5 sand dollars, twice as many seashells as sand dollars, and three times as many starfish as seashells. How many shells did they collect in total?","system
A group of 5 friends went on a camping trip. Each friend brought 3 sandwiches to share equally among themselves. How many sandwiches did each friend get?","system
At the campfire, there were 3 pine cones on each stick. If you found 5 sticks and collected all the pine cones, how many pine cones did you find?"
742,"Create one simple question asking for a part-to-part ratio for a primary school student learning advanced topics in the context of a sports day, using numbers below 10. Make all needed information explicit. Return one question only, written as plain text.","system
What is the ratio of boys to girls who participated in the relay race at the sports day? Given that there were 25 participants and 16 of them were boys.","system
What is the ratio of boys to girls participating in the relay race at the sports day? If there are 30 students total and 15 of them are boys, what is the ratio?","system
What is the ratio of boys to girls participating in the relay race at the sports day? If there are 30 participants and 18 of them are boys, what is the ratio?

The ratio of boys to girls participating in the relay race is 3:2.","system
What is the ratio of boys to girls participating in the relay race at the sports day? If there are 5 boys and 3 girls participating, what is the ratio?

The ratio of boys to girls is 5:3."
743,"Write one slightly challenging mixed-operation problem with addition and subtraction for an elementary student in the context of a camping trip, using three quantities. Make all needed information explicit. Use plain text only and provide no solution or explanation.","system
**Problem:**

At the start of their camping trip, Sarah had 15 sandwiches packed. During her hike, she ate 4 sandwiches but found another pack containing 7 more sandwiches. How many sandwiches does Sarah have now?","system
**Problem:**

During their camping trip, Sarah and her family collected 15 berries from the forest. They decided to share these berries equally among themselves. After sharing, they found another group of 20 berries nearby. How many berries does each person get now if they combine both groups?","system
**Problem:**

At the start of their camping trip, Sarah had 15 sandwiches. She ate 4 sandwiches during breakfast. Later, she found another 7 sandwiches under her tent. How many sandwiches does Sarah have now?","system
**Problem:**

During their camping trip, Sarah collected 15 berries from the forest. She then found another 7 berries on the beach. Unfortunately, she had to give away 3 berries to her friend because they were too many. How many berries does Sarah have left?"
744,"Prepare one moderate question asking how much more one group has for a student learning basic mathematics in the context of a school cafeteria, using numbers up to 20. Use one direct question at the end. Return only the question in plain text, with no answer or explanation.","system
How many more apples does Group A have compared to Group B if Group A has 15 apples and Group B has 10 apples?","system
How many more items does Group A have compared to Group B if Group A has 15 items and Group B has 9 items?","system
How many more items does Group A have compared to Group B if each group receives an equal number of sandwiches and juice boxes?","system
How many more apples does Group A have compared to Group B if Group A has 15 apples and Group B has 9 apples?"
745,"Create a single simple question about the greatest common factor for a young learner ready for a challenge in the context of a fruit shop, using numbers below 50. Keep the question concise. Use plain text only and provide no solution or explanation.","system
What is the greatest common factor (GCF) of 42 and 63?","system
What is the greatest common factor of 36 apples and 48 oranges?","system
What is the greatest common factor of 48 apples and 60 oranges?","system
What is the greatest common factor (GCF) of 36 and 48?"
746,"Make one easy two-step addition and subtraction word problem for a primary school student in the context of a community park, using two-digit numbers. Make all needed information explicit. Return one question only, written as plain text.","system
At the community park, there were 34 picnic tables. After lunchtime, 15 more tables were added to accommodate more guests. How many picnic tables are there now?","system
At the community park, there are 45 benches available. If 23 more benches are added to accommodate visitors, how many benches will be in total? Then, if 17 benches need to be removed because they are broken, what is the final number of benches remaining?","system
At the community park, there are 35 picnic tables and 27 benches. How many more picnic tables than benches are there?","system
At the community park, there were initially 45 swings. After adding 17 more swings, how many swings are there now?"
747,"Prepare one simple question comparing two groups with a ratio for a young learner ready for a challenge in the context of a playground, using a clear part-to-part comparison. Use whole numbers only. Use plain text only and provide no solution or explanation.","system
Which group has more swings? Group A has 5 swings, while Group B has 10 swings.","system
Which group has more swings? Group A has 5 swings, while Group B has 10 swings.","system
Which group has more swings? Group A has 5 swings, while Group B has 10 swings.","system
Which group has more children playing on the swings? Group A has 12 kids, while Group B has 8 kids."
748,"Prepare a single basic missing-number equation for a primary school student learning advanced topics in the context of a fruit shop, using addition. Keep the question concise. Give only the question as plain text. Do not include the solution.","system
What is 5 + ? = 12?","system
A fruit shop has 15 apples and 20 oranges. How many fruits do they have in total?","system
What is the total cost if you buy 3 apples and 2 bananas at $1 each?","system
What is the total number of apples and oranges if there are 5 apples and 3 oranges?"
749,"Write one easy question that uses addition followed by subtraction for an upper elementary student in the context of a birthday party, using three quantities. Use one direct question at the end. Use plain text only and provide no solution or explanation.","system
At the birthday party, there were 15 cupcakes on the table. After the cake was cut, how many cupcakes did each child get if they shared them equally among themselves? 

(15 - (number of children)) / number of children = ?","system
At the birthday party, there were 15 cupcakes on the table. After the cake was cut, how many cupcakes were left if 7 were eaten?","system
At the birthday party, there were 15 cupcakes on the table. If they ate 7 cupcakes during the first hour and then added 4 more after the second hour, how many cupcakes were left?","system
At the birthday party, there were 15 cupcakes on the table. If 7 more cupcakes were added to the table before the cake was cut, how many cupcakes were there after adding them? Then, if 3 cupcakes were eaten during the party, how many cupcakes were left?"
750,"Prepare one moderate question about the greatest common divisor for a primary school student learning advanced topics in the context of a school cafeteria, using numbers below 50. Make all needed information explicit. Return one question only, written as plain text.","system
What is the greatest common divisor (GCD) of 42 and 63?","system
What is the greatest common divisor (GCD) of 42 and 63?","system
What is the greatest common divisor (GCD) of 42 and 63?","system
What is the greatest common divisor (GCD) of 42 and 63?"
751,"Generate one slightly challenging question about finding a total and then what remains for a young math learner in the context of a community park, with exactly two operations. Make all needed information explicit. Use plain text only and provide no solution or explanation.","system
In a community park, there are 120 benches available. If 35% of these benches have broken seats, how many benches remain usable? What is the number of benches that need repair if each bench needs to be repaired individually?","system
In a community park, there are 120 benches available for visitors to sit on. If each bench can seat 4 people at once, how many total seats does the park have? What is the number of remaining seats after 360 people have sat down?","system
In a community park, there are 120 benches available. If 35% of these benches are occupied by children during playtime, how many benches remain unoccupied?","system
A community park has 120 benches available. If 35% of them are occupied during peak hours, how many benches are still available? What is the number of benches that remain unoccupied after this occupancy?"
752,"Prepare one slightly challenging ratio word problem for a young learner ready for a challenge in the context of a book fair, with a ratio that can be simplified. Keep the question concise. Output only the question in text form, without hints or an answer.","system
At the school book fair, for every 3 books bought, there is 1 bookmark included free. If Sarah buys 9 books, how many bookmarks does she get?","system
At the school book fair, there were 120 books on display. If 3/5 of these books were fiction and the rest were non-fiction, how many non-fiction books were there?","system
At the school book fair, there were 120 books on display. If 3/5 of these books were fiction and the rest were non-fiction, how many non-fiction books were there?","system
At the Book Fair, for every 3 fiction books sold, there are 2 non-fiction books sold. If 15 fiction books were sold, how many non-fiction books were sold?"
753,"Write a single easy question about equal sharing for an elementary student in the context of a birthday party, using a dividend below 100. Use one direct question at the end. Return one question only, written as plain text.","system
How many pieces should each friend get if you have 24 cookies and want to share them equally among 6 friends?","system
How many pieces should each friend get if there are 24 cookies and 8 friends to share them equally?","system
How many pieces should each friend get if you have 24 candies to share equally among 6 friends?","system
How many pieces should each friend get if there are 24 cookies and 8 friends to share them equally?"
