,prompt,response_1,response_2,response_3,response_4
808,"Write a single moderate question about area for a student learning basic mathematics in the context of a music class, about identifying a shape. Use familiar vocabulary. Output only the question in text form, without hints or an answer.","assistant

What is the area of a rectangle with a length of 8 cm and a width of 5 cm?","assistant

What is the area of a rectangle with a length of 8 cm and a width of 5 cm?","assistant

What is the type of shape that has four right angles and four sides of equal length?","assistant

What is the type of shape with four right angles and four sides of equal length?"
809,"Write one moderate short sum problem for an upper elementary student in the context of a school library, using numbers up to 20. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution.","assistant

What is the sum of the numbers 5, 8, 12, 15, and 18?","assistant

What is the total number of books in the library if there are 5 shelves, and each shelf can hold 8 books, and there are 3 shelves in the library?","assistant

What is the total number of books in the library if 5 shelves hold 8 books each, and 4 shelves hold 12 books each?","assistant

What is the sum of the numbers 5, 8, 12, 15, 18, 22, 20, 17, 19, 6, 14, 9, 7, 10, 4, 13, 16, 1, 11, 3, 2?"
810,"Generate a single moderate question about two repeating events for a primary school student learning advanced topics in the context of a book fair, using numbers below 15. Use one direct question at the end. Return one question only, written as plain text.","assistant

Here's a question about two repeating events for a primary school student learning advanced topics:

What is the difference between a repetition in a story and a repetition in a poem?","assistant

Here's a question for a primary school student learning advanced topics in the context of a book fair:

What is the main difference between a fiction and non-fiction book, and how do authors use different writing styles to convey their message in each type of book?","assistant

Here's a question about two repeating events for a primary school student learning advanced topics in the context of a book fair:

What is the difference between a repeat performance and a repeat event in the context of a book fair?

A) A repeat performance is a type of event that happens every year, while a repeat event is a one-time occurrence.
B) A repeat performance is a type of event that is repeated in the same location, while a repeat event is a one-time occurrence.
C) A repeat performance is a type of event that is performed by the same group of people, while a repeat event is a one-time occurrence.
D) A repeat performance is a type of event that is performed by the same people, while a repeat event is a one-time occurrence.

Answer: A","assistant

Here's a question about two repeating events for a primary school student learning advanced topics in the context of a book fair:

What is the difference between a repetition in a story and a repetition in a poem?"
811,"Create one moderate greater-than or less-than question for an elementary student in the context of a book fair, using three quantities. Avoid unnecessary details. Use plain text only and provide no solution or explanation.","assistant

1. If I have 15 pencils and I buy 7 more, how many pencils do I have now?","assistant

1. If I have 15 pencils and I buy 7 more, how many pencils do I have now?","assistant

1. If I have 15 pencils and I give 8 to my friend, how many pencils do I have left?","assistant

What is the number of books that Tom has in his bookshelf?"
812,"Write one simple question about the greatest common factor for an upper elementary student in the context of a birthday party, using an equal-packaging situation. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","assistant

What is the best way to share a birthday cake among 8 friends?","assistant

What is the greatest common factor of two identical packages of cookies?","assistant

What is the greatest common factor of 12 cookies and 15 cookies?","assistant

What is the greatest common factor of two identical packages of cookies?"
813,"Make one easy question that uses subtraction followed by addition for an upper elementary student in the context of a bus trip, with no negative answer. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.","assistant

What is 15 - 8?","assistant

What is 25 - 10?","assistant

What is 15 - 7?","assistant

What is 15 - 7?"
814,"Make a single easy two-step addition and subtraction word problem for an upper elementary student in the context of a family picnic, with no negative answer. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation.","assistant

What is 15 + 7?","assistant

What is 5 + 2?","assistant

What is 5 + 2?","assistant

What is 5 + 2?"
815,"Prepare one moderate mixed-operation problem with addition and subtraction for a student learning basic mathematics in the context of a classroom, with simple regrouping. Keep the question concise. Return only the question in plain text, with no answer or explanation.","assistant

What is 457 - 279 + 125?","assistant

What is 457 - 279 + 12 + 25?","assistant

What is 457 + 279 - 125?","assistant

What is 457 - 279 + 12?"
816,"Make one moderate mixed-skills mathematics challenge for a primary school student learning advanced topics in the context of a school library, with a clear and solvable situation. Make the situation realistic. Return one question only, written as plain text.","assistant

**Maths Challenge: Library Book Collection**

You are the librarian of a school library. You have 15 shelves of books, and each shelf can hold 5 books. The library has a total of 300 books. You want to put an equal number of books on each shelf. How many books can you put on each shelf?

A) 2
B) 3
C) 4
D) 5
E) 6

Choose your answer.","assistant

**Maths Challenge: Library Book Collection**

You are the librarian of a small public library. You have 15 shelves of books, and each shelf can hold 8 books. If you want to put 3 books on each shelf, how many shelves will you need to buy to have enough books to fill all the shelves?

**Question:**","assistant

**Maths Challenge: Library Book Collection**

You are the librarian of a small public library. You have 15 shelves of books, and each shelf can hold 8 books. The library has a budget of $1000 to buy new books. You want to buy books that are in the following categories: fiction, non-fiction, and children's books. The prices of the books are as follows:

- Fiction books: $10 each
- Non-fiction books: $15 each
- Children's books: $8 each

You have $1000 to spend. You want to buy a combination of books that will not exceed the budget. How many books of each type can you buy?

**Question:** How many fiction, non-fiction, and children's books can you buy with $1000, given that you want to buy a total of 20 books?","assistant

**Maths Challenge: Library Book Collection**

You are the librarian of a small public library. You have a collection of 150 books, and you want to organize them in a way that allows you to easily find a specific book. The library has three shelves, each with 20 books. The shelves are arranged in a 3x5 grid, with each row and column having 5 books. You want to find a book that is exactly 10 books away from a book that is exactly 5 books away from you.

What is the most efficient way to organize the books so that you can find the book you want in the shortest time possible?"
817,"Write a single slightly challenging simple ratio question for an upper elementary student in the context of a school library, using a clear part-to-part comparison. Keep the question concise. Return one question only, written as plain text.","assistant

What is the ratio of the number of books on the fiction shelf to the number of books on the non-fiction shelf in a library?","assistant

What is the ratio of the number of books in the fiction section to the number of non-fiction books in the library?","assistant

What is the ratio of the number of books on the fiction shelf to the number of books on the non-fiction shelf in the school library?","assistant

What is the ratio of the number of books on the fiction shelf to the number of books on the non-fiction shelf in a library?"
818,"Generate a single basic question about finding what remains for an elementary student in the context of a school library, where the answer is positive. Use whole numbers only. Use plain text only and provide no solution or explanation.","assistant

What is the number of books in the library?","assistant

What is the number of books in the library?","assistant

What is the number of books in the library?","assistant

What is the number of books in the library?"
819,"Create a single slightly challenging question requiring the LCM of two numbers for a primary school student learning advanced topics in the context of a farm, using a repeating-pattern situation. Avoid unnecessary details. Use plain text only and provide no solution or explanation.","assistant

A farmer has 15 cows, 20 pigs, and 30 sheep on the farm. How many animals will the farmer have if they add 5 more cows, 7 pigs, and 10 sheep?","assistant

What is the LCM of 24 and 36?","assistant

What is the LCM of 24 and 36 when the farm animals are fed twice a day, and the farmer gives 2 more animals to the farm each day?","assistant

What is the LCM of 18 and 24 when the cows on the farm are fed twice a day, and each cow eats 3/4 of the total amount of food?"
820,"Generate a single easy question about hours and minutes for an elementary student in the context of a classroom, using an afternoon activity. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","assistant

What is the time on the clock in 45 minutes?","assistant

What time is it in 45 minutes?","assistant

What time is it in 3 hours and 45 minutes after 2:45 PM?","assistant

What time is it in 30 minutes?"
821,"Generate one moderate simple ratio question for an upper elementary student in the context of a classroom, using an equivalent-ratio situation described with words. Use familiar vocabulary. Give only the question as plain text. Do not include the solution.","assistant

What is the ratio of the number of pencils to the number of crayons in a box?","assistant

What is the ratio of the number of pencils in the classroom to the number of chairs if 15 pencils are in the classroom and 20 chairs are in the classroom?","assistant

What is the ratio of the number of pencils to the number of crayons in a box of 24 pencils to a box of 36 crayons?","assistant

What is the ratio of the number of pencils in the left box to the number of pencils in the right box?"
822,"Write one simple question asking when two schedules meet again for a primary school student learning advanced topics in the context of a beach visit, using numbers from 2 to 10. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution.","assistant

When will you meet again at the beach after the 5 o'clock swim lesson on the 8th?","assistant

When do you think the two people who went to the beach together will meet again?","assistant

When will you meet again at the beach?","assistant

When will you meet again at the beach?"
823,"Make a single moderate question about making equal groups for a young learner ready for a challenge in the context of a farm, using two small whole numbers. Avoid unnecessary details. Output only the question in text form, without hints or an answer.","assistant

What is the best way to divide 12 chickens among 6 small groups of 2 chickens each?","assistant

What is the best way to divide a field into two equal groups of 15 animals?","assistant

What is the best way to divide a group of 8 animals into 4 equal groups for a farm activity?","assistant

What is the best way to divide a group of 8 animals into equal groups of 4?"
824,"Write a single simple question about equal sharing for an upper elementary student in the context of a birthday party, with a small remainder. Use one direct question at the end. Use plain text only and provide no solution or explanation.","assistant

What percentage of the party treats should be given to the birthday boy and girl?","assistant

What is the best way to divide the remaining cake and ice cream at the party?","assistant

What percentage of the party money should each guest bring to share equally?","assistant

What is the best way to divide the remaining candy at the birthday party?"
825,"Generate a single slightly challenging question requiring the LCM of two numbers for a primary school student learning advanced topics in the context of a camping trip, using two repeating time intervals. Use one direct question at the end. Output only the question in text form, without hints or an answer.","assistant

What is the least common multiple of 12 and 24, considering that the time intervals are 3 hours and 6 hours respectively?","assistant

What is the least common multiple of 12 hours and 8 hours, considering the time intervals of 2 hours and 4 hours?","assistant

What is the least common multiple of 12 and 18, considering that the camping trip will take place on a 24-hour clock, with the sun rising at 6am and setting at 6pm?","assistant

What is the least common multiple of 9 and 15, considering that the camping trip will take place during a 4-hour morning and 6-hour afternoon?"
826,"Generate one basic question that uses addition followed by subtraction for an elementary student in the context of a book fair, using numbers up to 50. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","assistant

What is the difference between 25 and 17?","assistant

What is 25 + 19 - 7?","assistant

What is 25 + 17 - 8?","assistant

What is the total number of books in the book fair if 25 books are given to the librarian and 15 more books are added to the collection?"
827,"Create one easy question comparing two quantities for a young math learner in the context of a toy store, with equal values as one possible result. Use familiar vocabulary. Return one question only, written as plain text.","assistant

What is the price of the toy car if it costs $15 and the toy train set costs $20?","assistant

What is the price of a toy car that costs $15 and a toy doll that costs $20?","assistant

What is the price of the toy car if it costs $15 and the toy train costs $20?","assistant

What is the price of a toy car that costs $15 and a toy doll that costs $20?"
828,"Prepare a single basic short division fact problem for a student learning basic mathematics in the context of a garden, with equal group sizes. Make the situation realistic. Return one question only, written as plain text.","assistant

Here's a simple short division fact problem for a student learning basic mathematics in the context of a garden:

""Tom has 18 rows of flowers in his garden, and he wants to divide them equally among 6 rows of beds. How many flowers will each row get?""","assistant

Tom has 18 baskets of seeds to divide among 6 groups of 3 baskets each. How many baskets of seeds will each group get?","assistant

Tom has 18 baskets of seeds to divide among 6 groups of 3 baskets each. How many baskets of seeds will each group get?","assistant

Here's a basic short division fact problem for a student learning basic mathematics in the context of a garden:

""Tom has 18 rows of flowers in his garden. He wants to divide them equally among 6 rows of beds. How many flowers will each row get?"""
829,"Generate a single slightly challenging question using one unknown value for an upper elementary student in the context of a beach visit, using division with no remainder. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","assistant

What is the number of seashells that can fit into a bucket that holds 48 cups of water?","assistant

What is the number of seashells that can fit into a bucket that holds 48 cups of sand?","assistant

What is the number of seashells that can fit into a bucket that is 3 feet deep and 2 feet wide?","assistant

What is the number of shells that can be collected from a bucket that holds 48 cups of sand?"
830,"Write a single easy division word problem for an elementary student in the context of a bus trip, using a simple sharing situation. Use whole numbers only. Return only the question in plain text, with no answer or explanation.","assistant

How many pencils do you think Mrs. Johnson will give to each of the 18 students in Mrs. Johnson's class if she wants to divide them equally among 6 groups?","assistant

How many pencils do you think Mrs. Johnson will give to each of the 12 students in Mrs. Johnson's class if she has 48 pencils to share equally among them?","assistant

How many groups of 5 can be made from 15 students on a bus?","assistant

How many pencils do you think Mrs. Johnson has in her pencil case if she has 15 pencils and she wants to put them into boxes of 3 pencils each?"
831,"Make one basic ratio word problem for an upper elementary student in the context of a camping trip, using numbers below 10. Use familiar vocabulary. Use plain text only and provide no solution or explanation.","assistant

Tom and his friends went on a camping trip to the woods. They packed 5 tents, 3 sleeping bags, and 2 backpacks. How many people can they accommodate in total?","assistant

Tommy and his family went on a camping trip to the mountains. They packed 5 backpacks with food, 2 sleeping bags, and 3 flashlights. How many people can they accommodate in the 5 tents?","assistant

Tommy and his family went on a camping trip to the woods. They packed 5 bags of marshmallows, 3 boxes of s'mores ingredients, and 2 coolers with drinks. How many ingredients did they have in total?","assistant

Tom and his family went on a camping trip to the woods. They packed 5 backpacks with 2 sleeping bags, 3 tents, and 1 cooler. How many people can they accommodate in the tents?"
832,"Generate a single simple question about finding a total and then what remains for an elementary student in the context of a community park, with simple regrouping. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation.","assistant

What is the total number of swings in the park?","assistant

What is the total amount of money collected from the community park's annual bake sale?","assistant

What is the total number of swings in the community park?","assistant

What is the total amount of money in the community park's playground fund?"
833,"Create a single basic greater-than or less-than question for a young math learner in the context of a pet shelter, using numbers up to 20. Use one direct question at the end. Output only the question in text form, without hints or an answer.","assistant

What number is greater than 10 and less than 20?","assistant

What number is greater than 10 and less than 20?","assistant

What is the largest number of dogs available for adoption at the shelter?","assistant

What number is greater than 10 and less than 20?"
834,"Create one moderate addition question with three addends for a primary school student in the context of a farm, using one missing addend. Make the situation realistic. Use plain text only and provide no solution or explanation.","assistant

Tom has 15 chickens, 8 ducks, and 4 pigs on his farm. He wants to put them in separate pens. How many pens will he need?","assistant

Tom has 15 chickens in his backyard. He buys 8 more chickens from a friend. How many chickens does Tom have now?","assistant

Tom has 15 chickens in his backyard. He has 8 more chickens to buy for his farm. How many chickens does Tom have now?","assistant

Tom has 15 chickens, 8 ducks, and 12 pigs on his farm. He wants to buy more chickens."
835,"Write a single simple question asking for a part-to-part ratio for a primary school student learning advanced topics in the context of a farm, using two types of objects. Avoid unnecessary details. Output only the question in text form, without hints or an answer.","assistant

What is the ratio of the weight of the cow to the weight of the pig in a farm?","assistant

What is the ratio of the weight of the heavy tractor to the weight of the lighter tractor parts?","assistant

What is the ratio of the weight of the cow to the weight of the chicken in a farm?","assistant

What is the ratio of a tractor to a tractor trailer in a farm?"
836,"Write a single easy question about making equal groups for an upper elementary student in the context of a science fair, using numbers below 30. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","assistant

What is the largest number of groups of 5 that can be made from 12 objects?","assistant

What is the number of groups of 5 students that can be made from a class of 25 students?","assistant

What is the largest number of groups of 5 that can be made using the numbers 1-10?","assistant

What is the process called when plants grow in groups of 3 or more?"
837,"Prepare a single simple question with more than one useful piece of information for a young learner ready for a challenge in the context of a toy store, using numbers below 100. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","assistant

What is the total number of toys in the toy store if there are 15 dolls, 20 blocks, and 30 cars, and 5 of each of these toys are on display?","assistant

What is the main difference between a dollhouse and a doll's house?","assistant

What is the difference between a 5-year-old's toy and a 5-year-old's toy?","assistant

What is the total number of toys in the toy store that are either dolls or cars?"
838,"Create one moderate question about two repeating events for a primary school student learning advanced topics in the context of a beach visit, using numbers below 15. Make the situation realistic. Return one question only, written as plain text.","assistant

Here's a question for a primary school student learning advanced topics in the context of a beach visit:

What is the process called when the tide goes out and then comes back in again, and this happens several times a day?","assistant

Here's a question for a primary school student learning advanced topics in the context of a beach visit:

What would happen if the tide went out during a beach visit and the sun was shining brightly, and the water temperature was 25 degrees Celsius?","assistant

What is the average number of beach trips made by a child in their lifetime, assuming they visit the beach at least once a year for 10 years, and visit the beach 3 times a year?","assistant

What is the difference between the number of hours spent by a surfer on the beach and the number of hours spent by a swimmer in the ocean?"
839,"Create one moderate ratio word problem for an upper elementary student in the context of a bakery, using numbers below 10. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation.","assistant

How many cupcakes can you bake in 5 batches of 2 cupcakes each if you have 15 cupcakes to bake?","assistant

How many cupcakes can you bake in 5 batches of 2 cupcakes each if you have 15 cupcakes to bake?","assistant

How many cupcakes will you need to package 5 dozen to sell at a bakery?","assistant

How many cupcakes can you bake in a 3-hour baking session if you have 5 trays of cupcakes to bake and each tray can hold 8 cupcakes?"
840,"Write one basic question about two repeating events for a primary school student learning advanced topics in the context of a pet shelter, using a school schedule situation. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.","assistant

What is the most likely time for a dog to be adopted from the shelter during a school day?","assistant

What is the most effective way to reduce the number of dogs in the shelter by 20% in the next 6 weeks?","assistant

What is the most likely time for a dog to be adopted from the shelter if the shelter staff are busy during the morning and afternoon, but available during the evening?","assistant

What is the most likely time for a dog to be adopted from the shelter on a Monday morning?"
841,"Write a single slightly challenging question asking for a part-to-part ratio for a primary school student learning advanced topics in the context of a toy store, using numbers below 10. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","assistant

What is the ratio of 5 pencils to 2 crayons in a box of 8 crayons?","assistant

What is the ratio of toy cars to toy trains in a toy store if 5 toy cars cost $10 and 3 toy trains cost $8?","assistant

What is the ratio of toy cars to toy trucks in a toy store that has 5 rows of cars and 3 rows of trucks?","assistant

What is the ratio of dolls to blocks in a toy store that has 5 shelves, with 3 shelves of dolls and 2 shelves of blocks?"
842,"Prepare a single basic question requiring the GCD of two numbers for a young learner ready for a challenge in the context of a birthday party, using numbers below 50. Use familiar vocabulary. Give only the question as plain text. Do not include the solution.","assistant

What is the greatest common divisor of 24 and 36?","assistant

What is the greatest common divisor (GCD) of 12 and 18?","assistant

What is the greatest common divisor of 24 and 36?","assistant

What is the greatest common divisor (GCD) of 12 and 18?"
843,"Make one slightly challenging short difference problem for an upper elementary student in the context of a toy store, with no borrowing. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation.","assistant

What is the total cost of 5 boxes of crayons, 3 boxes of pencils, and 2 boxes of markers if each box costs $2.50?","assistant

What is the total cost of 5 boxes of crayons if each box costs $2.50 and there are 20 crayons in each box?","assistant

What is the total cost of 5 boxes of crayons if each box costs $2.50 and 2 boxes of pencils cost $1.75?","assistant

What is the total cost of 5 boxes of crayons that cost $2 each?"
844,"Prepare a single moderate word problem that can be solved with one equation for a primary school student learning advanced topics in the context of a school library, using a letter for the unknown. Avoid unnecessary details. Use plain text only and provide no solution or explanation.","assistant

A library has 250 books on a shelf. 150 of them are fiction books and 100 are non-fiction books. If 20% of the books are fiction, how many non-fiction books are on the shelf?","assistant

A library has 240 books in its collection. 120 of them are fiction books and 120 are non-fiction books. If 15 more fiction books are added to the library, how many books will be in the library?","assistant

A library has 240 books in the fiction section. 120 of them are fiction novels, and 120 are non-fiction books. If 30 more fiction books are added, the total number of books becomes 270. How many fiction books were originally in the library?","assistant

A school library has 240 books on a shelf. 120 of them are fiction books and 120 are non-fiction books. If 15 more fiction books are added to the library, how many books will be on the shelf?"
845,"Make one easy question comparing two groups with a ratio for a young learner ready for a challenge in the context of a birthday party, without fractions or decimals. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","assistant

Which group has more balloons: the group of 15 children and the group of 20 children?","assistant

What is the ratio of the number of balloons to the number of party hats at the birthday party?","assistant

What is the ratio of the number of balloons to the number of guests at the party?","assistant

What is the ratio of the number of balloons to the number of party hats worn by the children at a birthday party?"
846,"Prepare one simple simple LCM word problem for an upper elementary student in the context of a school library, using numbers from 2 to 10. Use whole numbers only. Use plain text only and provide no solution or explanation.","assistant

A librarian needs to order books for the school library. She needs to order 4 books for the fiction section, 3 books for the non-fiction section, and 2 books for the children's section. How many books does the librarian need in total?","assistant

The library has 5 shelves, and each shelf can hold 3 books. If the library has 8 books on the first shelf, 6 books on the second shelf, 4 books on the third shelf, and 2 books on the fourth shelf, how many books can be placed on the shelves?","assistant

2 students borrow books from the library. 
3 books are borrowed at a time. 
How many books will the students borrow in total?","assistant

A library has 5 shelves, and each shelf can hold 3 books. If the library has 8 books to put on the shelves, how many shelves will be needed?"
847,"Create a single slightly challenging question asking how many groups can be formed for a young math learner in the context of a sports day, using a simple sharing situation. Make the situation realistic. Give only the question as plain text. Do not include the solution.","assistant

How many groups of 4 can be formed from 8 students for a school sports day, where each group must consist of 2 boys and 2 girls?","assistant

How many groups of 4 can be formed from a total of 8 students, where each group must consist of 2 boys and 2 girls?","assistant

How many groups of 5 friends can be formed from a total of 12 students for a sports day event?","assistant

How many groups of 5 can be formed from a total of 15 students, where each group must include at least one boy and one girl?"
848,"Make a single easy geometry question about shape properties for a young math learner in the context of a birthday party, using triangles and quadrilaterals. Avoid unnecessary details. Use plain text only and provide no solution or explanation.","assistant

What is the sum of the interior angles of a quadrilateral with four equal sides?","assistant

What is the sum of the interior angles of a quadrilateral with 4 sides?","assistant

What is the sum of the interior angles of a quadrilateral with 4 sides?","assistant

What is the sum of the interior angles of a quadrilateral with two sides that are equal?"
849,"Prepare a single slightly challenging addition question with three addends for a young math learner in the context of a family picnic, using numbers up to 100. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","assistant

What is 24 + 75 + 67?","assistant

What is 25 + 75 + 50?","assistant

What is 23 + 17 + 35?","assistant

What is 43 + 27 + 19?"
850,"Write one moderate addition question with three addends for a primary school student in the context of a school cafeteria, using numbers up to 100. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation.","assistant

What is the sum of 25, 75, and 48?","assistant

What is the sum of 25 + 75 + 32?","assistant

What is the sum of 25, 56, and 27?","assistant

What is the sum of 25, 75, and 35?"
851,"Write one basic missing-number equation for a young learner ready for a challenge in the context of a birthday party, using a letter for the unknown. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","assistant

What number do you think is missing from the following sentence: 

""Yesterday, I gave my friend a _______ cake for their birthday.""","assistant

What number do you think is missing from the following birthday party list?

1. _______________
2. _______________
3. _______________
4. _______________
5. _______________

The birthday boy/girl is turning _______________.","assistant

What number do you think the 5-year-old boy should bring to the party to share with his friends?","assistant

What number do you think is missing from the following birthday party list?

______ is the number of guests that will be at the party.

1. 
2. 
3. 
4. 
5."
852,"Create a single easy question using one unknown value for a young learner ready for a challenge in the context of a toy store, using subtraction. Use familiar vocabulary. Give only the question as plain text. Do not include the solution.","assistant

What is 15 - 7?","assistant

What is 15 - 8?","assistant

What is the number of toys left in the toy store if 15 toys were sold and 8 more were added?","assistant

What toy do you think is missing from a toy box that has 15 blocks, 8 dolls, and 12 cars?"
853,"Write a single basic question asking how much more one group has for an elementary student in the context of a sports day, with a short real-life situation. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.","assistant

How much more money do you have for the school's sports day?","assistant

How much more do you have for your school's sports day?","assistant

How much more money does the soccer team have for the school sports day compared to the basketball team?","assistant

How much more money do you have for the school sports day?"
854,"Prepare one basic question about taking away for a student learning basic mathematics in the context of a book fair, using a comparison situation. Make the situation realistic. Return only the question in plain text, with no answer or explanation.","assistant

What is the difference between 5/8 and 3/4?","assistant

What is the difference between a 10% discount and a 20% discount?","assistant

What is the difference between 5/8 and 3/4?","assistant

What is the difference between a 50/50 split and a 60/40 split in a book fair?"
855,"Generate one simple question about adding two quantities for a young math learner in the context of a music class, using one missing addend. Avoid unnecessary details. Output only the question in text form, without hints or an answer.","assistant

What is the sum of 5 + 3?","assistant

What is the sum of 5 + 3?","assistant

What is the sum of 5 and 2?","assistant

What is the sum of 5 + 2?"
856,"Create a single moderate question about finding a total and then what remains for a young math learner in the context of a science fair, using numbers up to 50. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation.","assistant

What is the total of 25 + 17 + 32 + 8?","assistant

What is the sum of the numbers 2, 5, 8, 11, and 14?","assistant

What is the sum of the numbers 2, 5, 8, 11, 14, 17, 22, 27, 32, 37, 42, 47?","assistant

What is the sum of the numbers 2, 5, 8, 11, 14, 17, 20, 23, 26, 29, 32, 35, 38, 41, 44, 47, 50?"
857,"Generate one basic question asking how much more one group has for a young math learner in the context of a school library, with equal values as one possible result. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution.","assistant

How much more does a book cost in the library compared to a book at home?","assistant

How much more do you have in the library than your friends?","assistant

How much more do you have in the library than your friends?","assistant

How much more does the library have of the popular book series compared to the school library?"
858,"Make a single basic question about perimeter for an upper elementary student in the context of a bus trip, about identifying a shape. Use familiar vocabulary. Give only the question as plain text. Do not include the solution.","assistant

What is the perimeter of a rectangle?","assistant

What is the perimeter of a rectangle with a length of 6 cm and a width of 4 cm?","assistant

What is the perimeter of a rectangle?","assistant

What is the perimeter of a rectangle that is 8 inches long and 6 inches wide?"
859,"Create a single slightly challenging simple number-pattern question for an upper elementary student in the context of a school library, using multiplication. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation.","assistant

What number multiplied by 2 equals 32?","assistant

What number multiplied by 4 equals 144?","assistant

What is the product of 4 x 9?","assistant

What number multiplied by 4 equals 48?"
860,"Generate one moderate question using repeated addition for an upper elementary student in the context of a classroom, using one-digit factors. Make the situation realistic. Output only the question in text form, without hints or an answer.","assistant

""Tommy has 15 pencils in his pencil case. He adds 7 more pencils to it. How many pencils does Tommy have now?""","assistant

""Tom has 5 pencils in his pencil case. His friend Emma gives him 2 more pencils. How many pencils does Tom have now?""","assistant

""Tommy has 5 pencils in his pencil case. His friend Emma gives him 2 more pencils. How many pencils does Tommy have now?""","assistant

Here's a question for an upper elementary student:

""Tom has 5 pencils in his pencil case. He adds 2 more pencils to it. How many pencils does Tom have now?"""
861,"Make a single basic question about choosing the correct time for an elementary student in the context of a music class, using an afternoon activity. Make all needed information explicit. Give only the question as plain text. Do not include the solution.","assistant

What is the best time for an elementary student to practice singing a new song in a music class?","assistant

What time should you choose for a music class that starts at 2:00 pm and lasts for 1 hour, and you want to have a 30-minute break in between?","assistant

What time should you choose for a music class that starts at 2:00 PM and lasts for 45 minutes, and the students need to arrive 15 minutes before the class starts to get settled?","assistant

What time should you start the music class to allow enough time for a 45-minute activity, considering the students arrive at school at 8:30 AM and the class ends at 3:15 PM?"
862,"Write a single moderate division word problem for a student learning basic mathematics in the context of a toy store, using a dividend below 100. Make the situation realistic. Return one question only, written as plain text.","assistant

Tom has 48 boxes of crayons in his toy store. Each box contains 8 crayons. How many crayons does Tom have in total?","assistant

A toy store owner has 48 boxes of crayons to pack into boxes of 12 crayons each. How many boxes of crayons will the owner need to buy to pack all the crayons?","assistant

Tom has 25 boxes of crayons to pack into bags for a school event. Each box contains 8 crayons. How many bags can Tom fill with the crayons he has?","assistant

Maria is a toy store owner who sells dolls. She has 48 dolls in stock and wants to sell 15 more dolls to make a profit of $10. How many dolls will Maria need to sell to achieve this goal?"
863,"Create one slightly challenging simple GCD word problem for a young learner ready for a challenge in the context of a community park, using an equal-row situation. Avoid unnecessary details. Return one question only, written as plain text.","assistant

What is the greatest common divisor of 36 and 24?","assistant

What is the greatest common divisor of 36 and 24?","assistant

What is the greatest common divisor of 36 and 24?","assistant

What is the greatest common divisor of 24 and 36?"
864,"Write a single basic question about equal sharing for a young math learner in the context of a playground, with a small remainder. Use one direct question at the end. Return one question only, written as plain text.","assistant

What is the best way to share toys equally among friends in a playground?","assistant

What is the best way to share toys equally among friends at a playground?","assistant

What is the best way to share toys equally among a group of friends in a playground?","assistant

What is the best way to share toys equally among a group of friends in a playground?"
865,"Create a single easy question about two repeating events for a young learner ready for a challenge in the context of a pet shelter, using numbers below 15. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","assistant

What is the difference between adopting a pet from a shelter and buying from a pet store?","assistant

What is the number of days it takes for a cat to grow from kittenhood to adulthood in a typical shelter?","assistant

What is the difference between adopting a pet from a shelter and buying from a breeder?","assistant

What is the difference between adopting a dog from a shelter and buying from a pet store?"
866,"Create one simple question about area for an elementary student in the context of a classroom, without using a diagram. Use one direct question at the end. Return one question only, written as plain text.","assistant

What is the area of a rectangle that has a length of 5 cm and a width of 3 cm?","assistant

What is the area of a rectangle?","assistant

What is the area of a rectangle?","assistant

What is the area of a rectangle?

(Answer: The area of a rectangle is found by multiplying the length by the width.)"
867,"Prepare a single moderate subtraction question with a missing number for an upper elementary student in the context of a beach visit, with no borrowing. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","assistant

Tommy has 15 seashells in his bucket. He gives 3 to his friend. How many seashells does Tommy have left?","assistant

What is the number of seashells that Sarah found on the beach?","assistant

What is the number that is missing in the following subtraction problem:

25 - 17 - 12 = ?","assistant

Tommy and his friends went to the beach. They had 15 seashells on the beach. They found 7 more shells while they were there. How many seashells did Tommy and his friends have at the beach?"
